,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
1991,8701.0,Scientifique,mathématique physique,saint paul,catholique,saint paul,saint paul,math-physique
2009,8722.0,Scientifique,mathématique physiqe,collège saint paul,catholique,saint paul,saint paul,math-physique
2084,8887.0,Scientifique,mathématique physiqe,college saint paul,catholique,saint paul,saint paul,math-physique
2174,8979.0,Scientifique,biologie chimie,saint paul,catholique,saint paul,saint paul,bio-chimie
2184,8989.0,Scientifique,mathématique physiqe,saint paul,catholique,saint paul,saint paul,math-physique
2495,9318.0,Scientifique,mathématique physique,saint paul,catholique,saint paul,saint paul,math-physique
2549,9380.0,Scientifique,mathématique physique,saint paul,catholique,saint paul,saint paul,math-physique
2667,9521.0,Scientifique,biologie chimie,saint paul,catholique,saint paul,saint paul,bio-chimie
2847,9838.0,Scientifique,mathématique physique,collège saint paul,catholique,saint paul,saint paul,math-physique
3148,10160.0,Scientifique,mathématique physique,saint paul,catholique,saint paul,saint paul,math-physique
3272,10287.0,Littéraire,latin philosophie,saint pau,catholique,saint pau,saint paul,latin philo
3478,10513.0,Scientifique,mathématique physique,saint paul,catholique,saint paul,saint paul,math-physique
3861,10920.0,Littéraire,latin-philosophie,saint paul,catholique,saint paul,saint paul,latin philo
4300,11750.0,SCIENTIFIQUE,mathematique physique,college saint paul,catholique,saint paul,saint paul,math-physique
1471,7771.0,TECHNIQUE,commerciale et administrative,cs de bunia,privé,de bunia,de bunia,commmerciale et adm
4583,12113.0,COMMERCIALE,commerciale et administrative,cs de bunia,privé,de bunia,de bunia,commmerciale et adm
12,1289.0,PED,pg,buturande,protestant,buturande,bulera,pedagogie
21,1846.0,Pédagogique,pédagogie générale,buturande,protestant,buturande,bulera,pedagogie
60,3313.0,PEDAGOGIEQUE,peda generale,institut buturande,protestant,buturande,bulera,pedagogie
175,3936.0,PEDAGOGIEQUE,pg,inst buturande,protestant,buturande,bulera,pedagogie
512,4792.0,TEC,sociale,buturande,protestant,buturande,bulera,sociale
522,4811.0,ped,pg,buturande,protestant,buturande,bulera,pedagogie
613,5031.0,TEC,soc,buturande,protestant,buturande,bulera,sociale
719,5737.0,PED,pg,de buleusa,protestant,de buleusa,bulera,pedagogie
758,6166.0,PED,pg,buturande,protestant,buturande,bulera,pedagogie
801,6265.0,PED,pn,buhendwa,protestant,buhendwa,bulera,pedagogie
835,6331.0,LIT,lp,bihira,protestant,bihira,bulera,latin philo
1082,6951.0,PEDAGOGIEQUE,pg,bulotwa,protestant,bulotwa,bulera,pedagogie
1119,7046.0,TEC,sociale,buturande,protestant,buturande,bulera,sociale
1123,7051.0,TEC,sociale,busenyerwa,protestant,busenyerwa,bulera,sociale
1299,7376.0,TEC,sociale,buturande,protestant,buturande,bulera,sociale
1349,7510.0,Scientifique,mathématique physique,bulera,protestant,bulera,bulera,math-physique
1352,7516.0,Technique,sociale,buturande,protestant,buturande,bulera,sociale
1638,8233.0,PEDAGOGIE,pedagogie generale,bihira,protestant,bihira,bulera,pedagogie
1680,8284.0,LITERRAIRE,latin philo,bihira,protestant,bihira,bulera,latin philo
1803,8449.0,Pédagogique,pédagogie générale,buturande,protestant,buturande,bulera,pedagogie
2245,9052.0,Pédagogique,pédagogie générale,buturande,protestant,buturande,bulera,pedagogie
2290,9101.0,Pédagogique,pédagogie générale,bulege,protestant,bulege,bulera,pedagogie
2306,9117.0,Pédagogique,pédagogie générale,bihira,protestant,bihira,bulera,pedagogie
2435,9252.0,Littéraire,latin philo,bihira,protestant,bihira,bulera,latin philo
2680,9535.0,Pédagogique,pédagogie générale,bulema,protestant,bulema,bulera,pedagogie
2689,9545.0,Littéraire,latin philo,bihira,protestant,bihira,bulera,latin philo
2700,9556.0,Pédagogique,pédagogie générale,buturande,protestant,buturande,bulera,pedagogie
3282,10298.0,Pédagogique,pédagogie générale,bihira,protestant,bihira,bulera,pedagogie
3346,10368.0,Pédagogique,pédagogie générale,bwegera,protestant,bwegera,bulera,pedagogie
3600,10646.0,Pédagogique,pédagogie générale,buturande,protestant,buturande,bulera,pedagogie
4143,11583.0,PEDAGOGIE,pedagogie generale,institut bihira,musulman,bihira,bulera,pedagogie
4154,11595.0,PEDAGOGIE,pedagogie generale,institut bulege,kimbanguiste,bulege,bulera,pedagogie
4441,11906.0,TECHNIQUE,sociale,institut busenyerwa,protestant,busenyerwa,bulera,sociale
77,3617.0,PEDAGOGIEQUE,peda generale,institut fadhili,publique,fadhili,fadhili,pedagogie
446,4648.0,PED,pg,fadhili,publique,fadhili,fadhili,pedagogie
656,5177.0,PED,pg,fadhili,publique,fadhili,fadhili,pedagogie
808,6285.0,SC,bc,fadhili,publique,fadhili,fadhili,bio-chimie
1016,6706.0,PED,pg,fadhili,publique,fadhili,fadhili,pedagogie
1406,7641.0,SC,bc,fadhili,publique,fadhili,fadhili,bio-chimie
1418,7666.0,SC,bc,fadhili,publique,fadhili,fadhili,bio-chimie
1915,8612.0,Pédagogique,pédagogie générale,fadhili,publique,fadhili,fadhili,pedagogie
1942,8646.0,Pédagogique,pédagogie générale,fadhili,publique,fadhili,fadhili,pedagogie
2089,8892.0,Pédagogique,pédagogie générale,fadhili,publique,fadhili,fadhili,pedagogie
2143,8948.0,Pédagogique,pédagogie générale,fadhili,publique,fadhili,fadhili,pedagogie
2664,9518.0,Scientifique,biologie chimie,fadhili,publique,fadhili,fadhili,bio-chimie
2687,9543.0,Pédagogique,pédagogie générale,fadhili,publique,fadhili,fadhili,pedagogie
3097,10106.0,Scientifique,biologie chimie,fadhili,publique,fadhili,fadhili,bio-chimie
3684,10732.0,Pédagogique,pédagogie générale,fadhili,publique,fadhili,fadhili,pedagogie
3801,10852.0,Pédagogique,pédagogie générale,fadhili,publique,fadhili,fadhili,pedagogie
4172,11614.0,PEDAGOGIE,pedagogie generale,institut fadhili,publique,fadhili,fadhili,pedagogie
4352,11806.0,PEDAGOGIE,pedagogie generale,institut fadhili,protestant,fadhili,fadhili,pedagogie
507,4783.0,TECH,sociale,kalangala,publique,kalangala,kalangala,sociale
3740,10789.0,Pédagogique,pédagogie générale,kalangala,publique,kalangala,kalangala,pedagogie
4618,12149.0,PEDAGOGIE,pedagogie generale,institut kalangala,publique,kalangala,kalangala,pedagogie
3,356.0,ECONOMIE ET COMMERCE,economie,esise/gisenyi,,esise/gisenyi,esise/gisenyi,economie
4,429.0,TECHNIQUE,commerciale et administrative,"c,s, umoja",,"c,s, umoja","c,s, umoja",commmerciale et adm
6,644.0,PEDAGOGIEQUE,peda generale,inst. mpinga,,mpinga,INST. MPINGA,pedagogie
9,827.0,TEC,ca,auto,,auto,auto,commmerciale et adm
13,1295.0,SCIENTIFIQUE,chimie biologie,inst. kiwele,,kiwele,kiwele,bio-chimie
19,1670.0,TECHNIQUE,commerciale adm,inst imaki/kirumba,,imaki/kirumba,imaki/kirumba,commmerciale et adm
25,1963.0,SCIENTIFIQUE,math physique,inst kitumaini,,kitumaini,kitumaini,math-physique
30,2271.0,PEDAGOGIEQUE,peda generale,c.s. lumiere,,c.s. lumiere,lumiere,pedagogie
34,2459.0,MECANIQUE,electricite,institut mahamba,,mahamba,mahamba,elec
36,2515.0,PEDAGOGIEQUE,peda generale,institut lwanga,,lwanga,INSTITUT LWANGA,pedagogie
41,2958.0,TECHNIQUE,sociale,groupe scol. ndbc de byumba,,groupe scol. ndbc de byumba,groupe scol. ndbc de byumba,sociale
43,3053.0,Technique,sociale,mikeno isl,,mikeno isl,mikeno isl,sociale
45,3106.0,PEDAGOGIEQUE,peda generale,inst bukinanyana,,bukinanyana,bukinanyana,pedagogie
46,3126.0,PEDAGOGIEQUE,peda generale,inst ufamandu,,ufamandu,ufamandu,pedagogie
53,3251.0,SCIENTIFIQUE,bio chimie,lycee mwandu,,mwandu,LYCEE MWANDU,bio-chimie
59,3298.0,PEDAGOGIEQUE,peda generale,inst lwanga,,lwanga,INST LWANGA,pedagogie
67,3574.0,PEDAGOGIEQUE,peda generale,auto,,auto,auto,pedagogie
68,3577.0,SC,bc,i de bkv,,de bkv,I DE BKV,bio-chimie
75,3611.0,PEDAGOGIEQUE,peda generale,i hodari,,hodari,hodari,pedagogie
84,3634.0,TEC,ca,rutoboko,,rutoboko,rutoboko,commmerciale et adm
90,3645.0,PED,pg,humule,,humule,humule,pedagogie
92,3647.0,PED,pg,inst bashu,,bashu,bashu,pedagogie
95,3650.0,PED,pg,aretina saka,,aretina saka,bukinanyana,pedagogie
98,3656.0,TECH,sociale,mikeno off,,mikeno off,mikeno isl,sociale
100,3659.0,PED,pg,sainte famille,,sainte famille,sainte famille,pedagogie
104,3669.0,TECHN,ca,i jikaze,,jikaze,jikaze,commmerciale et adm
110,3712.0,TECHN,ca,i rutoboko,,rutoboko,rutoboko,commmerciale et adm
112,3718.0,LITTERAIRE,latin philo,institut kashali,,kashali,kashali,latin philo
126,3776.0,litt,lp,lycee mwandu,,mwandu,LYCEE MWANDU,latin philo
130,3792.0,PEDAGOGIEQUE,peda generale,inst kasika,,kasika,kasika,pedagogie
132,3804.0,PEDAGOGIEQUE,pg,l katana,,l katana,katana,pedagogie
177,3954.0,PEDAGOGIEQUE,peda generale,inst imani/panzi,,imani/panzi,imani panzi,pedagogie
180,3992.0,SCIENTIFIQUE,math physique,inst de katwa,,de katwa,INST DE KATWA,math-physique
183,4023.0,SC,bc,i lwanga,,lwanga,I LWANGA,bio-chimie
189,4040.0,PEDAGOGIEQUE,peda generale,inst ujasiri,,ujasiri,ujasiri,pedagogie
193,4057.0,SCIENTIFIQUE,bio chimie,i rwabika,,rwabika,rwabika,bio-chimie
202,4094.0,MECANIQUE,inconnu,utfm,,utfm,utfm,inconnu
212,4128.0,TECHN,ca,i jikaze,,jikaze,jikaze,commmerciale et adm
214,4136.0,PED,pg,institut kasika,,kasika,kasika,pedagogie
216,4140.0,PED,pg,i kasika,,kasika,kasika,pedagogie
217,4143.0,PED,pg,lycee katana,,katana,katana,pedagogie
223,4177.0,PEDAGOGIEQUE,pg,inst ujasiri,,ujasiri,ujasiri,pedagogie
228,4197.0,PEDAGOGIEQUE,peda generale,i enano,,enano,enano,pedagogie
234,4225.0,PED,pg,nidunga,,nidunga,nidunga,pedagogie
236,4231.0,PED,pg,l mapema,,l mapema,l mapema,pedagogie
238,4236.0,TEC,ca,mikeno isl,,mikeno isl,mikeno isl,commmerciale et adm
242,4245.0,PED,pg,cs yesu ni jibu,,yesu ni jibu,tumaini letu,pedagogie
244,4249.0,SC,bc,nikisi,,nikisi,nikisi,bio-chimie
247,4255.0,TEC,ca,mikeno isl,,mikeno isl,mikeno isl,commmerciale et adm
259,4278.0,SC,bc,inst ste famille,,ste famille,sainte famille,bio-chimie
299,4358.0,PED,pg,l mapendo,,l mapendo,l mapendo,pedagogie
303,4363.0,TEC,sociale,mikeno isl,,mikeno isl,mikeno isl,sociale
304,4364.0,PED,pg,l mapema,,l mapema,l mapema,pedagogie
312,4377.0,PED,pg,bambu,,bambu,bambu,pedagogie
317,4383.0,ELE,ele generale,mahamba,,mahamba,mahamba,elec
321,4390.0,MEC,mec gener,adventiste/bunia,,adventiste/bunia,adventiste/bunia,mec gene
322,4392.0,TECH,ca,inst lisalisi,,lisalisi,lisalisi,commmerciale et adm
351,4450.0,TEC,ca,rutoboko,,rutoboko,rutoboko,commmerciale et adm
381,4508.0,TECH,sociale,mikeno/isl,,mikeno/isl,mikeno isl,sociale
401,4553.0,TECH,sociale,hodari,,hodari,hodari,sociale
402,4554.0,TEC,ca,kirumba,,kirumba,kirumba,commmerciale et adm
407,4561.0,PED,pg,cs lumiere,,lumiere,lumiere,pedagogie
408,4562.0,TECH,ca,katana,,katana,katana,commmerciale et adm
422,4602.0,PED,pg,college la vallee,,la vallee,la releve,pedagogie
434,4628.0,SC,mp,oicha,,oicha,oicha,math-physique
436,4630.0,TEC,sociale,mikeno off,,mikeno off,mikeno isl,sociale
437,4631.0,TEC,sociale,macha,,macha,macha,sociale
439,4635.0,PED,pg,uaminifu,,uaminifu,uaminifu,pedagogie
440,4637.0,PED,pg,inst kasuo,,kasuo,kasuo,pedagogie
441,4638.0,PED,pg,auto,,auto,auto,pedagogie
445,4644.0,PED,pg,cs seamen,,seamen,seamen,pedagogie
452,4659.0,PED,pg,lycee mwinda,,mwinda,LYCEE MWINDA,pedagogie
457,4669.0,TEC,soc,ilambula,,ilambula,ilambula,sociale
467,4691.0,PED,pg,tuadibishe,,tuadibishe,maadibisho,pedagogie
469,4701.0,SC,bc,lwanga,,lwanga,LWANGA,bio-chimie
472,4709.0,PED,pg,cs losa,,losa,losa,pedagogie
474,4711.0,PED,pg,ufamandu,,ufamandu,ufamandu,pedagogie
477,4716.0,LITT,lp,l mwandu,,l mwandu,L MWANDU,latin philo
484,4733.0,TEC,sociale,mugunga,,mugunga,MUGUNGA,sociale
491,4751.0,TECH,sociale,beni,,beni,de beni,sociale
494,4760.0,TEC,sociale,mikeno isl,,mikeno isl,mikeno isl,sociale
499,4768.0,PED,pg,8 mars,,8 mars,gs 8 mars,pedagogie
500,4770.0,LITT,lp,ps tumaini letu,,ps tumaini letu,tumaini letu,latin philo
504,4778.0,PED,pg,nyabibwe,,nyabibwe,nyabibwe,pedagogie
511,4791.0,PED,pg,edap/upn,,edap/upn,edap/upn,pedagogie
520,4808.0,TECH,coupe couture,lycee de kalamu,,de kalamu,de kalamu,COUPE COUTURE
524,4815.0,PED,pg,kayanja,,kayanja,kayanja,pedagogie
526,4820.0,PED,pg,kahya cibanda,,kahya cibanda,kahya cibanda,pedagogie
545,4860.0,PED,pg,ruwenzori,,ruwenzori,ruwenzori,pedagogie
546,4861.0,PED,pg,sake,,sake,sake,pedagogie
549,4864.0,PED,pg,luapula,,luapula,luapula,pedagogie
550,4866.0,TEC,ca,ecole belge,,belge,belge,commmerciale et adm
559,4882.0,TEC,sociale,mugunga,,mugunga,MUGUNGA,sociale
563,4891.0,PED,pg,bagira,,bagira,bagira,pedagogie
564,4895.0,PED,pg,katana,,katana,katana,pedagogie
571,4907.0,PED,pg,lukpafu,,lukpafu,luka,pedagogie
575,4925.0,LIT,lp,mwana,,mwana,MWANA,latin philo
581,4941.0,SC,bc,l mwandu,,l mwandu,L MWANDU,bio-chimie
582,4942.0,TEC,nutr,petits genies,,petits genies,petits génies,nutr
598,4980.0,PED,pg,kasika,,kasika,kasika,pedagogie
600,4984.0,TECH,sociale,i rutoboko,,rutoboko,rutoboko,sociale
602,4989.0,TEC,sociale,it bugabo,,it bugabo,it bugabo,sociale
603,4998.0,TEC,sociale,ruwenzori,,ruwenzori,ruwenzori,sociale
609,5020.0,PED,pg,bikuka,,bikuka,bikuka,pedagogie
612,5028.0,PED,pg,auto,,auto,auto,pedagogie
620,5047.0,LIT,lp,kanzulinzuli,,kanzulinzuli,kanzulinzuli,latin philo
632,5089.0,PED,pg,kyatenga,,kyatenga,kyatenga,pedagogie
635,5098.0,ped,pg,8 mars,,8 mars,gs 8 mars,pedagogie
642,5116.0,PED,pg,lumiere,,lumiere,lumiere,pedagogie
645,5126.0,PED,pg,mambowa,,mambowa,mambowa,pedagogie
646,5129.0,ECONOMIE,inconnu,ecole belge,,belge,belge,inconnu
647,5130.0,PED,pg,lwanga,,lwanga,LWANGA,pedagogie
650,5145.0,TEC,construction,oicha,,oicha,oicha,construction
654,5170.0,TEC,sociale,bagira,,bagira,bagira,sociale
659,5182.0,ITM/INFIRMIERE,inconnu,itm tulizeni/kyondo,,itm tulizeni/kyondo,itm tulizeni/kyondo,inconnu
660,5183.0,LIT,lp,mugeri,,mugeri,mugeri,latin philo
662,5192.0,PED,pg,bukinanyana,,bukinanyana,bukinanyana,pedagogie
