,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
454,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
463,PED,pg,kysehero,protestant,kysehero,kyeshero,pedagogie
464,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
492,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
508,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
509,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
513,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
514,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
515,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
618,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
673,PED,pg,i kyeshero,protestant,kyeshero,kyeshero,pedagogie
761,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
806,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
821,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
856,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
1100,MEC GEN,mec gene,kyeshero,protestant,kyeshero,kyeshero,mec gene
1114,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
1192,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1219,TEC,construction,kyeshero,protestant,kyeshero,kyeshero,construction
1286,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1336,Pédagogique,pédagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
1381,TEC,batiment,kyeshero,protestant,kyeshero,kyeshero,batiment
1400,TEC,elec,kyeshero,protestant,kyeshero,kyeshero,elec
1426,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
1462,SCENTIFIQUE,bio chimie,institut kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1721,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
1734,Technique,mécanique,kyeshero,protestant,kyeshero,kyeshero,mec gene
1735,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
1894,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
1925,Scientifique,biologie-chimie,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1926,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
1936,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
1955,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
1992,Scientifique,biologie chimie,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1994,Pédagogique,pedagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
2005,Techniqe,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2062,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2081,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
2082,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2085,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2098,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2215,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2236,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
2270,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
2285,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2432,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2454,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2548,Technique,mécanique,kyeshero,protestant,kyeshero,kyeshero,mec gene
2696,Pédagogique,pédagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
2725,Scientifique,biologie chimie,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
2737,Pédagogique,pédagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
2804,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2843,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2896,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2910,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
2976,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
2988,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
3133,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
3220,Technique,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
3401,Technique,construction,kyesherà,protestant,kyesherà,kyeshero,construction
3416,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
3585,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
3724,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
3889,TECHNIQUE,construction,intitut kyeshero,protestant,kyeshero,kyeshero,construction
3965,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
3996,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
4179,TECHNIQUE,electricite,institut kyeshero,protestant,kyeshero,kyeshero,elec
4216,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
4318,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4394,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4412,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4500,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
4620,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4626,TECHNIQUE,electricite,institut kyeshero,protestant,kyeshero,kyeshero,elec
115,TECHNIQUE,commerciale et adm,inst mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
255,TEC,ca,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
535,SC,bc,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
754,TEC,ca,mgr kaqtaliko,catholique,mgr kaqtaliko,mgr kataliko,commmerciale et adm
878,SC,mp,mgr kataliko,catholique,mgr kataliko,mgr kataliko,math-physique
907,SC,mp,mgr kataliko,catholique,mgr kataliko,mgr kataliko,math-physique
1353,Scientifique,biologie chimie,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
1940,Technique,commerciale administrative,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
2041,Scientifique,mathématique physique,mgr kataliko,catholique,mgr kataliko,mgr kataliko,math-physique
2319,Technique,commerciale et administrative,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
2320,Scientifique,biologie chimie,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
3116,Technique,commerciale et administrative,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
3336,Scientifique,biologie-chimie,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
4214,COMMERCIALE,commerciale et administrative,institut mgr  kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
4220,COMMERCIALE,commerciale et administrative,institut mgr  kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
4316,COMMERCIALE,commercialen et administraive,institut mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
4547,SCIENTIFIQUE,bio chimie,institut mgr kataliko,privé,mgr kataliko,mgr kataliko,bio-chimie
1,SCIENTIFIQUE,math-physique,institut vungi,protestant,vungi,vungi,math-physique
271,SC,mp,vungi,protestant,vungi,vungi,math-physique
1720,Scientifique,math-physique,vungi,protestant,vungi,vungi,math-physique
2181,Scientifique,mathématique physique,vungi,protestant,vungi,vungi,math-physique
2284,Pédagogique,pédagogie générale,vungi,protestant,vungi,vungi,pedagogie
3131,Technique,commerciale informatique,vungi,protestant,vungi,vungi,commerciale informatique
3777,Technique,commerciale informatique,vungi,protestant,vungi,vungi,commerciale informatique
4042,COMMERCIALE,commerciale informatique,institut vungi,protestant,vungi,vungi,commerciale informatique
190,PED,pg,inst saint andre,catholique,saint andre,saint andre,pedagogie
886,TEC,secretariat informatique,divin maitre,catholique,divin maitre,saint andre,secretariat
1308,SCIENTIFIQUE,inconnu,candidat libre,catholique,candidat libre,saint andre,inconnu
1338,SC,bc,katana centre,catholique,katana centre,saint andre,bio-chimie
1856,Technique,sociale,st andré,catholique,st andré,saint andre,sociale
2646,Technique,sociale,saint andré,catholique,saint andré,saint andre,sociale
2661,Technique,sociale,saint andré,catholique,saint andré,saint andre,sociale
3301,Scientifique,bioligie chimie,institut katana centre,catholique,katana centre,saint andre,bio-chimie
3979,COMMERCIALE,commerciale et administrative,institut saint andre,catholique,saint andre,saint andre,commmerciale et adm
4009,SCIENTIFIQUE,bio chimie,college saint alphonse,catholique,saint alphonse,saint andre,bio-chimie
4035,PEDAGOGIE,pedagogie generale,institut saint antoine,catholique,saint antoine,saint andre,pedagogie
4363,COMMERCIALE,commercialen et administraive,college saint agate,catholique,saint agate,saint andre,commmerciale et adm
4445,PEGAGOGIE,pedagogie generale,cs saint pierre,privé,saint pierre,saint andre,pedagogie
4538,PEDAGOGIE,pedagogie generale,college saint laurent,catholique,saint laurent,saint andre,pedagogie
959,PED,pg,biglimani,catholique,biglimani,biglimani,pedagogie
4649,PEDAGOGIE,pedagogie generale,institut biglimani,catholique,biglimani,biglimani,pedagogie
386,LIT,lp,aigle de dieu,privé,aigle de dieu,aigle de dieu,latin philo
534,LIT,lp,aigles de dieu,privé,aigles de dieu,aigle de dieu,latin philo
890,LIT,lp,cs les aigles de dieu,privé,les aigles de dieu,aigle de dieu,latin philo
1182,LIT,lp,aigles de dieu,privé,aigles de dieu,aigle de dieu,latin philo
1296,TEC,ca,aigle de dieu,privé,aigle de dieu,aigle de dieu,commmerciale et adm
1881,Littéraire,latin philo,cs les aigle de dieu,privé,les aigle de dieu,aigle de dieu,latin philo
2911,Pédagogique,pédagogie générale,cs aigle pécheur,privé,aigle pécheur,aigle de dieu,pedagogie
3445,Pédagogique,pédagogie générale,cs agneaux de dieu,privé,agneaux de dieu,aigle de dieu,pedagogie
3645,Littéraire,latin philosophie,cs les aigles de dieu,privé,les aigles de dieu,aigle de dieu,latin philo
3851,Pédagogique,pédagogie générale,cs don de dieu,privé,don de dieu,aigle de dieu,pedagogie
4025,COMMERCIALE,commerciale et administrative,cs les aigles de dieu,privé,les aigles de dieu,aigle de dieu,commmerciale et adm
4572,PEDAGOGIE,pedagogie generale,cs  agneau de dieu,privé,agneau de dieu,aigle de dieu,pedagogie
3465,Technique,sociale,neema kwetu,privé,neema kwetu,neema kwetu,sociale
4637,TECHNIQUE,sociale,cs  neema kwetu,privé,neema kwetu,neema kwetu,sociale
2636,Scientifique,mathématique physique,isoko,privé,isoko,isoko,math-physique
4656,TECHNIQUE,agriculture generale,cs  isoko,privé,isoko,isoko,agricole
182,SCIENTIFIQUE,math physique,college alfajiri,catholique,alfajiri,alfajiri,math-physique
196,SCIENTIFIQUE,mp,college alfajiri,catholique,alfajiri,alfajiri,math-physique
250,SC,ph,alfajiri,catholique,alfajiri,alfajiri,pedagogie
260,SC,bc,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
323,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
367,lit,lp,alfajiri,catholique,alfajiri,alfajiri,latin philo
409,LIT,lp,alfajiri,catholique,alfajiri,alfajiri,latin philo
676,Scientifique,biologie chimie,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
764,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
774,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
775,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
794,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
989,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
1357,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
1363,SC,bc,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
1368,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
1398,LIT,lp,alfajiri,catholique,alfajiri,alfajiri,latin philo
1591,SCIENTIFIQUE,bio-chimie,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
1608,Scientifique,math-physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
1802,Scientifique,math-physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
1897,Littéraire,latin philo,alfajiri,catholique,alfajiri,alfajiri,latin philo
1945,Scientifique,math-physique,alfajirir,catholique,alfajirir,alfajiri,math-physique
2107,Scientifique,mathématique physique,afanjiri,catholique,afanjiri,alfajiri,math-physique
2321,Littéraire,latin philo,afanjiri,catholique,afanjiri,alfajiri,latin philo
2791,Scientifique,math physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
2822,Littéraire,latin philo,alfajiri,catholique,alfajiri,alfajiri,latin philo
2826,Littéraire,latin philo,alfajiri,catholique,alfajiri,alfajiri,latin philo
2905,Scientifique,mathématique physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
3463,Scientifique,biologie-chimie,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
3571,Scientifique,mathématique physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
4283,SCIENTIFIQUE,mathematique physique,college alfajiri,catholique,alfajiri,alfajiri,math-physique
4379,LITERAIRE,latin philo,college alfajiri,catholique,alfajiri,alfajiri,latin philo
251,TEC,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
343,tech,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
403,TEC,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
661,PED,pg,tuungane,publique,tuungane,tuungane,pedagogie
1174,TEC,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
1528,PED,pg,tuungane,publique,tuungane,tuungane,pedagogie
1726,Technique,commerciale administrative,tuungane,publique,tuungane,tuungane,commmerciale et adm
1793,TECHNIQUE,sociale,c.s. tuungane,publique,c.s. tuungane,tuungane,sociale
1993,Technique,commerciale administrative,tuungane,publique,tuungane,tuungane,commmerciale et adm
2585,Technique,sociale,cs tuungane,publique,tuungane,tuungane,sociale
2845,Pédagogique,pédagogie générale,cs tuungane,publique,tuungane,tuungane,pedagogie
2913,Technique,commerciale et administrative,tuungane,publique,tuungane,tuungane,commmerciale et adm
3213,Technique,commerciale et administrative,institut tuungana,publique,tuungana,tuungane,commmerciale et adm
3310,Pedagogique,pedagogie générale,institut tuungane,publique,tuungane,tuungane,pedagogie
3984,COMMERCIALE,commerciale et administrative,institut tuungane,publique,tuungane,tuungane,commmerciale et adm
4021,COMMERCIALE,commerciale et administrative,cs tuungane,privé,tuungane,tuungane,commmerciale et adm
4235,PEDAGOGIE,pedagogie generale,institut tuungane,publique,tuungane,tuungane,pedagogie
4605,TECHNIQUE,sociale,cs tuungane,privé,tuungane,tuungane,sociale
4684,PEDAGOGIE,pedagogie generale,institut tuwungane,publique,tuwungane,tuungane,pedagogie
94,TEC,sociale,kavaghendi,protestant,kavaghendi,kashenda,sociale
462,TEC,sociale,kamusenda,protestant,kamusenda,kashenda,sociale
580,TEC NUTRI,inconnu,kavaghendi,protestant,kavaghendi,kashenda,inconnu
734,TEC,sociale,kavaghendi,protestant,kavaghendi,kashenda,sociale
854,TEC,sociale,kavaghendi,protestant,kavaghendi,kashenda,sociale
967,TEC AGRICOLE,nutrition,kavaghendi,protestant,kavaghendi,kashenda,nutr
1282,TEC,nutrition,kavaghendi,protestant,kavaghendi,kashenda,nutr
1807,Littéraire,latin philo,kashenda,protestant,kashenda,kashenda,latin philo
1812,Pédagogique,pédagogie générale,kashenyi 2,protestant,kashenyi 2,kashenda,pedagogie
1921,Technique,commerciale informatique,kavagendi,protestant,kavagendi,kashenda,commerciale informatique
3011,Pédagogique,pédagogie générale,kanyantende,protestant,kanyantende,kashenda,pedagogie
3584,Technique,sociale,kavaghendi,protestant,kavaghendi,kashenda,sociale
4226,PEDAGOGIE,pedagogie generale,kashe da institut,protestant,kashe da,kashenda,pedagogie
4426,PEGAGOGIE,pedagogie generale,institut kashenda,publique,kashenda,kashenda,pedagogie
4613,LITTERAIRE,latin philo,institut kashobwe,protestant,kashobwe,kashenda,latin philo
4667,TECHNIQUE,sociale,institut kavaghendi,publique,kavaghendi,kashenda,sociale
2,SCIENTIFIQUE,math physique,institut faraja,protestant,faraja,faraja,math-physique
55,PEDAGOGIEQUE,peda generale,inst faraja,protestant,faraja,faraja,pedagogie
82,PED,pg,inst faraja,protestant,faraja,faraja,pedagogie
108,TECH,ca,i faraja,protestant,faraja,faraja,commmerciale et adm
164,SC,mp,faraja,protestant,faraja,faraja,math-physique
215,PED,pg,inst faraja,protestant,faraja,faraja,pedagogie
306,SC,mp,faraja,protestant,faraja,faraja,math-physique
344,TECH,ca,inst faraja,protestant,faraja,faraja,commmerciale et adm
345,TEC,ca,faraja,protestant,faraja,faraja,commmerciale et adm
347,TEC,ca,faraja,protestant,faraja,faraja,commmerciale et adm
379,TEC,ca,faraja,protestant,faraja,faraja,commmerciale et adm
404,SC,bc,faraja,protestant,faraja,faraja,bio-chimie
416,SC,bc,faraja,protestant,faraja,faraja,bio-chimie
476,PED,pg,faraja,protestant,faraja,faraja,pedagogie
533,SC,bc,faraja,protestant,faraja,faraja,bio-chimie
548,PED,pg,faraja,protestant,faraja,faraja,pedagogie
567,PED,pg,faraja,protestant,faraja,faraja,pedagogie
669,SC,mp,faraja,protestant,faraja,faraja,math-physique
803,TEC,ca,faraja,protestant,faraja,faraja,commmerciale et adm
823,TEC,ca,faraja,protestant,faraja,faraja,commmerciale et adm
867,SC,bc,faraja,protestant,faraja,faraja,bio-chimie
905,SC,bc,faraja,protestant,faraja,faraja,bio-chimie
910,TEC,ca,faraja,protestant,faraja,faraja,commmerciale et adm
913,SC,mp,faraja,protestant,faraja,faraja,math-physique
914,SC,bc,faraja,protestant,faraja,faraja,bio-chimie
931,SC,bc,faraja,protestant,faraja,faraja,bio-chimie
1060,PED,pg,faraja,protestant,faraja,faraja,pedagogie
1099,PED,pg,faraja,protestant,faraja,faraja,pedagogie
1129,PED,pg,faraja,protestant,faraja,faraja,pedagogie
1148,TEC,ca,faraja,protestant,faraja,faraja,commmerciale et adm
1165,PEDAGOGIEQUE,peda generale,institut faraja,protestant,faraja,faraja,pedagogie
