,ID,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,PROM,Echec,Pass1erSession,Distinction,PercFinal
1880,6902,2015-2016,63.5999984741,S,,,FSEG,L2,False,True,False,63.5999984741
1881,6904,2012-2013,71.0999984741,D,,,FD,G3,False,True,True,71.0999984741
1882,6904,2013-2014,66.0999984741,S,,,FD,L1,False,True,False,66.0999984741
1883,6904,2014-2015,71.4000015259,D,,,FD,L2,False,True,True,71.4000015259
1884,6906,2012-2013,65.0,S,,,FD,G3,False,True,False,65.0
1885,6906,2013-2014,61.2000007629,S,,,FD,L1,False,True,False,61.2000007629
1886,6906,2014-2015,64.6999969482,S,,,FD,L2,False,True,False,64.6999969482
1887,6911,2013-2014,,AA,58.9000015259,S,FSDC,L1,False,False,False,58.9000015259
1888,6911,2014-2015,,AA,66.0999984741,S,FSDC,L2,False,False,False,66.0999984741
1889,6912,2013-2014,,AA,59.5999984741,S,FSDC,L1,False,False,False,59.5999984741
1890,6912,2014-2015,,ADM,63.5999984741,S,FSDC,L2,False,False,False,63.5999984741
1891,6914,2012-2013,73.0,D,,,FPSE,G3,False,True,True,73.0
1892,6914,2014-2015,74.8000030518,D,,,FPSE,L1,False,True,True,74.8000030518
1893,6914,2015-2016,76.9000015259,D,,,FPSE,L2,False,True,True,76.9000015259
1894,6916,2013-2014,55.2000007629,A,59.0,S,FSDC,L1,False,False,False,59.0
1895,6921,2013-2014,,AA,,A,FSDC,L1,True,False,False,45.0
1896,6926,2013-2014,,AA,63.2000007629,S,FD,G3,False,False,False,63.2000007629
1897,6926,2014-2015,,AA,56.5999984741,S,FD,L1,False,False,False,56.5999984741
1898,6926,2015-2016,,AA,59.4000015259,S,FD,L2,False,False,False,59.4000015259
1899,6927,2013-2014,,AA,59.0,S,FSDC,G3,False,False,False,59.0
1900,6927,2014-2015,,AA,,AA,FSDC,L1,True,False,False,46.0
1901,6932,2013-2014,54.0999984741,A,60.0999984741,S,FSDC,L1,False,False,False,60.0999984741
1902,6932,2014-2015,,A,60.9000015259,S,FSDC,L2,False,False,False,60.9000015259
1903,6934,2013-2014,,AA,64.0999984741,S,FSDC,L1,False,False,False,64.0999984741
1904,6934,2014-2015,,ADM,63.5,S,FSDC,L2,False,False,False,63.5
1905,6941,2012-2013,55.0999984741,A,62.2000007629,S,FD,L1,False,False,False,62.2000007629
1906,6941,2013-2014,57.7000007629,A,61.5999984741,S,FD,L2,False,False,False,61.5999984741
1907,6942,2013-2014,,AA,58.7999992371,S,FSDC,L1,False,False,False,58.7999992371
1908,6942,2014-2015,,AA,59.0,S,FSDC,L2,False,False,False,59.0
1909,6946,2013-2014,,AA,70.4000015259,D,FSTA,Tech1,False,False,True,70.4000015259
1910,6946,2014-2015,,AA,66.5999984741,S,FSTA,Tech2,False,False,False,66.5999984741
1911,6948,2013-2014,65.3000030518,S,,,FSEG,L2,False,True,False,65.3000030518
1912,6949,2013-2014,,A,,A,FSDC,L1,True,False,False,40.0
1913,6950,2013-2014,,AA,60.7999992371,S,FSEG,G3,False,False,False,60.7999992371
1914,6950,2014-2015,,AA,56.2999992371,S,FSEG,L1,False,False,False,56.2999992371
1915,6950,2015-2016,,AA,57.0999984741,S,FSEG,L2,False,False,False,57.0999984741
1916,6951,2013-2014,,AA,63.9000015259,S,FPSE,L1,False,False,False,63.9000015259
1917,6951,2014-2015,,ADSTM,63.9000015259,S,FPSE,L2,False,False,False,63.9000015259
1918,6952,2013-2014,,AA,60.2000007629,S,FD,G3,False,False,False,60.2000007629
1919,6952,2014-2015,48.7000007629,A,55.5,S,FD,L1,False,False,False,55.5
1920,6952,2015-2016,,AA,57.0999984741,S,FD,L2,False,False,False,57.0999984741
1921,6955,2012-2013,69.4000015259,S,,,FD,G3,False,True,False,69.4000015259
1922,6955,2013-2014,,AA,65.0,S,FD,L1,False,False,False,65.0
1923,6955,2014-2015,,AA,65.6999969482,S,FD,L2,False,False,False,65.6999969482
1924,6956,2013-2014,53.0,A,59.7000007629,S,FD,L1,False,False,False,59.7000007629
1925,6956,2014-2015,,A,62.5999984741,S,FD,L2,False,False,False,62.5999984741
1926,6958,2013-2014,,AA,62.0,S,FD,L1,False,False,False,62.0
1927,6958,2014-2015,,ADSTM,59.9000015259,S,FD,L2,False,False,False,59.9000015259
1928,6964,2013-2014,,AA,57.9000015259,S,FD,G3,False,False,False,57.9000015259
1929,6964,2014-2015,,AA,61.0999984741,S,FD,L1,False,False,False,61.0999984741
1930,6964,2015-2016,,AA,57.9000015259,S,FD,L2,False,False,False,57.9000015259
1931,6967,2013-2014,57.7000007629,AA,64.1999969482,S,FD,L1,False,False,False,64.1999969482
1932,6967,2014-2015,,AA,66.1999969482,S,FD,L2,False,False,False,66.1999969482
1933,6968,2013-2014,,AA,53.7999992371,S,FD,L1,False,False,False,53.7999992371
1934,6968,2014-2015,,AA,59.9000015259,S,FD,L2,False,False,False,59.9000015259
1935,6971,2013-2014,,AA,62.9000015259,S,FD,G3,False,False,False,62.9000015259
1936,6971,2014-2015,,AA,55.2999992371,S,FD,L1,False,False,False,55.2999992371
1937,6971,2015-2016,,AA,,ADM,FD,L2,False,False,False,55.0
1938,6972,2012-2013,57.5,S,,,FD,G3,False,True,False,57.5
1939,6976,2012-2013,62.0,S,,,FD,G3,False,True,False,62.0
1940,6976,2013-2014,58.7000007629,S,,,FD,L1,False,True,False,58.7000007629
1941,6976,2014-2015,62.7000007629,S,,,FD,L2,False,True,False,62.7000007629
1942,6977,2013-2014,,A,,A,FSDC,L2,True,False,False,43.0
1943,6978,2013-2014,,A,,A,FSDC,L2,True,False,False,45.0
1944,6980,2013-2014,,A,,AA,FSDC,L2,True,False,False,48.0
1945,6983,2013-2014,66.9000015259,S,,,FSDC,L2,False,True,False,66.9000015259
1946,6984,2013-2014,,AA,,,FSDC,L2,True,False,False,44.0
1947,6987,2012-2013,67.1999969482,S,,,FSDC,L2,False,True,False,67.1999969482
1948,6989,2013-2014,71.3000030518,D,,,FSDC,L2,False,True,True,71.3000030518
1949,6994,2013-2014,64.5,S,,,FSDC,L2,False,True,False,64.5
1950,6995,2012-2013,62.5999984741,S,,,FSDC,L1,False,True,False,62.5999984741
1951,6995,2013-2014,64.1999969482,S,,,FSDC,L2,False,True,False,64.1999969482
1952,7001,2012-2013,61.5999984741,S,,,FSDC,G3,False,True,False,61.5999984741
1953,7001,2013-2014,57.0999984741,A,61.4000015259,S,FSDC,L1,False,False,False,61.4000015259
1954,7001,2014-2015,,AA,67.4000015259,S,FSDC,L2,False,False,False,67.4000015259
1955,7003,2013-2014,,AA,62.7000007629,S,FSDC,L2,False,False,False,62.7000007629
1956,7004,2013-2014,,A,60.7000007629,S,FPSE,L2,False,False,False,60.7000007629
1957,7005,2013-2014,,AA,73.5,D,FSTA,Tech1,False,False,True,73.5
1958,7005,2014-2015,,AA,67.0999984741,S,FSTA,Tech2,False,False,False,67.0999984741
1959,7006,2013-2014,,AA,55.9000015259,S,FSEG,L1,False,False,False,55.9000015259
1960,7006,2014-2015,,A,60.0999984741,S,FSEG,L2,False,False,False,60.0999984741
1961,7016,2012-2013,62.0,S,,,FPSE,L2,False,True,False,62.0
1962,7021,2013-2014,,AA,59.7999992371,S,FSEG,G3,False,False,False,59.7999992371
1963,7021,2014-2015,,AA,62.0999984741,S,FSEG,L1,False,False,False,62.0999984741
1964,7021,2015-2016,61.0999984741,S,,,FSEG,L2,False,True,False,61.0999984741
1965,7023,2013-2014,62.0,S,,,FSEG,G3,False,True,False,62.0
1966,7023,2014-2015,,AA,59.4000015259,S,FSEG,L1,False,False,False,59.4000015259
1967,7023,2015-2016,59.5999984741,A,64.1999969482,S,FSEG,L2,False,False,False,64.1999969482
1968,7025,2013-2014,,A,61.5,S,FPSE,G3,False,False,False,61.5
1969,7025,2014-2015,58.7999992371,S,,,FPSE,L1,False,True,False,58.7999992371
1970,7025,2015-2016,68.3000030518,S,,,FPSE,L2,False,True,False,68.3000030518
1971,7026,2013-2014,,AA,57.9000015259,S,FPSE,G3,False,False,False,57.9000015259
1972,7026,2014-2015,,AA,,AA,FPSE,L1,True,False,False,40.0
1973,7027,2012-2013,36.7999992371,ANAF,,,FPSE,G2,True,False,False,48.0
1974,7030,2012-2013,59.2000007629,S,,,FPSE,G2,False,True,False,59.2000007629
1975,7030,2013-2014,,A,61.2999992371,S,FPSE,G3,False,False,False,61.2999992371
1976,7030,2014-2015,58.9000015259,A,64.9000015259,S,FPSE,L1,False,False,False,64.9000015259
1977,7030,2015-2016,,ADM,61.2000007629,S,FPSE,L2,False,False,False,61.2000007629
1978,7031,2013-2014,51.7000007629,A,60.5999984741,S,FPSE,G3,False,False,False,60.5999984741
1979,7031,2014-2015,,AA,,AA,FPSE,L1,True,False,False,41.0
1980,7032,2013-2014,,AA,60.7999992371,S,FPSE,G3,False,False,False,60.7999992371
1981,7032,2014-2015,,AA,,AA,FPSE,L1,True,False,False,44.0
1982,7034,2012-2013,70.9000015259,D,,,FPSE,G2,False,True,True,70.9000015259
1983,7034,2013-2014,59.7999992371,A,64.5,S,FPSE,G3,False,False,False,64.5
1984,7034,2014-2015,,AA,59.9000015259,S,FPSE,L1,False,False,False,59.9000015259
1985,7034,2015-2016,68.9000015259,S,,,FPSE,L2,False,True,False,68.9000015259
1986,7036,2012-2013,57.0999984741,S,,,FPSE,G2,False,True,False,57.0999984741
1987,7036,2013-2014,66.0,S,,,FPSE,G3,False,True,False,66.0
1988,7036,2014-2015,,AA,65.5,S,FPSE,L1,False,False,False,65.5
1989,7036,2015-2016,67.0999984741,S,,,FPSE,L2,False,True,False,67.0999984741
1990,7037,2013-2014,,AA,63.4000015259,S,FPSE,G3,False,False,False,63.4000015259
1991,7037,2014-2015,57.0,S,,,FPSE,L1,False,True,False,57.0
1992,7037,2015-2016,66.6999969482,S,,,FPSE,L2,False,True,False,66.6999969482
1993,7039,2013-2014,,A,,A,FPSE,G3,True,False,False,41.0
1994,7040,2012-2013,67.5,S,,,FPSE,G2,False,True,False,67.5
1995,7040,2013-2014,68.4000015259,S,,,FPSE,G3,False,True,False,68.4000015259
1996,7040,2014-2015,70.4000015259,D,,,FPSE,L1,False,True,True,70.4000015259
1997,7040,2015-2016,74.0,D,,,FPSE,L2,False,True,True,74.0
1998,7041,2013-2014,,AA,67.5,S,FPSE,G3,False,False,False,67.5
1999,7041,2014-2015,64.5,S,,,FPSE,L1,False,True,False,64.5
2000,7041,2015-2016,71.3000030518,D,,,FPSE,L2,False,True,True,71.3000030518
2001,7044,2012-2013,59.9000015259,S,,,FPSE,G2,False,True,False,59.9000015259
2002,7044,2013-2014,,ADTFC,61.2999992371,S,FPSE,G3,False,False,False,61.2999992371
2003,7044,2014-2015,60.2999992371,S,,,FPSE,L1,False,True,False,60.2999992371
2004,7044,2015-2016,65.0999984741,S,,,FPSE,L2,False,True,False,65.0999984741
2005,7045,2013-2014,54.4000015259,A,61.0,S,FT,G2,False,False,False,61.0
2006,7045,2014-2015,,AA,59.2999992371,S,FT,G3,False,False,False,59.2999992371
2007,7045,2015-2016,60.5999984741,A,62.4000015259,S,FT,L1,False,False,False,62.4000015259
2008,7046,2012-2013,71.5,D,,,FT,G2,False,True,True,71.5
2009,7046,2013-2014,73.6999969482,D,,,FT,G3,False,True,True,73.6999969482
2010,7046,2014-2015,72.8000030518,D,,,FT,L1,False,True,True,72.8000030518
2011,7046,2015-2016,75.0,D,,,FT,L2,False,True,True,75.0
2012,7047,2013-2014,67.8000030518,S,,,FT,G3,False,True,False,67.8000030518
2013,7048,2013-2014,,AA,63.5,S,FT,G3,False,False,False,63.5
2014,7048,2014-2015,61.2000007629,A,65.5999984741,S,FT,L1,False,False,False,65.5999984741
2015,7048,2015-2016,,ADM,64.0999984741,S,FT,L2,False,False,False,64.0999984741
2016,7049,2013-2014,,A,63.2999992371,S,FT,G3,False,False,False,63.2999992371
2017,7049,2014-2015,64.0999984741,S,,,FT,L1,False,True,False,64.0999984741
2018,7049,2015-2016,,AA,66.1999969482,S,FT,L2,False,False,False,66.1999969482
2019,7051,2013-2014,,A,62.0,S,FT,G3,False,False,False,62.0
2020,7052,2013-2014,,AA,,AA,FSEG,G2,True,False,False,47.0
2021,7053,2012-2013,,AA,,,FSEG,G1,True,False,False,47.0
2022,7055,2013-2014,,A,58.2000007629,S,FSEG,G3,False,False,False,58.2000007629
2023,7055,2014-2015,,AA,51.9000015259,A,FSEG,L1,True,False,False,51.9000015259
2024,7055,2015-2016,48.2000007629,A,54.2999992371,S,FSEG,L1,False,False,False,54.2999992371
2025,7056,2013-2014,59.9000015259,S,,,FSEG,G3,False,True,False,59.9000015259
2026,7057,2012-2013,71.9000015259,D,,,FD,G2,False,True,True,71.9000015259
2027,7057,2013-2014,66.8000030518,S,,,FD,G3,False,True,False,66.8000030518
2028,7057,2014-2015,,AA,60.5999984741,S,FD,L1,False,False,False,60.5999984741
2029,7057,2015-2016,64.8000030518,S,,,FD,L2,False,True,False,64.8000030518
2030,7058,2013-2014,59.0999984741,S,,,FSEG,G3,False,True,False,59.0999984741
2031,7058,2014-2015,54.0999984741,A,63.0999984741,S,FSEG,L1,False,False,False,63.0999984741
2032,7058,2015-2016,59.2000007629,S,,,FSEG,L2,False,True,False,59.2000007629
2033,7060,2013-2014,,AA,58.5,S,FSEG,G3,False,False,False,58.5
2034,7060,2014-2015,,AA,56.2000007629,S,FSEG,L1,False,False,False,56.2000007629
2035,7061,2012-2013,,AA,,,FSEG,G2,True,False,False,47.0
2036,7061,2013-2014,,AA,60.0999984741,S,FSEG,G2,False,False,False,60.0999984741
2037,7061,2014-2015,,AA,63.7999992371,S,FSEG,G3,False,False,False,63.7999992371
2038,7061,2015-2016,50.2000007629,A,58.0999984741,S,FSEG,L1,False,False,False,58.0999984741
2039,7062,2013-2014,,AA,58.0999984741,S,FSEG,G3,False,False,False,58.0999984741
2040,7064,2013-2014,58.2000007629,A,61.7000007629,S,FSEG,G3,False,False,False,61.7000007629
2041,7064,2014-2015,,AA,53.7999992371,S,FSEG,L1,False,False,False,53.7999992371
2042,7064,2015-2016,50.7000007629,A,55.7999992371,S,FSEG,L2,False,False,False,55.7999992371
2043,7065,2013-2014,,AA,59.4000015259,S,FSEG,G3,False,False,False,59.4000015259
2044,7065,2014-2015,,AA,53.2000007629,S,FSEG,L1,False,False,False,53.2000007629
2045,7065,2015-2016,,AA,49.2000007629,A,FSEG,L2,True,False,False,49.2000007629
2046,7066,2013-2014,,AA,59.2000007629,S,FSEG,G3,False,False,False,59.2000007629
2047,7066,2014-2015,,AA,56.7999992371,S,FSEG,L1,False,False,False,56.7999992371
2048,7066,2015-2016,49.7000007629,A,58.5999984741,S,FSEG,L2,False,False,False,58.5999984741
2049,7068,2013-2014,59.9000015259,S,,,FSEG,G3,False,True,False,59.9000015259
2050,7068,2014-2015,,AA,59.0999984741,S,FSEG,L1,False,False,False,59.0999984741
2051,7068,2015-2016,57.0,A,60.7999992371,S,FSEG,L2,False,False,False,60.7999992371
2052,7069,2013-2014,52.7000007629,A,58.5,S,FSEG,G3,False,False,False,58.5
2053,7069,2014-2015,,AA,53.7999992371,S,FSEG,L1,False,False,False,53.7999992371
2054,7069,2015-2016,54.0,A,56.2999992371,S,FSEG,L2,False,False,False,56.2999992371
2055,7073,2013-2014,52.7000007629,A,63.5,S,FSEG,G3,False,False,False,63.5
2056,7073,2014-2015,,AA,59.9000015259,S,FSEG,L1,False,False,False,59.9000015259
2057,7073,2015-2016,,A,66.0999984741,S,FSEG,L2,False,False,False,66.0999984741
2058,7077,2013-2014,,AA,61.0,S,FSEG,G3,False,False,False,61.0
2059,7077,2014-2015,,AA,57.0999984741,S,FSEG,L1,False,False,False,57.0999984741
2060,7077,2015-2016,,AA,58.7999992371,S,FSEG,L2,False,False,False,58.7999992371
2061,7078,2013-2014,57.0999984741,A,60.0,S,FSEG,G3,False,False,False,60.0
2062,7078,2014-2015,,AA,54.2999992371,S,FSEG,L1,False,False,False,54.2999992371
2063,7078,2015-2016,,A,62.5,S,FSEG,L2,False,False,False,62.5
2064,7079,2013-2014,62.2999992371,S,,,FSEG,G3,False,True,False,62.2999992371
2065,7079,2014-2015,,AA,62.0,S,FSEG,L1,False,False,False,62.0
2066,7079,2015-2016,60.7999992371,S,,,FSEG,L2,False,True,False,60.7999992371
2067,7082,2013-2014,,AA,56.0999984741,S,FSEG,G3,False,False,False,56.0999984741
2068,7082,2014-2015,,AA,46.5,A,FSEG,L1,True,False,False,46.5
2069,7083,2013-2014,,AA,57.7999992371,S,FSEG,G3,False,False,False,57.7999992371
2070,7083,2014-2015,,AA,,A,FSEG,L1,True,False,False,46.0
2071,7083,2015-2016,,AA,55.9000015259,S,FSEG,L1,False,False,False,55.9000015259
2072,7084,2013-2014,,ADTFC,60.7999992371,S,FSEG,G3,False,False,False,60.7999992371
2073,7084,2014-2015,,AA,63.4000015259,S,FSEG,L1,False,False,False,63.4000015259
2074,7084,2015-2016,59.5,S,,,FSEG,L2,False,True,False,59.5
2075,7085,2013-2014,,AA,60.2999992371,S,FSEG,G3,False,False,False,60.2999992371
2076,7085,2014-2015,,AA,53.5,S,FSEG,L1,False,False,False,53.5
2077,7085,2015-2016,,AA,56.7999992371,S,FSEG,L2,False,False,False,56.7999992371
2078,7088,2013-2014,61.7000007629,S,,,FSEG,G3,False,True,False,61.7000007629
2079,7088,2014-2015,,AA,60.7999992371,S,FSEG,L1,False,False,False,60.7999992371
2080,7088,2015-2016,61.7000007629,S,,,FSEG,L2,False,True,False,61.7000007629
2081,7093,2013-2014,,ADSTFC,60.2000007629,S,FSEG,G3,False,False,False,60.2000007629
2082,7093,2014-2015,54.2000007629,A,59.5999984741,S,FSEG,L1,False,False,False,59.5999984741
2083,7093,2015-2016,,A,59.5,S,FSEG,L2,False,False,False,59.5
2084,7094,2013-2014,,AA,50.4000015259,A,FSEG,G2,True,False,False,50.4000015259
2085,7094,2014-2015,,AA,54.5999984741,S,FSEG,G2,False,False,False,54.5999984741
2086,7094,2015-2016,,AA,56.7999992371,S,FSEG,G3,False,False,False,56.7999992371
2087,7095,2013-2014,,ADTFC,62.0999984741,S,FSEG,G3,False,False,False,62.0999984741
2088,7095,2014-2015,58.4000015259,A,62.9000015259,S,FSEG,L1,False,False,False,62.9000015259
2089,7095,2015-2016,66.0,S,,,FSEG,L2,False,True,False,66.0
2090,7096,2013-2014,,AA,57.9000015259,S,FSEG,G3,False,False,False,57.9000015259
2091,7096,2014-2015,,AA,,A,FSEG,L1,True,False,False,42.0
2092,7097,2013-2014,,AA,,AA,FSEG,G3,True,False,False,44.0
2093,7098,2013-2014,,AA,60.4000015259,S,FSEG,G3,False,False,False,60.4000015259
2094,7098,2014-2015,,AA,56.5999984741,S,FSEG,L1,False,False,False,56.5999984741
2095,7098,2015-2016,,A,57.7000007629,S,FSEG,L2,False,False,False,57.7000007629
2096,7101,2013-2014,,AA,55.7999992371,S,FSEG,G2,False,False,False,55.7999992371
2097,7101,2014-2015,,AA,60.0999984741,S,FSEG,G3,False,False,False,60.0999984741
2098,7101,2015-2016,,AA,55.2999992371,S,FSEG,L1,False,False,False,55.2999992371
2099,7103,2013-2014,,AA,,AA,FSEG,G2,True,False,False,45.0
2100,7104,2013-2014,,AA,,AA,FSEG,G3,True,False,False,41.0
2101,7105,2012-2013,,AA,,,FSEG,G2,True,False,False,41.0
2102,7105,2013-2014,,AA,55.5999984741,S,FSEG,G2,False,False,False,55.5999984741
2103,7105,2014-2015,,AA,56.5999984741,S,FSEG,G3,False,False,False,56.5999984741
2104,7106,2013-2014,,A,58.5999984741,S,FSEG,G3,False,False,False,58.5999984741
2105,7106,2014-2015,,AA,58.5,S,FSEG,L1,False,False,False,58.5
2106,7106,2015-2016,56.5999984741,A,58.4000015259,S,FSEG,L2,False,False,False,58.4000015259
2107,7107,2013-2014,,AA,57.7999992371,S,FSDC,G2,False,False,False,57.7999992371
2108,7107,2014-2015,,AA,59.5999984741,S,FSDC,G3,False,False,False,59.5999984741
2109,7107,2015-2016,,AA,58.2999992371,S,FSDC,L1,False,False,False,58.2999992371
2110,7108,2013-2014,,AA,55.5,S,FSEG,G2,False,False,False,55.5
2111,7108,2014-2015,49.9000015259,A,60.0999984741,S,FSEG,G3,False,False,False,60.0999984741
2112,7108,2015-2016,,AA,49.2999992371,A,FSEG,L1,True,False,False,49.2999992371
2113,7109,2013-2014,,AA,,AA,FSTA,G0,True,False,False,45.0
2114,7111,2013-2014,43.2000007629,A,59.7000007629,S,FSEG,G3,False,False,False,59.7000007629
2115,7111,2014-2015,,AA,62.2000007629,S,FSEG,L1,False,False,False,62.2000007629
2116,7111,2015-2016,,ADSTM,59.2000007629,S,FSEG,L2,False,False,False,59.2000007629
2117,7112,2013-2014,,AA,57.7000007629,S,FSEG,G2,False,False,False,57.7000007629
2118,7112,2014-2015,,AA,59.7999992371,S,FSEG,G3,False,False,False,59.7999992371
2119,7112,2015-2016,,AA,54.7999992371,S,FSEG,L1,False,False,False,54.7999992371
2120,7113,2013-2014,64.5,S,,,FSEG,G3,False,True,False,64.5
2121,7113,2014-2015,,AA,59.9000015259,S,FSEG,L1,False,False,False,59.9000015259
2122,7113,2015-2016,59.7000007629,S,,,FSEG,L2,False,True,False,59.7000007629
2123,7114,2013-2014,61.2000007629,S,,,FSEG,G3,False,True,False,61.2000007629
2124,7114,2014-2015,52.9000015259,A,61.5999984741,S,FSEG,L1,False,False,False,61.5999984741
2125,7114,2015-2016,57.4000015259,A,60.7999992371,S,FSEG,L2,False,False,False,60.7999992371
2126,7115,2013-2014,58.4000015259,S,,,FSEG,G3,False,True,False,58.4000015259
2127,7115,2014-2015,46.9000015259,A,60.4000015259,S,FSEG,L1,False,False,False,60.4000015259
2128,7115,2015-2016,,ADM,58.0999984741,S,FSEG,L2,False,False,False,58.0999984741
2129,7116,2012-2013,,AA,,,FSEG,G2,True,False,False,46.0
2130,7118,2013-2014,,AA,58.9000015259,S,FSEG,G3,False,False,False,58.9000015259
2131,7118,2014-2015,,AA,55.0999984741,S,FSEG,L1,False,False,False,55.0999984741
2132,7118,2015-2016,,AA,55.7000007629,S,FSEG,L2,False,False,False,55.7000007629
2133,7122,2013-2014,,AA,64.3000030518,S,FSEG,G3,False,False,False,64.3000030518
2134,7122,2014-2015,59.0999984741,S,,,FSEG,L1,False,True,False,59.0999984741
2135,7122,2015-2016,61.2999992371,S,,,FSEG,L2,False,True,False,61.2999992371
2136,7123,2013-2014,,AA,58.7000007629,S,FSEG,G3,False,False,False,58.7000007629
2137,7123,2014-2015,,AA,51.0,A,FSEG,L1,True,False,False,51.0
2138,7123,2015-2016,43.9000015259,A,56.0,S,FSEG,L1,False,False,False,56.0
2139,7124,2013-2014,60.0,S,,,FSEG,G3,False,True,False,60.0
2140,7124,2014-2015,56.2000007629,S,,,FSEG,L1,False,True,False,56.2000007629
2141,7124,2015-2016,59.5,S,,,FSEG,L2,False,True,False,59.5
2142,7125,2013-2014,,AA,,A,FD,G2,True,False,False,44.0
2143,7127,2013-2014,,AA,57.5999984741,S,FSEG,G3,False,False,False,57.5999984741
2144,7127,2014-2015,,AA,60.2000007629,S,FSEG,L1,False,False,False,60.2000007629
2145,7127,2015-2016,,AA,58.7999992371,S,FSEG,L2,False,False,False,58.7999992371
2146,7128,2013-2014,55.9000015259,A,58.7000007629,S,FSEG,G3,False,False,False,58.7000007629
2147,7128,2014-2015,,AA,59.7999992371,S,FSEG,L1,False,False,False,59.7999992371
2148,7128,2015-2016,59.5,S,,,FSEG,L2,False,True,False,59.5
2149,7129,2013-2014,,AA,58.0,S,FSDC,G3,False,False,False,58.0
2150,7129,2014-2015,,AA,58.5999984741,S,FSDC,L1,False,False,False,58.5999984741
2151,7129,2015-2016,,AA,61.2000007629,S,FSDC,L2,False,False,False,61.2000007629
2152,7133,2013-2014,61.0,S,,,FSEG,G3,False,True,False,61.0
2153,7133,2014-2015,,AA,58.7999992371,S,FSEG,L1,False,False,False,58.7999992371
2154,7133,2015-2016,59.5999984741,S,,,FSEG,L2,False,True,False,59.5999984741
2155,7137,2013-2014,60.7999992371,S,,,FSEG,G3,False,True,False,60.7999992371
2156,7137,2014-2015,,AA,50.5999984741,A,FSEG,L1,True,False,False,50.5999984741
2157,7138,2013-2014,,A,59.9000015259,S,FSEG,G3,False,False,False,59.9000015259
2158,7138,2014-2015,,AA,55.0999984741,A,FSEG,L1,True,False,False,55.0999984741
2159,7138,2015-2016,,AA,61.2999992371,S,FSEG,L1,False,False,False,61.2999992371
2160,7140,2013-2014,,AA,63.4000015259,S,FSEG,G3,False,False,False,63.4000015259
2161,7140,2014-2015,,AA,54.7999992371,S,FSEG,L1,False,False,False,54.7999992371
2162,7140,2015-2016,55.0,A,57.0999984741,S,FSEG,L2,False,False,False,57.0999984741
2163,7143,2013-2014,65.6999969482,S,,,FSEG,G3,False,True,False,65.6999969482
2164,7143,2014-2015,,AA,62.4000015259,S,FSEG,L1,False,False,False,62.4000015259
2165,7143,2015-2016,64.1999969482,S,,,FSEG,L2,False,True,False,64.1999969482
2166,7144,2013-2014,58.2999992371,A,63.4000015259,S,FSEG,G2,False,False,False,63.4000015259
2167,7144,2014-2015,61.2999992371,S,,,FSEG,G3,False,True,False,61.2999992371
2168,7144,2015-2016,,AA,59.2000007629,S,FSEG,L1,False,False,False,59.2000007629
2169,7145,2013-2014,62.5999984741,S,,,FSEG,G3,False,True,False,62.5999984741
2170,7145,2014-2015,,AA,61.7000007629,S,FSEG,L1,False,False,False,61.7000007629
2171,7145,2015-2016,58.4000015259,A,62.7000007629,S,FSEG,L2,False,False,False,62.7000007629
2172,7146,2013-2014,59.0999984741,S,,,FSEG,G3,False,True,False,59.0999984741
2173,7146,2014-2015,,AA,63.2999992371,S,FSEG,L1,False,False,False,63.2999992371
2174,7146,2015-2016,61.4000015259,S,,,FSEG,L2,False,True,False,61.4000015259
2175,7148,2012-2013,,AA,,,FSEG,G2,True,False,False,47.0
2176,7150,2012-2013,50.4000015259,A,,S,FSEG,G2,False,False,False,55.0
2177,7150,2013-2014,,AA,57.5999984741,S,FSEG,G3,False,False,False,57.5999984741
2178,7150,2014-2015,,AA,58.4000015259,S,FSEG,L1,False,False,False,58.4000015259
2179,7150,2015-2016,,ADM,58.5999984741,S,FSEG,L2,False,False,False,58.5999984741
2180,7151,2012-2013,,AA,,,FSEG,G2,True,False,False,44.0
2181,7154,2013-2014,,AA,60.0,S,FSEG,G3,False,False,False,60.0
2182,7154,2014-2015,,AA,60.2999992371,S,FSEG,L1,False,False,False,60.2999992371
2183,7154,2015-2016,,AA,62.7999992371,S,FSEG,L2,False,False,False,62.7999992371
2184,7156,2013-2014,51.5,A,57.4000015259,S,FSEG,G2,False,False,False,57.4000015259
2185,7156,2014-2015,,AA,58.2999992371,S,FSEG,G3,False,False,False,58.2999992371
2186,7156,2015-2016,49.7999992371,A,55.0999984741,S,FSEG,L1,False,False,False,55.0999984741
2187,7157,2013-2014,,AA,56.7999992371,S,FSEG,G3,False,False,False,56.7999992371
2188,7157,2014-2015,50.0999984741,A,55.0999984741,S,FSEG,L1,False,False,False,55.0999984741
2189,7157,2015-2016,59.2999992371,S,,,FSEG,L2,False,True,False,59.2999992371
2190,7159,2013-2014,,AA,59.2000007629,S,FSEG,G2,False,False,False,59.2000007629
2191,7159,2014-2015,,AA,56.9000015259,S,FSEG,G3,False,False,False,56.9000015259
2192,7159,2015-2016,,AA,58.0,S,FSEG,L1,False,False,False,58.0
2193,7160,2012-2013,59.0,S,,,FSEG,G2,False,True,False,59.0
2194,7160,2013-2014,57.7000007629,A,62.4000015259,S,FSEG,G3,False,False,False,62.4000015259
2195,7160,2014-2015,55.7999992371,A,60.0,S,FSEG,L1,False,False,False,60.0
