,ID,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,PROM,Echec,Pass1erSession,Distinction,PercFinal
4654,8773,2014-2015,61.2000007629,S,,,FSDC,G3,False,True,False,61.2000007629
4655,8773,2015-2016,55.4000015259,A,60.4000015259,S,FSDC,L1,False,False,False,60.4000015259
4656,8774,2013-2014,,AA,58.2999992371,S,FSDC,G2,False,False,False,58.2999992371
4657,8774,2014-2015,66.6999969482,S,,,FSDC,G3,False,True,False,66.6999969482
4658,8774,2015-2016,,AA,59.2000007629,S,FSDC,L1,False,False,False,59.2000007629
4659,8775,2013-2014,,AA,,A,FSDC,G2,True,False,False,41.0
4660,8776,2013-2014,52.7000007629,A,58.7999992371,S,FSDC,G2,False,False,False,58.7999992371
4661,8776,2014-2015,62.5,S,,,FSDC,G3,False,True,False,62.5
4662,8776,2015-2016,52.4000015259,A,58.0,S,FSDC,L1,False,False,False,58.0
4663,8778,2012-2013,65.8000030518,S,,,FD,L2,False,True,False,65.8000030518
4664,8781,2012-2013,63.5,S,,,FD,G2,False,True,False,63.5
4665,8781,2013-2014,,AA,64.5999984741,S,FD,G3,False,False,False,64.5999984741
4666,8781,2014-2015,,AA,61.2999992371,S,FD,L1,False,False,False,61.2999992371
4667,8782,2012-2013,68.6999969482,S,,,FD,G2,False,True,False,68.6999969482
4668,8782,2013-2014,,ADTFC,64.0,S,FD,G3,False,False,False,64.0
4669,8782,2014-2015,,AA,62.0999984741,S,FD,L1,False,False,False,62.0999984741
4670,8782,2015-2016,61.2999992371,S,,,FD,L2,False,True,False,61.2999992371
4671,8783,2013-2014,,AA,66.4000015259,S,FD,L1,False,False,False,66.4000015259
4672,8784,2013-2014,,AA,57.2999992371,S,FD,L1,False,False,False,57.2999992371
4673,8784,2014-2015,,AA,64.5,S,FD,L2,False,False,False,64.5
4674,8785,2013-2014,52.7000007629,A,55.2999992371,S,FD,L1,False,False,False,55.2999992371
4675,8785,2014-2015,,A,55.5999984741,S,FD,L2,False,False,False,55.5999984741
4676,8786,2012-2013,63.4000015259,S,,,FD,G3,False,True,False,63.4000015259
4677,8786,2013-2014,60.4000015259,S,,,FD,L1,False,True,False,60.4000015259
4678,8786,2014-2015,65.5999984741,S,,,FD,L2,False,True,False,65.5999984741
4679,8789,2013-2014,,ADTFC,66.4000015259,S,FPSE,G3,False,False,False,66.4000015259
4680,8789,2014-2015,,AA,,AA,FPSE,L1,True,False,False,41.0
4681,8790,2012-2013,58.0999984741,S,,,FSDC,L0,False,True,False,58.0999984741
4682,8790,2013-2014,,AA,60.5,S,FSDC,L1,False,False,False,60.5
4683,8790,2014-2015,,A,61.9000015259,S,FSDC,L2,False,False,False,61.9000015259
4684,8792,2013-2014,,ADM,67.8000030518,S,FT,L2,False,False,False,67.8000030518
4685,8794,2013-2014,,AA,64.0999984741,S,FD,L2,False,False,False,64.0999984741
4686,8795,2014-2015,,AA,,A,FSEG,G1,True,False,False,44.0
4687,8796,2012-2013,67.0,S,,,FPSE,L2,False,True,False,67.0
4688,8797,2013-2014,,AA,33.4000015259,NAF,FSTA,G1,True,False,False,33.4000015259
4689,8799,2012-2013,66.3000030518,S,,,FSDC,L0,False,True,False,66.3000030518
4690,8799,2013-2014,65.8000030518,S,,,FSDC,L1,False,True,False,65.8000030518
4691,8799,2014-2015,,ADM,68.5,S,FSDC,L2,False,False,False,68.5
4692,8800,2013-2014,,AA,,A,FD,G2,True,False,False,47.0
4693,8801,2013-2014,,AA,57.2000007629,S,FD,L2,False,False,False,57.2000007629
4694,8802,2013-2014,,AA,57.5,S,FSTA,G1,False,False,False,57.5
4695,8802,2014-2015,,AA,54.0999984741,S,FSTA,G2,False,False,False,54.0999984741
4696,8802,2015-2016,,AA,62.0999984741,S,FSTA,G3,False,False,False,62.0999984741
4697,8805,2013-2014,,AA,60.7000007629,S,FT,G2,False,False,False,60.7000007629
4698,8805,2014-2015,,AA,59.0,S,FT,G3,False,False,False,59.0
4699,8805,2015-2016,,AA,64.0999984741,S,FT,L1,False,False,False,64.0999984741
4700,8809,2013-2014,,AA,57.4000015259,S,FSDC,G2,False,False,False,57.4000015259
4701,8809,2014-2015,,AA,61.0999984741,S,FSDC,G3,False,False,False,61.0999984741
4702,8810,2013-2014,,AA,57.5999984741,S,FD,G3,False,False,False,57.5999984741
4703,8810,2014-2015,,AA,53.5,S,FD,L1,False,False,False,53.5
4704,8810,2015-2016,,A,54.2999992371,S,FD,L2,False,False,False,54.2999992371
4705,8811,2013-2014,,ADM,,ADM,FD,L2,False,False,False,55.0
4706,8812,2013-2014,61.0,A,63.2000007629,S,FSDC,G1,False,False,False,63.2000007629
4707,8812,2014-2015,,AA,62.2000007629,S,FSDC,G2,False,False,False,62.2000007629
4708,8812,2015-2016,,ADSTFC,63.2000007629,S,FSDC,G3,False,False,False,63.2000007629
4709,8813,2012-2013,56.5,A,60.5999984741,S,FSEG,L2,False,False,False,60.5999984741
4710,8815,2012-2013,65.5999984741,S,,,FSEG,L2,False,True,False,65.5999984741
4711,8817,2013-2014,59.9000015259,S,,,FSEG,L2,False,True,False,59.9000015259
4712,8818,2013-2014,,AA,,AA,FSEG,L1,True,False,False,48.0
4713,8818,2014-2015,,AA,49.5999984741,A,FSEG,L1,True,False,False,49.5999984741
4714,8819,2013-2014,,AA,,AA,FSEG,L1,True,False,False,48.0
4715,8822,2013-2014,,AA,54.2999992371,S,FSEG,G2,False,False,False,54.2999992371
4716,8822,2014-2015,,AA,55.7000007629,S,FSEG,G3,False,False,False,55.7000007629
4717,8822,2015-2016,,AA,54.5999984741,S,FSEG,L1,False,False,False,54.5999984741
4718,8823,2013-2014,,AA,53.0999984741,S,FD,G2,False,False,False,53.0999984741
4719,8823,2014-2015,,AA,57.5999984741,S,FD,G3,False,False,False,57.5999984741
4720,8823,2015-2016,,AA,53.2999992371,S,FD,L1,False,False,False,53.2999992371
4721,8825,2013-2014,,AA,,AA,FSEG,G1,True,False,False,49.0
4722,8826,2013-2014,,AA,56.7999992371,S,FSEG,G2,False,False,False,56.7999992371
4723,8826,2014-2015,,AA,61.2000007629,S,FSEG,G3,False,False,False,61.2000007629
4724,8826,2015-2016,45.0,A,52.2999992371,S,FSEG,L1,False,False,False,52.2999992371
4725,8827,2013-2014,,AA,60.5999984741,S,FPSE,G2,False,False,False,60.5999984741
4726,8827,2014-2015,63.2000007629,S,,,FPSE,G3,False,True,False,63.2000007629
4727,8827,2015-2016,,AA,64.5999984741,S,FPSE,L1,False,False,False,64.5999984741
4728,8829,2012-2013,65.1999969482,S,,,FT,G1,False,True,False,65.1999969482
4729,8829,2013-2014,,AA,63.4000015259,S,FT,G2,False,False,False,63.4000015259
4730,8829,2014-2015,,A,60.7999992371,S,FT,G3,False,False,False,60.7999992371
4731,8829,2015-2016,,AA,62.0,S,FT,L1,False,False,False,62.0
4732,8830,2013-2014,,AA,,A,FD,G2,True,False,False,47.0
4733,8830,2014-2015,,AA,51.9000015259,A,FD,G2,True,False,False,51.9000015259
4734,8832,2013-2014,,AA,55.9000015259,S,FSEG,L1,False,False,False,55.9000015259
4735,8832,2014-2015,62.7000007629,S,,,FSEG,L2,False,True,False,62.7000007629
4736,8835,2013-2014,,AA,,AA,FSEG,G2,True,False,False,42.0
4737,8836,2012-2013,54.2999992371,A,59.0999984741,S,FD,L1,False,False,False,59.0999984741
4738,8836,2013-2014,,ADSTM,61.7999992371,S,FD,L2,False,False,False,61.7999992371
4739,8837,2013-2014,48.2999992371,A,58.4000015259,S,FT,G2,False,False,False,58.4000015259
4740,8837,2014-2015,,AA,,A,FT,G3,True,False,False,48.0
4741,8837,2015-2016,,AA,,NAF,FT,G3,True,False,False,43.0
4742,8840,2013-2014,,AA,65.8000030518,S,FSEG,L2,False,False,False,65.8000030518
4743,8841,2012-2013,72.4000015259,D,,,FPSE,G1,False,True,True,72.4000015259
4744,8841,2013-2014,70.4000015259,D,,,FPSE,G2,False,True,True,70.4000015259
4745,8841,2014-2015,69.5999984741,S,,,FPSE,G3,False,True,False,69.5999984741
4746,8841,2015-2016,68.0,S,,,FPSE,L1,False,True,False,68.0
4747,8843,2013-2014,,AA,,A,FD,G2,True,False,False,44.0
4748,8846,2013-2014,54.2000007629,A,58.9000015259,S,FSDC,G1,False,False,False,58.9000015259
4749,8846,2014-2015,50.7000007629,A,56.0999984741,S,FSDC,G2,False,False,False,56.0999984741
4750,8846,2015-2016,,AA,61.0999984741,S,FSDC,G3,False,False,False,61.0999984741
4751,8847,2013-2014,,AA,58.2000007629,S,FSEG,G1,False,False,False,58.2000007629
4752,8847,2014-2015,48.7999992371,A,57.7000007629,S,FSEG,G2,False,False,False,57.7000007629
4753,8847,2015-2016,,A,57.9000015259,S,FSEG,G3,False,False,False,57.9000015259
4754,8849,2013-2014,,AA,58.0999984741,S,FSEG,G2,False,False,False,58.0999984741
4755,8849,2014-2015,,AA,59.0999984741,S,FSEG,G3,False,False,False,59.0999984741
4756,8849,2015-2016,,AA,56.5999984741,S,FSEG,L1,False,False,False,56.5999984741
4757,8850,2013-2014,,AA,,AA,FSEG,G2,True,False,False,40.0
4758,8852,2013-2014,,AA,,AA,FSEG,L2,True,False,False,48.0
4759,8854,2013-2014,,AA,59.9000015259,S,FT,G2,False,False,False,59.9000015259
4760,8854,2014-2015,,AA,65.6999969482,S,FT,G3,False,False,False,65.6999969482
4761,8854,2015-2016,64.5999984741,S,,,FT,L1,False,True,False,64.5999984741
4762,8855,2013-2014,,AA,59.0,S,FT,G2,False,False,False,59.0
4763,8855,2014-2015,,AA,,ADTFC,FT,G3,False,False,False,55.0
4764,8855,2015-2016,,ADTFC,,ADTFC,FT,G3,False,False,False,55.0
4765,8856,2013-2014,,AA,47.9000015259,A,FSEG,G1,True,False,False,47.9000015259
4766,8857,2012-2013,,AA,,,FSEG,G2,True,False,False,48.0
4767,8859,2013-2014,,AA,55.4000015259,S,FSEG,G2,False,False,False,55.4000015259
4768,8859,2014-2015,,AA,,A,FSEG,G3,True,False,False,48.0
4769,8859,2015-2016,,AA,58.9000015259,S,FSEG,G3,False,False,False,58.9000015259
4770,8861,2013-2014,,AA,,AA,FSEG,G1,True,False,False,48.0
4771,8863,2013-2014,,AA,53.2000007629,A,FD,G1,True,False,False,53.2000007629
4772,8863,2014-2015,,AA,54.7999992371,S,FD,G1,False,False,False,54.7999992371
4773,8863,2015-2016,50.0,A,55.7000007629,S,FD,G2,False,False,False,55.7000007629
4774,8864,2013-2014,,AA,59.2999992371,S,FSDC,G1,False,False,False,59.2999992371
4775,8864,2014-2015,,AA,62.7999992371,S,FSDC,G2,False,False,False,62.7999992371
4776,8864,2015-2016,,AA,63.9000015259,S,FSDC,G3,False,False,False,63.9000015259
4777,8865,2013-2014,59.0,A,60.4000015259,S,FSDC,G1,False,False,False,60.4000015259
4778,8865,2014-2015,51.5,A,59.4000015259,S,FSDC,G2,False,False,False,59.4000015259
4779,8865,2015-2016,64.3000030518,S,,,FSDC,G3,False,True,False,64.3000030518
4780,8866,2013-2014,,AA,63.2000007629,S,FSEG,G1,False,False,False,63.2000007629
4781,8866,2014-2015,64.1999969482,S,,,FSEG,G2,False,True,False,64.1999969482
4782,8866,2015-2016,61.0999984741,S,,,FSEG,G3,False,True,False,61.0999984741
4783,8867,2013-2014,49.5,A,57.0,S,FSEG,G1,False,False,False,57.0
4784,8867,2014-2015,,AA,56.2999992371,S,FSEG,G2,False,False,False,56.2999992371
4785,8867,2015-2016,60.9000015259,S,,,FSEG,G3,False,True,False,60.9000015259
4786,8868,2013-2014,56.2999992371,A,64.9000015259,S,FSEG,G1,False,False,False,64.9000015259
4787,8868,2014-2015,,AA,59.7000007629,S,FSEG,G2,False,False,False,59.7000007629
4788,8868,2015-2016,65.1999969482,S,,,FSEG,G3,False,True,False,65.1999969482
4789,8869,2013-2014,45.7999992371,A,58.2000007629,S,FSEG,G1,False,False,False,58.2000007629
4790,8869,2014-2015,,AA,54.2999992371,S,FSEG,G2,False,False,False,54.2999992371
4791,8869,2015-2016,,A,58.9000015259,S,FSEG,G3,False,False,False,58.9000015259
4792,8871,2013-2014,,AA,,AA,FSTA,G0,True,False,False,42.0
4793,8872,2013-2014,69.8000030518,S,,,FSDC,G1,False,True,False,69.8000030518
4794,8872,2014-2015,63.0999984741,S,,,FSDC,G2,False,True,False,63.0999984741
4795,8872,2015-2016,63.7000007629,S,,,FSDC,G3,False,True,False,63.7000007629
4796,8873,2013-2014,59.7999992371,S,,,FSTA,G0,False,True,False,59.7999992371
4797,8873,2014-2015,57.0,S,,,FSTA,G1,False,True,False,57.0
4798,8873,2015-2016,59.2000007629,A,62.7999992371,S,FSTA,G2,False,False,False,62.7999992371
4799,8874,2013-2014,60.7000007629,S,,,FD,G1,False,True,False,60.7000007629
4800,8874,2014-2015,56.2000007629,A,62.0999984741,S,FD,G2,False,False,False,62.0999984741
4801,8874,2015-2016,,ADSTFC,63.5999984741,S,FD,G3,False,False,False,63.5999984741
4802,8875,2013-2014,,AA,56.4000015259,S,FSEG,G1,False,False,False,56.4000015259
4803,8875,2014-2015,55.5,A,58.9000015259,S,FSEG,G2,False,False,False,58.9000015259
4804,8875,2015-2016,,A,,A,FSEG,G3,True,False,False,49.0
4805,8876,2013-2014,,AA,54.0,S,FD,G1,False,False,False,54.0
4806,8876,2014-2015,,AA,55.7000007629,S,FD,G2,False,False,False,55.7000007629
4807,8876,2015-2016,62.5,S,,,FD,G3,False,True,False,62.5
4808,8877,2013-2014,,AA,50.0999984741,A,FSTA,G0,True,False,False,50.0999984741
4809,8878,2013-2014,,AA,50.9000015259,A,FSEG,G1,True,False,False,50.9000015259
4810,8879,2013-2014,,AA,61.7999992371,S,FSDC,G1,False,False,False,61.7999992371
4811,8879,2014-2015,59.5,A,64.0,S,FSDC,G2,False,False,False,64.0
4812,8879,2015-2016,,ADTFC,62.7999992371,S,FSDC,G3,False,False,False,62.7999992371
4813,8880,2013-2014,40.2000007629,A,43.0,A,FSEG,G1,True,False,False,43.0
4814,8880,2014-2015,,AA,,A,FSEG,G1,True,False,False,42.0
4815,8881,2013-2014,49.0999984741,A,55.2000007629,S,FD,G1,False,False,False,55.2000007629
4816,8881,2014-2015,49.5999984741,A,56.5,S,FD,G2,False,False,False,56.5
4817,8881,2015-2016,,AA,61.2000007629,S,FD,G3,False,False,False,61.2000007629
4818,8883,2013-2014,,AA,58.0,S,FSTA,G0,False,False,False,58.0
4819,8883,2014-2015,41.4000015259,A,43.7000007629,A,FSTA,G1,True,False,False,43.7000007629
4820,8883,2015-2016,,AA,,AA,FSTA,G1,True,False,False,49.0
4821,8884,2013-2014,,AA,74.1999969482,D,FSTA,G0,False,False,True,74.1999969482
4822,8884,2014-2015,,AA,63.5999984741,S,FSTA,G1,False,False,False,63.5999984741
4823,8884,2015-2016,,AA,59.0,S,FSTA,G2,False,False,False,59.0
4824,8885,2013-2014,,AA,52.7000007629,S,FSTA,G0,False,False,False,52.7000007629
4825,8885,2014-2015,,AA,56.5999984741,S,FSTA,G1,False,False,False,56.5999984741
4826,8885,2015-2016,,AA,,A,FSTA,G2,True,False,False,46.0
4827,8886,2013-2014,49.4000015259,A,61.2000007629,S,FSEG,G1,False,False,False,61.2000007629
4828,8886,2014-2015,57.5,S,,,FSEG,G2,False,True,False,57.5
4829,8886,2015-2016,54.0999984741,A,60.7999992371,S,FSEG,G3,False,False,False,60.7999992371
4830,8887,2013-2014,58.7999992371,S,,,FSTA,G0,False,True,False,58.7999992371
4831,8887,2014-2015,50.0,A,58.4000015259,S,FSTA,G1,False,False,False,58.4000015259
4832,8887,2015-2016,,AA,,A,FSTA,G2,True,False,False,46.0
4833,8888,2013-2014,,AA,52.9000015259,A,FSTA,G0,True,False,False,52.9000015259
4834,8889,2013-2014,63.2999992371,ADST,62.7000007629,S,FSDC,G1,False,False,False,62.7000007629
4835,8889,2014-2015,62.4000015259,S,,,FSDC,G2,False,True,False,62.4000015259
4836,8889,2015-2016,,ADST,62.9000015259,S,FSDC,G3,False,False,False,62.9000015259
4837,8890,2013-2014,,AA,56.2000007629,S,FPSE,G1,False,False,False,56.2000007629
4838,8890,2014-2015,,AA,55.7999992371,S,FPSE,G2,False,False,False,55.7999992371
4839,8890,2015-2016,,AA,60.2000007629,S,FPSE,G3,False,False,False,60.2000007629
4840,8891,2013-2014,,AA,55.7000007629,S,FD,G1,False,False,False,55.7000007629
4841,8891,2014-2015,,AA,57.4000015259,S,FD,G2,False,False,False,57.4000015259
4842,8891,2015-2016,,A,59.5,S,FD,G3,False,False,False,59.5
4843,8892,2013-2014,55.2000007629,S,,,FD,L1,False,True,False,55.2000007629
4844,8892,2014-2015,59.0,S,,,FD,L2,False,True,False,59.0
4845,8893,2013-2014,57.7999992371,S,,,FD,G1,False,True,False,57.7999992371
4846,8893,2014-2015,,AA,61.0999984741,S,FD,G2,False,False,False,61.0999984741
4847,8893,2015-2016,,ADTFC,67.6999969482,S,FD,G3,False,False,False,67.6999969482
4848,8894,2013-2014,,AA,,A,FSDC,G1,True,False,False,43.0
4849,8895,2013-2014,72.6999969482,D,,,FSDC,G1,False,True,True,72.6999969482
4850,8895,2014-2015,70.1999969482,D,,,FSDC,G2,False,True,True,70.1999969482
4851,8895,2015-2016,68.3000030518,S,,,FSDC,G3,False,True,False,68.3000030518
4852,8896,2013-2014,63.0,S,,,FSDC,G1,False,True,False,63.0
4853,8896,2014-2015,62.5,S,,,FSDC,G2,False,True,False,62.5
4854,8896,2015-2016,,ADTFC,65.0999984741,S,FSDC,G3,False,False,False,65.0999984741
4855,8897,2013-2014,63.7999992371,S,,,FSTA,G0,False,True,False,63.7999992371
4856,8897,2014-2015,70.8000030518,D,,,FSTA,G1,False,True,True,70.8000030518
4857,8897,2015-2016,60.4000015259,S,,,FSTA,G2,False,True,False,60.4000015259
4858,8898,2013-2014,55.2000007629,S,,,FSEG,G1,False,True,False,55.2000007629
4859,8898,2014-2015,61.7999992371,S,,,FSEG,G2,False,True,False,61.7999992371
4860,8898,2015-2016,57.9000015259,A,61.7000007629,S,FSEG,G3,False,False,False,61.7000007629
4861,8899,2013-2014,45.0999984741,A,58.7999992371,S,FSEG,L1,False,False,False,58.7999992371
4862,8899,2014-2015,,AA,62.7000007629,S,FSEG,L2,False,False,False,62.7000007629
4863,8900,2013-2014,49.7000007629,A,58.0,S,FD,G1,False,False,False,58.0
4864,8900,2014-2015,52.7999992371,A,56.9000015259,S,FD,G2,False,False,False,56.9000015259
4865,8900,2015-2016,,A,63.2000007629,S,FD,G3,False,False,False,63.2000007629
4866,8901,2013-2014,,AA,,AA,FSTA,G0,True,False,False,47.0
4867,8902,2013-2014,62.9000015259,S,,,FSEG,G1,False,True,False,62.9000015259
4868,8902,2014-2015,,AA,65.4000015259,S,FSEG,G2,False,False,False,65.4000015259
4869,8902,2015-2016,,ADSTFC,62.2000007629,S,FSEG,G3,False,False,False,62.2000007629
4870,8903,2013-2014,68.8000030518,S,,,FSTA,G0,False,True,False,68.8000030518
4871,8903,2014-2015,64.0999984741,S,,,FSTA,G1,False,True,False,64.0999984741
4872,8903,2015-2016,52.5999984741,A,56.5,S,FSTA,G2,False,False,False,56.5
4873,8904,2013-2014,,AA,49.5999984741,A,FSEG,G1,True,False,False,49.5999984741
4874,8904,2014-2015,,AA,,A,FSEG,G1,True,False,False,40.0
4875,8905,2013-2014,67.0,S,,,FD,L1,False,True,False,67.0
4876,8905,2014-2015,,ADM,70.0,D,FD,L2,False,False,True,70.0
4877,8906,2013-2014,51.7999992371,A,62.9000015259,S,FSEG,G1,False,False,False,62.9000015259
4878,8906,2014-2015,58.9000015259,S,,,FSEG,G2,False,True,False,58.9000015259
4879,8906,2015-2016,,ADSTFC,58.9000015259,S,FSEG,G3,False,False,False,58.9000015259
4880,8907,2013-2014,48.2000007629,A,57.2000007629,S,FSEG,G1,False,False,False,57.2000007629
4881,8907,2014-2015,57.7000007629,S,,,FSEG,G2,False,True,False,57.7000007629
4882,8907,2015-2016,57.0,A,61.7999992371,S,FSEG,G3,False,False,False,61.7999992371
4883,8908,2013-2014,,AA,55.2999992371,S,FSEG,G1,False,False,False,55.2999992371
4884,8908,2014-2015,59.2999992371,S,,,FSEG,G2,False,True,False,59.2999992371
4885,8908,2015-2016,,AA,61.9000015259,S,FSEG,G3,False,False,False,61.9000015259
4886,8909,2013-2014,36.7999992371,NAF,,,FD,G1,True,False,False,45.0
4887,8909,2014-2015,,AA,48.5,A,FSEG,G1,True,False,False,48.5
4888,8910,2013-2014,53.5999984741,A,53.5999984741,S,FSTA,G0,False,False,False,53.5999984741
4889,8910,2014-2015,,AA,59.9000015259,S,FSTA,G1,False,False,False,59.9000015259
4890,8910,2015-2016,,AA,43.9000015259,A,FSTA,G2,True,False,False,43.9000015259
4891,8911,2013-2014,62.5,S,,,FPSE,G1,False,True,False,62.5
4892,8911,2014-2015,65.5999984741,S,,,FPSE,G2,False,True,False,65.5999984741
4893,8911,2015-2016,72.4000015259,D,,,FPSE,G3,False,True,True,72.4000015259
4894,8912,2013-2014,46.0999984741,A,51.9000015259,A,FSDC,G1,True,False,False,51.9000015259
4895,8912,2014-2015,,AA,55.0,S,FSDC,G1,False,False,False,55.0
4896,8912,2015-2016,,A,61.0,S,FSDC,G2,False,False,False,61.0
4897,8913,2013-2014,45.0999984741,A,54.5999984741,S,FSEG,G1,False,False,False,54.5999984741
4898,8913,2014-2015,48.7999992371,A,56.2000007629,S,FSEG,G2,False,False,False,56.2000007629
4899,8913,2015-2016,,A,57.7999992371,S,FSEG,G3,False,False,False,57.7999992371
4900,8914,2013-2014,47.4000015259,A,53.2999992371,S,FSEG,G1,False,False,False,53.2999992371
4901,8915,2013-2014,50.0,A,58.4000015259,S,FT,G1,False,False,False,58.4000015259
4902,8915,2014-2015,,AA,55.9000015259,S,FT,G2,False,False,False,55.9000015259
4903,8915,2015-2016,57.9000015259,A,60.7000007629,S,FT,G3,False,False,False,60.7000007629
4904,8916,2013-2014,50.7000007629,A,55.9000015259,S,FSEG,G1,False,False,False,55.9000015259
4905,8916,2014-2015,52.5,A,58.9000015259,S,FSEG,G2,False,False,False,58.9000015259
4906,8916,2015-2016,,A,60.0999984741,S,FSEG,G3,False,False,False,60.0999984741
4907,8917,2013-2014,,AA,58.4000015259,S,FD,G1,False,False,False,58.4000015259
4908,8917,2014-2015,,AA,59.0999984741,S,FD,G2,False,False,False,59.0999984741
4909,8917,2015-2016,,AA,63.0,S,FD,G3,False,False,False,63.0
4910,8918,2013-2014,,AA,,AA,FSEG,G1,True,False,False,42.0
4911,8919,2013-2014,,AA,,AA,FSTA,G0,True,False,False,43.0
4912,8919,2014-2015,,AA,,AA,FPSE,G2,True,False,False,44.0
4913,8920,2013-2014,52.2999992371,A,60.5,S,FSEG,G1,False,False,False,60.5
4914,8920,2014-2015,62.7000007629,S,,,FSEG,G2,False,True,False,62.7000007629
4915,8920,2015-2016,62.9000015259,S,,,FSEG,G3,False,True,False,62.9000015259
4916,8921,2013-2014,45.2999992371,A,57.5999984741,S,FD,G1,False,False,False,57.5999984741
4917,8921,2014-2015,53.7999992371,A,60.7000007629,S,FD,G2,False,False,False,60.7000007629
4918,8921,2015-2016,,A,62.0,S,FD,G3,False,False,False,62.0
4919,8922,2013-2014,,AA,55.2999992371,S,FD,G1,False,False,False,55.2999992371
4920,8922,2014-2015,,AA,55.0999984741,S,FD,G2,False,False,False,55.0999984741
4921,8922,2015-2016,,AA,59.0,S,FD,G3,False,False,False,59.0
4922,8923,2013-2014,,AA,58.0,S,FSTA,G0,False,False,False,58.0
4923,8923,2014-2015,,AA,57.7999992371,S,FSTA,G1,False,False,False,57.7999992371
4924,8924,2013-2014,45.4000015259,A,54.5999984741,S,FSEG,G1,False,False,False,54.5999984741
4925,8924,2014-2015,,AA,57.2999992371,S,FSEG,G2,False,False,False,57.2999992371
4926,8924,2015-2016,,AA,53.7000007629,A,FSEG,G3,True,False,False,53.7000007629
4927,8925,2013-2014,54.9000015259,A,59.0,S,FSDC,G1,False,False,False,59.0
4928,8925,2014-2015,,AA,58.7999992371,S,FSDC,G2,False,False,False,58.7999992371
4929,8925,2015-2016,60.5,S,,,FSDC,G3,False,True,False,60.5
4930,8926,2013-2014,,AA,58.5,S,FT,G1,False,False,False,58.5
4931,8926,2014-2015,,AA,51.9000015259,A,FT,G2,True,False,False,51.9000015259
4932,8927,2013-2014,52.9000015259,A,57.2000007629,S,FPSE,G1,False,False,False,57.2000007629
4933,8927,2014-2015,59.0999984741,S,,,FPSE,G2,False,True,False,59.0999984741
4934,8927,2015-2016,66.3000030518,S,,,FPSE,G3,False,True,False,66.3000030518
4935,8928,2013-2014,,AA,,AA,FPSE,G1,True,False,False,45.0
4936,8929,2013-2014,57.2000007629,S,,,FPSE,G1,False,True,False,57.2000007629
4937,8929,2014-2015,60.2999992371,S,,,FPSE,G2,False,True,False,60.2999992371
4938,8929,2015-2016,65.5999984741,S,,,FPSE,G3,False,True,False,65.5999984741
4939,8930,2013-2014,44.2000007629,A,58.2999992371,S,FSEG,G1,False,False,False,58.2999992371
4940,8930,2014-2015,,AA,57.7000007629,S,FSEG,G2,False,False,False,57.7000007629
4941,8930,2015-2016,,A,58.4000015259,S,FSEG,G3,False,False,False,58.4000015259
4942,8931,2013-2014,63.2000007629,S,,,FPSE,G1,False,True,False,63.2000007629
4943,8931,2014-2015,62.0999984741,S,,,FPSE,G2,False,True,False,62.0999984741
4944,8931,2015-2016,66.5,S,,,FPSE,G3,False,True,False,66.5
4945,8932,2013-2014,,AA,57.9000015259,S,FPSE,G1,False,False,False,57.9000015259
4946,8932,2014-2015,,AA,60.0999984741,S,FPSE,G2,False,False,False,60.0999984741
4947,8932,2015-2016,,AA,,AA,FPSE,G3,True,False,False,43.0
4948,8933,2013-2014,49.0,A,55.9000015259,S,FSEG,G1,False,False,False,55.9000015259
4949,8933,2014-2015,57.9000015259,S,,,FSEG,G2,False,True,False,57.9000015259
4950,8933,2015-2016,58.7000007629,S,,,FSEG,G3,False,True,False,58.7000007629
4951,8934,2013-2014,,AA,60.7999992371,S,FSTA,G0,False,False,False,60.7999992371
4952,8934,2014-2015,,AA,60.2999992371,S,FSTA,G1,False,False,False,60.2999992371
4953,8934,2015-2016,,AA,55.4000015259,S,FSTA,G2,False,False,False,55.4000015259
4954,8935,2013-2014,49.5,A,58.2999992371,S,FSEG,G1,False,False,False,58.2999992371
4955,8935,2014-2015,53.9000015259,A,57.0,S,FSEG,G2,False,False,False,57.0
4956,8935,2015-2016,,AA,57.5999984741,S,FSEG,G3,False,False,False,57.5999984741
4957,8936,2013-2014,43.7999992371,A,49.4000015259,A,FD,G1,True,False,False,49.4000015259
4958,8936,2014-2015,55.2999992371,A,60.0999984741,S,FD,G1,False,False,False,60.0999984741
4959,8936,2015-2016,51.0,A,57.4000015259,S,FD,G2,False,False,False,57.4000015259
4960,8937,2013-2014,51.2000007629,A,56.9000015259,S,FD,G1,False,False,False,56.9000015259
4961,8937,2014-2015,,AA,52.7000007629,S,FD,G2,False,False,False,52.7000007629
4962,8937,2015-2016,,AA,66.0,S,FD,G3,False,False,False,66.0
4963,8938,2014-2015,61.0,S,,,FSDC,G1,False,True,False,61.0
4964,8938,2015-2016,65.5,S,,,FSDC,G2,False,True,False,65.5
4965,8939,2013-2014,55.5,S,,,FD,G1,False,True,False,55.5
4966,8939,2014-2015,61.0,S,,,FD,G2,False,True,False,61.0
4967,8939,2015-2016,69.5,S,,,FD,G3,False,True,False,69.5
4968,8940,2013-2014,57.9000015259,S,,,FSEG,G1,False,True,False,57.9000015259
4969,8940,2014-2015,53.4000015259,A,57.9000015259,S,FSEG,G2,False,False,False,57.9000015259
4970,8940,2015-2016,58.2000007629,S,,,FSEG,G3,False,True,False,58.2000007629
