,ID,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,GENDER,DIPPERC,AGE,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
1538,11414,catholique,kashofu,pedagogie,FSDC,SUD-KIVU,F,63.0,19,59.0999984741,G,G,1.0,G
1541,4812,musulman,mavuno,sociale,FSDC,NORD-KIVU,F,51.0,38,57.2000007629,G,G,1.0,G
1545,6729,musulman,mavuno,sociale,FSDC,NORD-KIVU,H,50.0,27,61.8500003815,G,G,2.0,G
1551,11341,musulman,mavuno,pedagogie,FSDC,NORD-KIVU,F,51.0,20,55.5,G,G,1.0,G
1556,5680,catholique,nyamukola,sociale,FSDC,SUD-KIVU,H,54.0,31,47.0,G,A,1.0,G
1557,6464,catholique,nyamukola,pedagogie,FSDC,SUD-KIVU,H,63.0,25,52.1999994914,G,C,3.0,G
1578,8520,protestant,mushere,pedagogie,FSDC,SUD-KIVU,F,56.0,24,61.7666664123,G,G,3.0,G
1581,8262,catholique,thabiti,bio-chimie,FSDC,KATANGA,H,66.0,24,63.4250001907,G,G,4.0,F
1615,5107,catholique,bigilimani,bio-chimie,FSDC,SUD-KIVU,H,57.0,44,65.0,G,G,1.0,A
1616,6570,catholique,bigilimani,pedagogie,FSDC,NORD-KIVU,H,58.0,27,51.3500003815,G,D,2.0,G
1618,8122,catholique,bigilimani,pedagogie,FSDC,NORD-KIVU,F,56.0,24,48.5,G,A,2.0,G
1627,11477,privé,amen,sociale,FSDC,NORD-KIVU,F,51.0,19,60.7999992371,G,G,1.0,G
1628,11480,privé,amen,sociale,FSDC,NORD-KIVU,F,52.0,20,52.0,G,A,1.0,G
1629,11559,privé,amen,sociale,FSDC,NORD-KIVU,F,50.0,23,57.4000015259,G,G,1.0,G
1643,3137,catholique,mwanga,latin philo,FSDC,SUD-KIVU,H,65.0,29,65.1999969482,G,G,1.0,A
1691,6429,catholique,mwanga,commmerciale et adm,FSDC,KINSHASA,F,59.0,25,64.8333333333,G,G,3.0,E
1699,6558,catholique,mwanga,bio-chimie,FSDC,NORD-KIVU,F,57.0,26,52.9000015259,G,D,2.0,G
1713,7241,catholique,mwanga,commmerciale et adm,FSDC,NORD-KIVU,F,60.0,24,49.4500007629,G,A,2.0,G
1715,7390,catholique,mwanga,latin philo,FSDC,NORD-KIVU,F,69.0,24,62.9749994278,G,G,4.0,A
1736,8207,catholique,mwanga,bio-chimie,FSDC,NORD-KIVU,H,57.0,25,68.6499996185,F,G,4.0,A
1760,8872,catholique,mwanga,bio-chimie,FSDC,NORD-KIVU,F,66.0,23,65.5333340963,G,G,3.0,A
1761,8895,catholique,mwanga,bio-chimie,FSDC,NORD-KIVU,F,66.0,23,70.3999989827,C,G,3.0,A
1778,9045,catholique,mwanga,commmerciale et adm,FSDC,NORD-KIVU,H,58.0,22,67.8666687012,G,G,3.0,G
1784,9178,catholique,mwanga,bio-chimie,FSDC,NORD-KIVU,F,59.0,22,68.8000005086,E,G,3.0,C
1815,9907,catholique,mwanga,latin philo,FSDC,NORD-KIVU,F,58.0,21,66.5,G,G,2.0,A
1879,10724,catholique,mwanga,latin philo,FSDC,SUD-KIVU,F,57.0,22,64.0499992371,G,G,2.0,D
1929,11744,catholique,mwanga,commmerciale et adm,FSDC,NORD-KIVU,F,60.0,19,63.4000015259,G,G,1.0,A
1933,11757,catholique,mwanga,bio-chimie,FSDC,NORD-KIVU,F,63.0,21,64.5999984741,G,G,1.0,A
1955,4900,privé,mukaba,bio-chimie,FSDC,ORIENTALE,H,51.0,26,60.0333328247,G,G,3.0,G
1956,4943,privé,mukaba,pedagogie,FSDC,SUD-KIVU,H,53.0,29,61.2999992371,G,G,1.0,G
1958,5216,privé,mukaba,pedagogie,FSDC,SUD-KIVU,H,50.0,35,57.0,G,G,1.0,G
1959,5688,privé,mukaba,bio-chimie,FSDC,ORIENTALE,H,55.0,26,58.8666674296,G,E,3.0,G
1960,6288,privé,mukaba,bio-chimie,FSDC,ORIENTALE,H,52.0,27,61.3000011444,G,G,2.0,D
1965,9351,privé,mukaba,pedagogie,FSDC,SUD-KIVU,F,50.0,23,57.566666921,G,E,3.0,G
1970,10659,privé,mukaba,bio-chimie,FSDC,ORIENTALE,F,50.0,27,59.9499988556,G,G,2.0,D
1985,9175,privé,action kusaidiya,sociale,FSDC,SUD-KIVU,F,55.0,21,50.0,G,D,2.0,G
1997,4772,catholique,nyakasaza,pedagogie,FSDC,NORD-KIVU,H,55.0,26,66.6999969482,G,G,1.0,A
1998,7873,catholique,nyakasaza,commmerciale et adm,FSDC,ORIENTALE,F,50.0,27,61.0,G,G,1.0,G
2012,5010,protestant,kigonza,sociale,FSDC,ORIENTALE,F,51.0,26,60.0,G,G,1.0,G
2013,6443,protestant,kigonza,sociale,FSDC,NORD-KIVU,F,54.0,26,62.4666671753,G,G,3.0,G
2014,8747,protestant,kigonza,sociale,FSDC,NORD-KIVU,F,55.0,33,65.1500015259,G,G,2.0,G
2017,9572,protestant,kigonza,pedagogie,FSDC,ORIENTALE,F,57.0,31,66.4333343506,G,G,3.0,A
2019,10533,protestant,kigonza,pedagogie,FSDC,ORIENTALE,H,53.0,23,41.0,G,A,1.0,G
2020,10586,protestant,kigonza,pedagogie,FSDC,ORIENTALE,F,53.0,23,62.8500003815,G,G,2.0,G
2022,11766,publique,kigonza,sociale,FSDC,ORIENTALE,F,62.0,19,61.4000015259,G,G,1.0,A
2024,7411,privé,azma,pedagogie,FSDC,SUD-KIVU,F,62.0,30,41.0,G,A,1.0,G
2032,4629,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,F,53.0,28,54.9500007629,G,D,2.0,G
2035,6433,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,H,50.0,26,41.0,G,A,1.0,G
2037,9000,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,F,51.0,21,57.6333325704,G,E,3.0,G
2042,10034,publique,nyabushongo,sociale,FSDC,NORD-KIVU,H,50.0,21,63.2500019073,G,G,2.0,G
2047,11413,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,F,62.0,20,57.4000015259,G,G,1.0,G
2055,8290,publique,uenezaji,sociale,FSDC,NORD-KIVU,F,52.0,25,58.9666659037,G,G,3.0,G
2068,11888,privé,moyo safi,sociale,FSDC,NORD-KIVU,F,51.0,24,57.2000007629,G,G,1.0,G
2070,6440,publique,idap isp bunia,sociale,FSDC,ORIENTALE,F,58.0,28,47.0,G,A,1.0,G
2089,5672,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,F,55.0,25,54.2999992371,G,A,1.0,G
2090,6432,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,F,55.0,27,59.5333328247,G,G,3.0,G
2093,6897,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,F,53.0,26,61.9499988556,G,G,2.0,G
2098,8236,catholique,st joseph,latin philo,FSDC,KINSHASA,H,52.0,29,56.4666659037,G,E,3.0,G
2107,10042,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,H,59.0,23,66.9000015259,G,G,2.0,D
2125,2269,catholique,mont caemel,pedagogie,FSDC,KINSHASA,H,55.0,32,52.2333335876,G,C,3.0,G
2130,5110,catholique,mont caemel,sociale,FSDC,NORD-KIVU,F,52.0,29,61.5999984741,G,G,1.0,G
2136,6436,catholique,mont caemel,sociale,FSDC,NORD-KIVU,F,54.0,28,60.2666676839,G,G,3.0,G
2143,7406,catholique,mont caemel,pedagogie,FSDC,NORD-KIVU,H,50.0,26,59.3000005086,G,E,3.0,G
2152,8374,catholique,mont caemel,sociale,FSDC,NORD-KIVU,H,55.0,27,64.8249998093,G,G,4.0,D
2178,10326,catholique,mont caemel,sociale,FSDC,NORD-KIVU,F,59.0,22,62.7000007629,G,G,1.0,G
2189,10798,catholique,mont caemel,sociale,FSDC,NORD-KIVU,F,52.0,23,62.1500015259,G,G,2.0,G
2199,10182,privé,bandashe,sociale,FSDC,NORD-KIVU,H,53.0,24,59.5,G,G,2.0,D
2204,8678,protestant,bulumbi,pedagogie,FSDC,NORD-KIVU,F,60.0,25,62.4000002543,G,G,3.0,G
2206,8312,protestant,matendo,pedagogie,FSDC,SUD-KIVU,F,63.0,24,63.933333079,G,G,3.0,C
2208,9001,protestant,matendo,pedagogie,FSDC,NORD-KIVU,F,50.0,23,61.299999237,G,G,3.0,E
2209,9011,protestant,matendo,pedagogie,FSDC,NORD-KIVU,F,50.0,23,59.9666671753,G,G,3.0,G
2211,9027,protestant,matendo,bio-chimie,FSDC,NORD-KIVU,F,51.0,21,60.4000002543,G,G,3.0,G
2212,9050,protestant,matendo,pedagogie,FSDC,NORD-KIVU,F,51.0,24,59.366666158,G,G,3.0,E
2214,9173,protestant,matendo,pedagogie,FSDC,NORD-KIVU,H,52.0,26,61.633333842,G,G,3.0,G
2224,11579,protestant,matendo,pedagogie,FSDC,NORD-KIVU,F,64.0,20,60.5999984741,G,G,1.0,G
2230,12106,protestant,matendo,bio-chimie,FSDC,NORD-KIVU,F,55.0,20,66.0,G,G,1.0,G
2233,6978,catholique,mapema,pedagogie,FSDC,NORD-KIVU,F,50.0,34,45.0,G,A,1.0,G
2236,8896,publique,de kingasani ii,bio-chimie,FSDC,KINSHASA,F,60.0,24,63.5333328247,G,G,3.0,C
2256,4512,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,H,51.0,26,62.0,G,G,1.0,G
2262,4730,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,F,56.0,29,60.2000007629,G,G,1.0,G
2263,4739,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,H,56.0,29,61.8500003815,G,G,2.0,D
2264,4748,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,F,51.0,30,60.2000007629,G,G,1.0,G
2272,6293,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,F,54.0,27,59.5,G,G,2.0,G
2274,6438,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,F,50.0,27,62.2333335877,G,G,3.0,G
2275,6575,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,62.0,25,62.8333320618,G,G,3.0,E
2277,6586,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,F,50.0,24,62.8666674296,G,G,3.0,E
2289,7407,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,66.0,25,58.4000002543,G,G,3.0,G
2294,8130,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,H,50.0,24,46.0,G,A,2.0,G
2309,9069,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,F,53.0,24,68.5,G,G,3.0,A
2316,9254,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,54.0,25,40.0,G,A,1.0,G
2321,9430,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,58.0,30,65.133333842,G,G,3.0,G
2327,9581,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,H,55.0,27,59.3000005086,G,G,3.0,G
2333,9885,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,55.0,23,61.3999996185,G,G,2.0,G
2342,10144,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,F,65.0,21,68.1500015259,D,G,2.0,D
2352,10435,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,56.0,22,62.0500011444,G,G,2.0,D
2359,10827,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,F,59.0,23,66.2000007629,G,G,2.0,D
2377,11657,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,F,52.0,22,58.5999984741,G,G,1.0,A
2379,11731,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,59.0,21,61.0999984741,G,G,1.0,G
2381,11845,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,58.0,19,63.7000007629,G,G,1.0,A
2383,12010,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,F,65.0,21,62.4000015259,G,G,1.0,G
2390,4126,protestant,kimbilio,coupe couture,FSDC,NORD-KIVU,F,52.0,29,59.0999984741,G,G,1.0,G
2400,6921,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,F,53.0,25,45.0,G,A,1.0,G
2408,8959,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,F,55.0,22,60.9000015259,G,G,3.0,E
2412,9186,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,F,53.0,23,58.9499988556,G,G,2.0,G
2413,9257,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,F,52.0,23,65.0499992371,G,G,2.0,G
2414,9537,protestant,kimbilio,coupe couture,FSDC,NORD-KIVU,F,51.0,26,54.0999984741,G,A,1.0,G
2425,12033,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,F,62.0,22,58.5,G,G,1.0,A
2426,12100,protestant,kimbilio,coupe couture,FSDC,NORD-KIVU,F,51.0,21,61.2999992371,G,G,1.0,G
2433,4687,privé,uhuru,commmerciale et adm,FSDC,NORD-KIVU,H,62.0,28,41.0,G,A,1.0,G
2447,6732,privé,uhuru,bio-chimie,FSDC,NORD-KIVU,F,50.0,33,60.5999984741,G,G,1.0,G
2454,8161,privé,uhuru,latin philo,FSDC,NORD-KIVU,H,56.0,24,65.0499992371,G,G,2.0,D
2455,8192,privé,uhuru,pedagogie,FSDC,NORD-KIVU,F,58.0,24,60.1999994914,G,G,3.0,G
2460,8557,privé,uhuru,pedagogie,FSDC,NORD-KIVU,F,52.0,29,43.0,G,A,1.0,G
2473,9121,privé,uhuru,bio-chimie,FSDC,SUD-KIVU,F,51.0,22,62.866666158,G,G,3.0,G
2475,9271,privé,uhuru,pedagogie,FSDC,SUD-KIVU,H,55.0,23,56.3999989828,G,E,3.0,G
2477,9350,privé,uhuru,bio-chimie,FSDC,SUD-KIVU,H,59.0,25,60.433333079,G,G,3.0,C
2484,9990,privé,uhuru,pedagogie,FSDC,NORD-KIVU,H,50.0,24,58.1499996185,G,G,2.0,G
2489,10811,privé,uhuru,sociale,FSDC,NORD-KIVU,F,51.0,23,42.0,G,A,1.0,G
2515,6408,catholique,bahati,pedagogie,FSDC,SUD-KIVU,H,50.0,30,63.2999992371,G,G,2.0,G
2526,4688,publique,de goma,bio-chimie,FSDC,NORD-KIVU,H,52.0,28,62.0,G,G,1.0,G
2527,4744,publique,de goma,bio-chimie,FSDC,NORD-KIVU,F,51.0,28,62.5,G,G,1.0,G
2528,4746,publique,de goma,bio-chimie,FSDC,NORD-KIVU,F,53.0,28,64.4000015259,G,G,1.0,G
2529,4945,publique,de goma,commmerciale et adm,FSDC,NORD-KIVU,H,52.0,30,61.5999984741,G,G,1.0,G
2530,4972,publique,de goma,math-physique,FSDC,NORD-KIVU,H,51.0,27,60.0,G,G,1.0,A
2533,5668,publique,de goma,bio-chimie,FSDC,NORD-KIVU,H,52.0,27,63.0000019073,G,G,2.0,G
2542,8546,publique,de goma,pedagogie,FSDC,NORD-KIVU,H,50.0,27,53.4000002543,G,E,3.0,G
2543,8611,publique,de goma,pedagogie,FSDC,NORD-KIVU,F,64.0,25,62.1666666667,G,G,3.0,G
2555,9445,publique,de goma,pedagogie,FSDC,NORD-KIVU,F,52.0,24,57.200000763,G,E,3.0,G
2588,6661,protestant,maranatha,bio-chimie,FSDC,NORD-KIVU,H,52.0,25,65.4666646321,G,G,3.0,G
2589,6663,protestant,maranatha,bio-chimie,FSDC,NORD-KIVU,H,51.0,31,61.6666666667,G,G,3.0,E
2596,8372,protestant,maranatha,bio-chimie,FSDC,NORD-KIVU,F,53.0,29,64.566666921,G,G,3.0,E
2608,9168,protestant,maranatha,pedagogie,FSDC,NORD-KIVU,H,51.0,23,57.5333328247,G,G,3.0,G
2617,10046,protestant,maranatha,pedagogie,FSDC,NORD-KIVU,H,53.0,25,60.6000003815,G,G,2.0,G
2622,10364,protestant,maranatha,pedagogie,FSDC,NORD-KIVU,F,57.0,22,62.3999977111,G,G,2.0,G
2628,10791,protestant,maranatha,pedagogie,FSDC,NORD-KIVU,F,58.0,23,59.9499988556,G,G,2.0,D
2637,11734,protestant,maranatha,sociale,FSDC,NORD-KIVU,F,55.0,21,60.7000007629,G,G,1.0,G
2646,12142,publique,maranatha,sociale,FSDC,NORD-KIVU,H,50.0,20,57.2000007629,G,G,1.0,G
2666,2011,publique,muhini,pedagogie,FSDC,SUD-KIVU,H,52.0,40,66.0,G,G,1.0,A
2670,4781,publique,muhini,pedagogie,FSDC,KASAI OCCIDENTAL,H,51.0,30,58.8999996185,G,D,2.0,D
2680,8536,publique,muhini,sociale,FSDC,NORD-KIVU,H,51.0,41,59.8666674296,G,G,3.0,E
2681,8912,publique,muhini,latin philo,FSDC,NORD-KIVU,F,58.0,25,55.9666671753,G,E,3.0,G
2686,9307,publique,muhini,pedagogie,FSDC,NORD-KIVU,H,55.0,25,47.0,G,A,1.0,G
2700,10588,publique,muhini,sociale,FSDC,NORD-KIVU,F,50.0,21,45.3500003815,G,A,2.0,G
2704,10848,publique,muhini,pedagogie,FSDC,NORD-KIVU,H,55.0,22,61.7999992371,G,G,1.0,A
2710,12208,privé,muhini,sociale,FSDC,NORD-KIVU,F,51.0,21,56.4000015259,G,G,1.0,G
2714,6332,catholique,ziwa kivu,latin philo,FSDC,ORIENTALE,H,53.0,24,60.8333320618,G,E,3.0,G
2715,8551,catholique,ziwa kivu,latin philo,FSDC,SUD-KIVU,H,61.0,24,55.5,G,G,1.0,G
2717,10372,catholique,ziwa kivu,math-physique,FSDC,ORIENTALE,H,50.0,26,64.9500007629,G,G,2.0,D
2719,12093,privé,ziwa kivu,pedagogie,FSDC,SUD-KIVU,H,65.0,24,60.5999984741,G,G,1.0,G
2725,8517,musulman,mikeno islamique,sociale,FSDC,NORD-KIVU,F,51.0,27,46.0,G,A,1.0,G
2731,9850,musulman,mikeno islamique,hotesse d'acceuil,FSDC,NORD-KIVU,H,50.0,22,62.6000003815,G,G,2.0,G
2738,10337,musulman,mikeno islamique,sociale,FSDC,NORD-KIVU,F,51.0,23,40.0,G,A,1.0,G
2744,7721,protestant,totoro,pedagogie,FSDC,NORD-KIVU,H,63.0,29,51.8999996185,G,D,2.0,G
2749,9137,protestant,totoro,sociale,FSDC,NORD-KIVU,H,56.0,21,60.3666661581,G,G,3.0,G
2751,9433,protestant,totoro,commmerciale et adm,FSDC,NORD-KIVU,H,57.0,22,56.5999984741,G,D,2.0,G
2759,10794,protestant,totoro,sociale,FSDC,NORD-KIVU,F,51.0,21,59.5499992371,G,G,2.0,G
2760,11303,protestant,totoro,sociale,FSDC,NORD-KIVU,F,50.0,20,55.0,G,G,1.0,G
2770,11799,catholique,lwanga bobandana,sociale,FSDC,SUD-KIVU,F,54.0,20,55.5999984741,G,G,1.0,G
2774,9048,catholique,bemba gombo,sociale,FSDC,NORD-KIVU,H,76.0,22,71.7333323161,A,G,3.0,E
2775,9215,catholique,bemba gombo,sociale,FSDC,NORD-KIVU,H,52.0,23,63.3666648865,G,G,3.0,G
2776,9922,catholique,bemba gombo,sociale,FSDC,NORD-KIVU,F,51.0,21,61.0500011444,G,G,2.0,D
2780,11315,catholique,bemba gombo,sociale,FSDC,NORD-KIVU,F,60.0,20,63.2999992371,G,G,1.0,G
2787,6383,protestant,sayuni,pedagogie,FSDC,NORD-KIVU,F,57.0,29,57.5999984741,G,G,1.0,G
2789,7339,protestant,sayuni,pedagogie,FSDC,NORD-KIVU,F,54.0,27,57.5999984741,G,G,1.0,G
2790,8199,protestant,sayuni,sociale,FSDC,NORD-KIVU,H,52.0,24,61.3999996185,G,G,2.0,G
2806,11714,protestant,sayuni,nutr,FSDC,NORD-KIVU,F,62.0,24,61.5,G,G,1.0,G
2808,12165,publique,sayuni,pedagogie,FSDC,NORD-KIVU,H,59.0,22,61.5,G,G,1.0,A
2811,4710,publique,de bagira,pedagogie,FSDC,NORD-KIVU,H,50.0,30,44.5,G,A,2.0,G
2824,4932,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,56.0,27,68.0249996185,G,G,4.0,A
2825,4958,catholique,amani,pedagogie,FSDC,MANIEMA,H,50.0,35,59.9000015259,G,G,1.0,A
2827,5703,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,53.0,26,61.75,G,G,2.0,G
2832,6898,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,67.0,24,65.8500022889,G,G,2.0,G
2833,6911,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,55.0,43,62.5,G,G,2.0,G
2837,7436,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,63.0,25,65.0,G,G,3.0,E
2838,7445,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,60.0,23,64.7000020345,G,G,3.0,C
2844,7704,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,54.0,27,67.9500007629,G,G,2.0,A
2845,8228,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,63.0,24,66.0333328247,G,G,3.0,C
2877,11540,catholique,amani,bio-chimie,FSDC,NORD-KIVU,F,67.0,20,70.8000030518,A,G,1.0,A
2893,10053,publique,kasali,pedagogie,FSDC,NORD-KIVU,H,57.0,25,65.8000030518,G,G,2.0,G
2896,1847,publique,de bukavu,latin philo,FSDC,SUD-KIVU,F,59.0,32,60.5999984741,G,G,1.0,A
2898,7331,publique,de bukavu,bio-chimie,FSDC,SUD-KIVU,H,51.0,27,63.6666679383,G,G,3.0,G
2903,9240,publique,de bukavu,commerciale informatique,FSDC,SUD-KIVU,H,50.0,23,63.1666679382,G,G,3.0,E
2915,9953,catholique,weza,pedagogie,FSDC,SUD-KIVU,H,54.0,24,60.0,G,G,2.0,G
2918,2267,protestant,kyeshero,bio-chimie,FSDC,NORD-KIVU,H,53.0,30,61.7999992371,G,G,1.0,A
2923,4664,protestant,kyeshero,bio-chimie,FSDC,NORD-KIVU,F,52.0,25,61.2000007629,G,G,1.0,G
2925,4681,protestant,kyeshero,pedagogie,FSDC,NORD-KIVU,F,53.0,29,64.5,G,G,1.0,G
2926,4757,protestant,kyeshero,bio-chimie,FSDC,NORD-KIVU,H,58.0,28,59.1000003815,G,G,2.0,G
2927,4786,protestant,kyeshero,bio-chimie,FSDC,NORD-KIVU,H,52.0,27,63.0999984741,G,G,1.0,G
2928,4788,protestant,kyeshero,pedagogie,FSDC,NORD-KIVU,H,52.0,30,57.7999992371,G,G,1.0,G
2929,4793,protestant,kyeshero,pedagogie,FSDC,NORD-KIVU,H,53.0,28,41.5,G,A,2.0,G
2930,4795,protestant,kyeshero,pedagogie,FSDC,NORD-KIVU,F,51.0,29,58.8999996185,G,G,2.0,D
2931,4797,protestant,kyeshero,bio-chimie,FSDC,NORD-KIVU,H,50.0,27,59.4000015259,G,A,1.0,G
2933,5218,protestant,kyeshero,pedagogie,FSDC,NORD-KIVU,H,51.0,30,49.5999984741,G,A,1.0,G
2942,7358,protestant,kyeshero,bio-chimie,FSDC,NORD-KIVU,F,54.0,26,62.1999994914,G,G,3.0,G
2943,7460,protestant,kyeshero,pedagogie,FSDC,BANDUNDU,H,50.0,27,56.9000002543,G,E,3.0,E
2952,8625,protestant,kyeshero,bio-chimie,FSDC,NORD-KIVU,H,52.0,27,61.7000007629,G,G,3.0,G
2971,9552,protestant,kyeshero,pedagogie,FSDC,NORD-KIVU,F,51.0,28,46.0,G,A,1.0,G
3003,7518,catholique,mgr kataliko,bio-chimie,FSDC,NORD-KIVU,H,51.0,25,63.9666671753,G,G,3.0,G
3005,8799,catholique,mgr kataliko,math-physique,FSDC,NORD-KIVU,F,62.0,37,66.8666687012,G,G,3.0,C
3024,7394,catholique,saint andre,inconnu,FSDC,OUEST,F,56.8765221107,29,59.4000015259,G,G,1.0,G
3025,7468,catholique,saint andre,bio-chimie,FSDC,SUD-KIVU,H,53.0,29,65.0,G,G,1.0,G
3026,8521,catholique,saint andre,sociale,FSDC,NORD-KIVU,H,63.0,23,64.4499988555,G,G,4.0,D
3027,9500,catholique,saint andre,sociale,FSDC,NORD-KIVU,H,58.0,24,54.5999997457,G,E,3.0,G
3041,8560,privé,aigle de dieu,latin philo,FSDC,NORD-KIVU,H,61.0,25,61.0333340963,G,G,3.0,G
3044,10693,privé,aigle de dieu,latin philo,FSDC,ORIENTALE,H,50.0,24,65.4500007629,G,G,2.0,D
3087,5184,publique,tuungane,pedagogie,FSDC,NORD-KIVU,H,52.0,53,58.4000015259,G,G,1.0,A
3090,8347,publique,tuungane,commmerciale et adm,FSDC,NORD-KIVU,F,52.0,24,60.933333079,G,G,3.0,G
3099,11447,privé,tuungane,commmerciale et adm,FSDC,MANIEMA,F,50.0,21,62.9000015259,G,G,1.0,G
3105,4939,protestant,kashenda,inconnu,FSDC,NORD-KIVU,F,51.0,27,50.566666921,G,C,3.0,G
3108,6585,protestant,kashenda,nutr,FSDC,NORD-KIVU,H,61.0,25,58.433333079,G,E,3.0,G
3109,7352,protestant,kashenda,nutr,FSDC,NORD-KIVU,F,50.0,25,59.9000015259,G,G,1.0,G
3111,8461,protestant,kashenda,pedagogie,FSDC,SUD-KIVU,F,68.0,24,62.1999994914,G,G,3.0,G
3122,3708,protestant,faraja,commmerciale et adm,FSDC,NORD-KIVU,F,52.0,28,58.0,G,G,1.0,G
3125,4367,protestant,faraja,math-physique,FSDC,NORD-KIVU,H,51.0,31,61.5,G,G,1.0,G
3134,4863,protestant,faraja,pedagogie,FSDC,NORD-KIVU,F,52.0,28,54.5499992371,G,D,2.0,G
3136,5212,protestant,faraja,math-physique,FSDC,NORD-KIVU,H,59.0,28,56.7999992371,G,A,1.0,G
3139,6381,protestant,faraja,bio-chimie,FSDC,NORD-KIVU,F,51.0,24,61.3999996185,G,G,2.0,G
3140,6448,protestant,faraja,bio-chimie,FSDC,NORD-KIVU,H,50.0,26,64.2333335876,G,G,3.0,A
3145,6892,protestant,faraja,pedagogie,FSDC,NORD-KIVU,F,52.0,29,51.25,G,D,2.0,G
3151,7897,protestant,faraja,pedagogie,FSDC,NORD-KIVU,H,50.0,40,54.7000007629,G,D,2.0,G
3159,8485,protestant,faraja,bio-chimie,FSDC,NORD-KIVU,F,52.0,23,58.9666659037,G,G,3.0,G
3160,8542,protestant,faraja,pedagogie,FSDC,NORD-KIVU,H,50.0,34,42.0,G,A,1.0,G
3163,8864,protestant,faraja,pedagogie,FSDC,NORD-KIVU,F,55.0,21,62.0,G,G,3.0,G
3168,9188,protestant,faraja,commmerciale et adm,FSDC,NORD-KIVU,F,52.0,20,59.0333328247,G,G,3.0,G
3169,9342,protestant,faraja,pedagogie,FSDC,NORD-KIVU,F,51.0,33,60.066666921,G,G,3.0,C
3185,10210,protestant,faraja,pedagogie,FSDC,NORD-KIVU,H,55.0,21,52.1499996185,G,D,2.0,G
3227,11377,publique,zawadi ya raisi,commmerciale et adm,FSDC,SUD-KIVU,F,50.0,19,58.5999984741,G,G,1.0,A
3229,11772,publique,zawadi ya raisi,bio-chimie,FSDC,NORD-KIVU,F,51.0,20,58.5999984741,G,G,1.0,A
3233,9611,privé,eistein ujuzi,pedagogie,FSDC,NORD-KIVU,F,50.0,23,62.3000005086,G,G,3.0,G
3234,9919,privé,eistein ujuzi,pedagogie,FSDC,NORD-KIVU,H,50.0,24,48.3500003815,G,D,2.0,G
3236,10923,privé,eistein ujuzi,pedagogie,FSDC,NORD-KIVU,H,50.0,23,59.0499992371,G,G,2.0,G
3241,9208,protestant,shalom,commmerciale et adm,FSDC,NORD-KIVU,H,53.0,22,57.3000005086,G,E,3.0,G
3245,11814,privé,shalom,bio-chimie,FSDC,NORD-KIVU,F,52.0,19,58.0,G,G,1.0,G
3246,11857,privé,shalom,sociale,FSDC,SUD-KIVU,F,53.0,20,48.9000015259,G,A,1.0,G
