,ID,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,GENDER,DIPPERC,AGE,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
2299,8387,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,27,57.7499990463,G,G,4.0,F
2300,8391,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,64.0,25,59.8500003815,G,G,4.0,F
2301,8421,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,H,52.0,26,54.3000005086,G,E,3.0,G
2302,8470,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,68.0,24,63.3250017166,G,G,4.0,D
2303,8539,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,F,65.0,23,62.7249994278,G,G,4.0,B
2304,8907,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,22,58.9000002543,G,G,3.0,E
2305,8930,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,H,57.0,24,58.133333842,G,G,3.0,G
2306,8940,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,54.0,22,58.0000012716,G,G,3.0,C
2308,9068,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,22,61.6333325704,G,G,3.0,C
2310,9070,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,22,62.1333325704,G,G,3.0,E
2315,9253,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,60.0,22,59.700000763,G,G,3.0,G
2319,9395,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,F,54.0,25,51.5333328247,G,E,3.0,G
2320,9414,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,24,58.066666921,G,G,3.0,G
2325,9550,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,F,61.0,23,62.5333340963,G,G,3.0,A
2326,9551,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,H,55.0,25,58.433333079,G,G,3.0,G
2329,9635,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,H,57.0,20,58.3333333334,G,G,3.0,G
2346,10248,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,23,41.0,G,A,1.0,G
2353,10444,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,H,52.0,28,45.0,G,A,1.0,G
2357,10598,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,F,58.0,21,58.0499992371,G,G,2.0,G
2358,10809,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,H,66.0,22,55.6999988556,G,G,2.0,G
2368,11388,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,20,57.0999984741,G,G,1.0,G
2370,11493,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,H,55.0,21,61.2999992371,G,G,1.0,G
2371,11501,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,F,50.0,21,58.0,G,G,1.0,A
2373,11606,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,F,55.0,21,59.5999984741,G,G,1.0,A
2375,11608,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,F,50.0,20,58.5,G,G,1.0,G
2382,11991,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,H,59.0,20,64.3000030518,G,G,1.0,A
2387,12201,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,F,62.0,23,54.4000015259,G,G,1.0,G
2388,12250,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,H,72.0,20,65.3000030518,G,G,1.0,G
2389,3821,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,26,63.2999992371,G,G,1.0,G
2391,4261,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,F,60.0,25,42.0,G,A,1.0,G
2392,4319,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,27,63.5,G,G,1.0,G
2393,4426,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,55.0,25,62.2999992371,G,G,1.0,A
2394,4430,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,51.0,27,59.8333333333,G,G,3.0,E
2395,6144,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,53.0,27,59.75,G,G,2.0,G
2396,6316,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,25,59.5,G,G,2.0,G
2397,6321,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,26,55.75,G,G,2.0,G
2398,6322,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,50.0,27,59.8500003815,G,G,2.0,G
2399,6323,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,58.0,24,65.8499984741,G,G,2.0,D
2401,7052,protestant,kimbilio,pedagogie,FSEG,NORD-KIVU,F,54.0,29,47.0,G,A,1.0,G
2402,7118,protestant,kimbilio,pedagogie,FSEG,NORD-KIVU,F,60.0,29,56.566666921,G,G,3.0,G
2403,7127,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,55.0,23,58.866666158,G,G,3.0,G
2404,7182,protestant,kimbilio,pedagogie,FSEG,NORD-KIVU,F,69.0,24,57.2666664124,G,G,3.0,E
2406,8545,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,22,58.6249990463,G,G,4.0,G
2418,10771,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,57.0,21,52.6499996185,G,D,2.0,G
2420,11389,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,59.0,21,54.0999984741,G,G,1.0,G
2421,11479,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,51.0,21,49.7000007629,G,A,1.0,G
2422,11592,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,F,51.0,22,56.2000007629,G,G,1.0,G
2423,11689,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,F,58.0,21,53.9000015259,G,A,1.0,G
2429,3894,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,30,58.5999984741,G,G,1.0,G
2430,4214,privé,uhuru,math-physique,FSEG,NORD-KIVU,H,51.0,28,66.5999984741,G,G,1.0,A
2431,4415,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,56.0,26,62.2999992371,G,G,1.0,A
2437,5778,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,59.0,27,66.0999984741,G,G,1.0,A
2439,6176,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,33,56.8500003815,G,G,2.0,G
2440,6329,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,H,57.0,26,59.0,G,G,2.0,G
2443,6468,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,H,55.0,29,59.25,G,G,2.0,G
2446,6728,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,54.0,28,55.9000002543,G,E,3.0,G
2448,7159,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,25,58.0333340963,G,G,3.0,G
2449,7250,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,26,53.1666666667,G,E,3.0,G
2450,7264,privé,uhuru,bio-chimie,FSEG,SUD-KIVU,H,51.0,26,53.5666656494,G,E,3.0,G
2451,7267,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,25,64.4666684469,G,G,3.0,E
2462,8640,privé,uhuru,math-physique,FSEG,NORD-KIVU,H,57.0,26,60.5249996185,G,G,4.0,D
2464,8652,privé,uhuru,math-physique,FSEG,SUD-KIVU,H,52.0,24,59.6999994914,G,G,3.0,E
2465,8671,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,62.0,24,59.4666671753,G,G,3.0,G
2467,8724,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,59.0,27,56.8999996185,G,G,2.0,G
2469,8933,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,25,57.5000012716,G,G,3.0,C
2470,8990,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,24,58.566666921,G,G,3.0,G
2471,9005,privé,uhuru,sociale,FSEG,NORD-KIVU,H,60.0,27,46.0,G,A,1.0,G
2480,9657,privé,uhuru,bio-chimie,FSEG,NORD-KIVU,H,52.0,25,49.8500003815,G,D,2.0,G
2481,9718,privé,uhuru,math-physique,FSEG,NORD-KIVU,F,52.0,22,50.7999992371,G,A,1.0,G
2482,9781,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,F,53.0,29,61.5999984741,G,G,1.0,G
2483,9927,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,61.0,21,41.0,G,A,1.0,G
2486,10059,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,F,52.0,26,55.4499988556,G,G,2.0,G
2492,11598,publique,uhuru,commmerciale et adm,FSEG,SUD-KIVU,F,58.0,19,59.2999992371,G,G,1.0,G
2497,12115,publique,uhuru,commmerciale et adm,FSEG,NORD-KIVU,H,67.0,19,40.0,G,A,1.0,G
2500,12192,privé,uhuru,pedagogie,FSEG,NORD-KIVU,F,56.0,21,49.5999984741,G,A,1.0,G
2501,12193,privé,uhuru,sociale,FSEG,SUD-KIVU,H,58.0,21,45.0,G,A,1.0,G
2502,4334,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,F,52.0,26,60.7999992371,G,G,1.0,G
2504,6145,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,H,51.0,26,54.6333325704,G,E,3.0,G
2505,6151,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,H,60.0,24,61.6499996185,G,G,2.0,G
2506,7700,privé,espoir1,pedagogie,FSEG,SUD-KIVU,H,77.0,24,52.1666666667,G,C,3.0,G
2507,8849,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,H,51.0,24,57.9333318074,G,G,3.0,G
2508,8878,privé,espoir1,pedagogie,FSEG,SUD-KIVU,F,58.0,24,50.9000015259,G,A,1.0,G
2510,9446,privé,espoir1,pedagogie,FSEG,SUD-KIVU,H,59.0,24,57.4666659037,G,G,3.0,G
2511,9605,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,H,52.0,25,56.933333079,G,G,3.0,G
2512,10882,privé,espoir1,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,32,51.0999984741,G,A,1.0,G
2513,11358,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,H,65.0,20,63.0,G,G,1.0,A
2516,8493,catholique,bahati,sociale,FSEG,SUD-KIVU,H,52.0,26,60.2666651408,G,G,3.0,C
2518,11425,catholique,bahati,pedagogie,FSEG,NORD-KIVU,H,52.0,24,53.2000007629,G,G,1.0,G
2520,12125,catholique,bahati,sociale,FSEG,NORD-KIVU,H,52.0,27,57.5999984741,G,G,1.0,G
2521,3737,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,27,64.8000030518,G,G,1.0,A
2522,3815,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,54.0,31,60.7000007629,G,G,1.0,G
2523,3868,publique,de goma,pedagogie,FSEG,NORD-KIVU,F,50.0,28,63.2999992371,G,G,1.0,A
2524,4172,publique,de goma,bio-chimie,FSEG,NORD-KIVU,F,53.0,33,63.9000015259,G,G,1.0,G
2532,5658,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,27,58.6499996185,G,G,2.0,G
2534,6184,publique,de goma,bio-chimie,FSEG,NORD-KIVU,H,51.0,27,55.8999989828,G,G,3.0,G
2536,6486,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,28,58.3999996185,G,G,2.0,G
2537,6644,publique,de goma,pedagogie,FSEG,NORD-KIVU,H,53.0,28,58.4000015259,G,G,2.0,G
2538,7286,publique,de goma,pedagogie,FSEG,inconnu,H,65.0,23,58.1999994914,G,G,3.0,G
2541,8411,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,25,59.0,G,G,3.0,G
2545,8713,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,26,51.2999992371,G,A,1.0,G
2549,9112,publique,de goma,bio-chimie,FSEG,NORD-KIVU,H,51.0,24,41.0,G,A,1.0,G
2550,9264,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,57.0,25,56.4000002543,G,G,3.0,G
2553,9345,publique,de goma,pedagogie,FSEG,NORD-KIVU,F,57.0,23,56.566666921,G,G,3.0,G
2556,9460,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,24,58.066666921,G,G,3.0,G
2557,9494,publique,de goma,bio-chimie,FSEG,NORD-KIVU,F,56.0,24,57.9666671753,G,G,3.0,E
2559,11285,publique,de goma,pedagogie,FSEG,NORD-KIVU,H,63.0,21,55.7999992371,G,G,1.0,G
2560,11335,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,21,56.5999984741,G,G,1.0,G
2565,11418,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,21,54.2999992371,G,G,1.0,G
2568,11835,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,22,53.2999992371,G,G,1.0,G
2569,11838,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,21,54.7000007629,G,G,1.0,G
2570,11879,publique,de goma,bio-chimie,FSEG,NORD-KIVU,F,51.0,20,53.4000015259,G,G,1.0,G
2571,11996,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,22,55.7000007629,G,G,1.0,G
2575,12257,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,22,55.5,G,D,2.0,D
2578,3907,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,28,48.5999984741,G,A,1.0,G
2579,4185,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,29,61.2000007629,G,G,1.0,G
2580,4348,protestant,maranatha,bio-chimie,FSEG,NORD-KIVU,H,61.0,27,68.25,D,G,2.0,A
2582,4453,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,26,59.0999984741,G,G,1.0,G
2583,4536,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,26,64.3000030518,G,G,1.0,G
2585,4828,protestant,maranatha,pedagogie,FSEG,NORD-KIVU,H,61.0,30,64.0999984741,G,G,1.0,G
2590,7073,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,23,63.1666666667,G,G,3.0,G
2597,8375,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,F,58.0,22,58.8333346049,G,G,3.0,G
2601,8961,protestant,maranatha,bio-chimie,FSEG,NORD-KIVU,F,50.0,23,56.566666921,G,G,3.0,E
2603,8971,protestant,maranatha,pedagogie,FSEG,NORD-KIVU,F,51.0,24,41.0,G,A,1.0,G
2613,9934,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,20,60.5999984741,G,G,1.0,G
2614,9935,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,23,45.4000015259,G,A,1.0,G
2638,11790,protestant,maranatha,bio-chimie,FSEG,NORD-KIVU,F,55.0,22,58.2999992371,G,G,1.0,G
2640,11864,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,20,54.9000015259,G,G,1.0,G
2642,11909,protestant,maranatha,pedagogie,FSEG,NORD-KIVU,H,56.0,20,55.4000015259,G,G,1.0,G
2644,12054,protestant,maranatha,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,20,55.7000007629,G,G,1.0,G
2668,3923,publique,muhini,pedagogie,FSEG,NORD-KIVU,H,58.0,28,64.8000030518,G,G,1.0,A
2669,4468,publique,muhini,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,27,60.5999984741,G,G,1.0,G
2671,4829,publique,muhini,commmerciale et adm,FSEG,SUD-KIVU,H,61.0,29,61.7999992371,G,G,1.0,G
2673,6374,publique,muhini,sociale,FSEG,NORD-KIVU,H,54.0,27,59.6499996185,G,G,2.0,G
2675,7194,publique,muhini,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,25,54.3666661581,G,E,3.0,G
2676,7203,publique,muhini,commmerciale et adm,FSEG,SUD-KIVU,H,66.0,23,59.9999980926,G,F,4.0,G
2678,8235,publique,muhini,commmerciale et adm,FSEG,NORD-KIVU,H,63.0,25,57.066666921,G,G,3.0,G
2679,8510,publique,muhini,commerciale informatique,FSEG,SUD-KIVU,H,63.0,24,57.366666158,G,G,3.0,E
2682,8924,publique,muhini,commmerciale et adm,FSEG,NORD-KIVU,H,60.0,25,55.1999994914,G,E,3.0,G
2684,9174,publique,muhini,pedagogie,FSEG,EQUATEUR,F,63.0,22,48.7999992371,G,D,2.0,G
2685,9211,publique,muhini,commerciale informatique,FSEG,SUD-KIVU,H,50.0,24,58.2333335876,G,G,3.0,G
2687,9435,publique,muhini,agrecole,FSEG,NORD-KIVU,H,68.0,26,63.4500007629,G,G,2.0,G
2689,9475,publique,muhini,pedagogie,FSEG,NORD-KIVU,H,65.0,28,42.0,G,A,1.0,G
2695,10137,publique,muhini,pedagogie,FSEG,NORD-KIVU,H,56.0,22,45.2999992371,G,A,1.0,G
2696,10288,publique,muhini,commmerciale et adm,FSEG,ORIENTALE,F,52.0,21,45.0,G,A,1.0,G
2703,10818,publique,muhini,commmerciale et adm,FSEG,SUD-KIVU,H,52.0,29,57.8500003815,G,G,2.0,G
2706,11666,publique,muhini,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,21,43.0,G,A,1.0,G
2707,11880,catholique,muhini,bio-chimie,FSEG,NORD-KIVU,H,54.0,21,54.0,G,G,1.0,G
2711,12234,protestant,muhini,commerciale informatique,FSEG,NORD-KIVU,H,53.0,25,56.2000007629,G,G,1.0,G
2712,7221,privé,shaloom,secretariat,FSEG,NORD-KIVU,H,53.0,23,66.6249990463,F,G,4.0,B
2718,11481,catholique,ziwa kivu,commmerciale et adm,FSEG,NORD-KIVU,F,55.0,21,48.4000015259,G,A,1.0,G
2720,4024,musulman,mikeno islamique,sociale,FSEG,NORD-KIVU,H,53.0,26,64.6999969482,G,G,1.0,G
2721,4519,musulman,mikeno islamique,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,27,60.7000007629,G,G,1.0,A
2722,8211,musulman,mikeno islamique,sociale,FSEG,NORD-KIVU,F,59.0,22,55.2333335876,G,G,3.0,G
2724,8368,musulman,mikeno islamique,commmerciale et adm,FSEG,NORD-KIVU,H,57.0,26,60.1999994914,G,G,3.0,E
2726,8669,musulman,mikeno islamique,commmerciale et adm,FSEG,NORD-KIVU,F,56.0,25,41.0,G,A,1.0,G
2727,8886,musulman,mikeno islamique,sociale,FSEG,NORD-KIVU,F,56.8765221107,26,59.8333333333,G,G,3.0,E
2728,9312,musulman,mikeno islamique,sociale,FSEG,NORD-KIVU,F,51.0,24,48.0,G,A,1.0,G
2732,9931,musulman,mikeno islamique,commmerciale et adm,FSEG,NORD-KIVU,F,59.0,21,58.8999996185,G,G,2.0,D
2734,9977,musulman,mikeno islamique,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,25,44.0,G,A,1.0,G
2736,10185,musulman,mikeno islamique,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,22,58.8999996185,G,G,2.0,G
2740,10599,musulman,mikeno islamique,commmerciale et adm,FSEG,NORD-KIVU,F,50.0,21,53.1000003815,G,D,2.0,G
2741,10797,musulman,mikeno islamique,sociale,FSEG,NORD-KIVU,H,53.0,25,53.8500003815,G,G,2.0,G
2743,7254,protestant,totoro,pedagogie,FSEG,NORD-KIVU,F,66.0,26,56.7333335877,G,G,3.0,G
2746,8604,protestant,totoro,pedagogie,FSEG,NORD-KIVU,H,53.0,25,57.8333333333,G,G,3.0,G
2747,8859,protestant,totoro,pedagogie,FSEG,NORD-KIVU,H,61.0,23,54.1000010173,G,E,3.0,G
2752,9505,protestant,totoro,pedagogie,FSEG,NORD-KIVU,H,58.0,24,52.9500007629,G,D,2.0,G
2753,9570,protestant,totoro,sociale,FSEG,NORD-KIVU,H,58.0,23,57.4999987284,G,G,3.0,G
2764,9135,privé,savana,pedagogie,FSEG,NORD-KIVU,F,55.0,22,56.7333335877,G,G,3.0,G
2771,9076,privé,virunga,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,24,43.0,G,A,1.0,G
2778,10417,catholique,bemba gombo,bio-chimie,FSEG,KINSHASA,F,57.0,19,53.4500007629,G,G,2.0,G
2779,10736,catholique,bemba gombo,sociale,FSEG,NORD-KIVU,F,51.0,22,49.7999992371,G,A,1.0,G
2788,7306,protestant,sayuni,pedagogie,FSEG,NORD-KIVU,H,51.0,26,40.0,G,A,1.0,G
2791,8904,protestant,sayuni,sociale,FSEG,NORD-KIVU,H,57.0,27,44.7999992371,G,A,2.0,G
2792,8918,protestant,sayuni,sociale,FSEG,NORD-KIVU,H,56.0,24,42.0,G,A,1.0,G
2797,9496,protestant,sayuni,pedagogie,FSEG,NORD-KIVU,H,59.0,25,59.7666664124,G,G,3.0,G
2798,10088,protestant,sayuni,pedagogie,FSEG,NORD-KIVU,F,52.0,19,57.2999992371,G,G,1.0,G
2799,10089,protestant,sayuni,pedagogie,FSEG,NORD-KIVU,F,53.0,23,47.4000015259,G,A,1.0,G
2803,10606,protestant,sayuni,pedagogie,FSEG,NORD-KIVU,H,50.0,24,46.0,G,A,1.0,G
2813,12231,publique,de bagira,pedagogie,FSEG,SUD-KIVU,F,60.0,26,56.7999992371,G,G,1.0,G
2814,3636,catholique,amani,pedagogie,FSEG,KATANGA,H,62.0,30,61.7000007629,G,G,1.0,G
2815,3736,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,51.0,28,64.6999969482,G,G,1.0,A
2816,3838,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,52.0,37,70.1999969482,A,G,1.0,A
2817,3849,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,55.0,29,63.0,G,G,1.0,A
2818,3854,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,56.0,26,67.5,G,G,1.0,A
2819,3878,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,52.0,28,59.2999992371,G,G,1.0,A
2820,3918,catholique,amani,batiment,FSEG,NORD-KIVU,F,51.0,26,55.5,G,G,1.0,A
2822,4402,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,59.0,26,64.3000030518,G,G,1.0,G
2826,5240,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,50.0,27,67.8000030518,G,G,1.0,A
2831,6639,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,72.0,26,61.5999984741,G,G,2.0,G
2834,7190,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,67.0,23,61.849999237,G,G,2.0,A
2835,7212,catholique,amani,bio-chimie,FSEG,KINSHASA,F,59.0,24,61.066666921,G,G,3.0,A
2836,7284,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,63.0,24,65.1666666667,G,G,3.0,C
2841,7632,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,66.0,25,60.7666664124,G,G,3.0,E
2846,8277,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,58.0,23,59.2666664123,G,G,3.0,G
2847,8287,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,50.0,24,59.5666656494,G,G,3.0,G
2849,8355,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,58.0,24,56.4333343506,G,G,3.0,G
2850,8478,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,63.0,23,57.0749998093,G,G,4.0,F
2851,8479,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,68.0,22,59.5333328247,G,G,3.0,G
2853,8672,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,66.0,21,61.9666659037,G,G,3.0,C
2854,8737,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,53.0,26,62.866666158,G,G,3.0,E
2855,8908,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,69.0,22,58.8333333334,G,G,3.0,E
2873,11266,catholique,amani,bio-chimie,FSEG,NORD-KIVU,F,66.0,19,63.7000007629,G,G,1.0,G
2882,12123,musulman,amani,pedagogie,FSEG,SUD-KIVU,H,68.0,24,56.2999992371,G,G,1.0,G
2883,4587,publique,kasali,commmerciale et adm,FSEG,SUD-KIVU,H,53.0,29,59.0,G,G,1.0,G
2887,5754,publique,kasali,commmerciale et adm,FSEG,SUD-KIVU,H,57.0,27,59.9500007629,G,G,2.0,G
2888,6600,publique,kasali,commmerciale et adm,FSEG,SUD-KIVU,H,65.0,26,50.5,G,D,2.0,D
2889,7233,publique,kasali,commmerciale et adm,FSEG,SUD-KIVU,H,61.0,26,64.4666671753,G,G,3.0,C
2891,9371,publique,kasali,commmerciale et adm,FSEG,SUD-KIVU,F,50.0,22,60.0333328247,G,G,3.0,C
2894,10198,publique,kasali,commmerciale et adm,FSEG,SUD-KIVU,H,55.0,23,60.5,G,G,2.0,G
2899,7910,publique,de bukavu,pedagogie,FSEG,NORD-KIVU,H,53.0,31,58.2000007629,G,G,1.0,G
2901,8231,publique,de bukavu,pedagogie,FSEG,NORD-KIVU,F,63.0,25,58.6499996185,G,G,2.0,G
2906,10064,publique,de bukavu,bio-chimie,FSEG,NORD-KIVU,F,55.0,21,57.5,G,G,2.0,G
2920,4439,protestant,kyeshero,bio-chimie,FSEG,inconnu,H,61.0,26,64.4000015259,G,G,1.0,A
2921,4455,protestant,kyeshero,pedagogie,FSEG,NORD-KIVU,F,51.0,27,59.7999992371,G,G,2.0,G
2934,6172,protestant,kyeshero,bio-chimie,FSEG,NORD-KIVU,F,53.0,27,57.9666671753,G,G,3.0,G
2936,6311,protestant,kyeshero,pedagogie,FSEG,NORD-KIVU,F,57.0,25,57.7999992371,G,G,3.0,G
2937,6368,protestant,kyeshero,pedagogie,FSEG,NORD-KIVU,H,51.0,29,59.2000007629,G,G,2.0,G
2940,7179,protestant,kyeshero,bio-chimie,FSEG,NORD-KIVU,H,52.0,26,58.633333842,G,G,3.0,G
2941,7225,protestant,kyeshero,construction,FSEG,NORD-KIVU,H,50.0,26,47.7000007629,G,D,2.0,G
2956,8704,protestant,kyeshero,bio-chimie,FSEG,NORD-KIVU,F,51.0,23,58.4499988556,G,G,2.0,G
2969,9272,protestant,kyeshero,mec gene,FSEG,NORD-KIVU,H,58.0,27,56.1333325704,G,G,3.0,G
2974,9737,protestant,kyeshero,construction,FSEG,NORD-KIVU,H,56.0,24,58.8000005086,G,G,3.0,E
2997,3730,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,26,62.0,G,G,1.0,A
2998,4272,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,30,49.0,G,A,1.0,G
2999,4839,catholique,mgr kataliko,bio-chimie,FSEG,NORD-KIVU,H,53.0,28,62.2000007629,G,G,1.0,A
3000,6155,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,26,43.0,G,A,1.0,G
3002,6463,catholique,mgr kataliko,math-physique,FSEG,NORD-KIVU,H,58.0,25,66.1333312988,E,G,3.0,C
3004,8643,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,29,65.1999969482,G,G,1.0,G
3008,10127,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,22,56.25,G,G,2.0,G
3010,11658,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,20,50.7000007629,G,A,1.0,G
