,ID,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,GENDER,DIPPERC,AGE,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
3011,11664,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,23,56.4000015259,G,G,1.0,G
3012,11768,catholique,mgr kataliko,commmerciale et adm,FSEG,NORD-KIVU,H,60.0,23,63.0,G,G,1.0,G
3017,8986,protestant,vungi,math-physique,FSEG,NORD-KIVU,F,50.0,23,55.5000012716,G,G,3.0,G
3019,10143,protestant,vungi,commerciale informatique,FSEG,NORD-KIVU,H,53.0,24,57.8999996185,G,G,2.0,D
3021,11472,protestant,vungi,commerciale informatique,FSEG,NORD-KIVU,H,51.0,21,48.0,G,A,1.0,G
3023,6420,catholique,saint andre,secretariat,FSEG,MANIEMA,H,56.0,24,43.0,G,A,1.0,G
3029,10318,catholique,saint andre,bio-chimie,FSEG,NORD-KIVU,F,52.0,22,51.9000015259,G,A,1.0,G
3030,11404,catholique,saint andre,commmerciale et adm,FSEG,NORD-KIVU,H,64.0,20,71.6999969482,A,G,1.0,G
3031,11435,catholique,saint andre,bio-chimie,FSEG,KINSHASA,H,53.0,31,54.9000015259,G,G,1.0,G
3033,11818,catholique,saint andre,commmerciale et adm,FSEG,NORD-KIVU,F,58.0,28,53.0,G,A,1.0,G
3038,6426,privé,aigle de dieu,latin philo,FSEG,ORIENTALE,H,52.0,23,54.6333325704,G,E,3.0,G
3039,7156,privé,aigle de dieu,latin philo,FSEG,ORIENTALE,H,51.0,24,56.933333079,G,G,3.0,G
3040,7373,privé,aigle de dieu,commmerciale et adm,FSEG,ORIENTALE,F,62.0,25,65.0499992371,G,G,2.0,A
3046,11452,privé,aigle de dieu,commmerciale et adm,FSEG,ORIENTALE,H,55.0,21,47.0,G,A,1.0,G
3054,4263,catholique,alfajiri,pedagogie,FSEG,SUD-KIVU,H,51.0,27,61.7999992371,G,G,2.0,A
3058,4563,catholique,alfajiri,latin philo,FSEG,SUD-KIVU,F,69.0,27,67.5999984741,G,G,1.0,A
3067,7565,catholique,alfajiri,math-physique,FSEG,NORD-KIVU,H,62.0,24,58.6666666667,G,G,3.0,G
3076,9695,catholique,alfajiri,math-physique,FSEG,SUD-KIVU,F,59.0,26,66.2000020345,G,G,3.0,C
3084,4267,publique,tuungane,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,30,56.8500003815,G,G,2.0,G
3085,4433,publique,tuungane,commmerciale et adm,FSEG,NORD-KIVU,H,64.0,30,61.7000007629,G,G,1.0,A
3086,4556,publique,tuungane,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,28,61.9000015259,G,G,1.0,A
3088,7143,publique,tuungane,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,25,64.0999984741,G,G,3.0,C
3092,8705,publique,tuungane,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,24,52.7999992371,G,E,3.0,G
3095,9906,publique,tuungane,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,23,58.1499996185,G,G,2.0,G
3096,10226,publique,tuungane,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,23,56.2999992371,G,G,1.0,G
3112,8621,protestant,kashenda,commerciale informatique,FSEG,NORD-KIVU,F,51.0,29,44.0,G,A,1.0,G
3119,343,protestant,faraja,math-physique,FSEG,NORD-KIVU,H,54.0,44,52.2000007629,G,A,1.0,G
3123,3908,protestant,faraja,math-physique,FSEG,NORD-KIVU,H,54.0,28,63.8000005086,G,G,3.0,C
3126,4436,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,56.0,30,66.5999984741,G,G,1.0,G
3127,4437,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,29,63.7999992371,G,G,1.0,A
3128,4441,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,65.0,26,65.4000015259,G,G,1.0,G
3130,4558,protestant,faraja,bio-chimie,FSEG,NORD-KIVU,F,51.0,28,58.7999992371,G,G,1.0,G
3131,4585,protestant,faraja,bio-chimie,FSEG,NORD-KIVU,F,52.0,28,64.9000015259,G,G,1.0,G
3133,4834,protestant,faraja,bio-chimie,FSEG,NORD-KIVU,F,51.0,26,60.7999992371,G,G,1.0,A
3135,4899,protestant,faraja,pedagogie,FSEG,NORD-KIVU,F,61.0,28,59.7999992371,G,G,3.0,G
3137,6269,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,54.0,28,51.2666664123,G,C,3.0,G
3138,6314,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,59.0,28,55.9500007629,G,D,2.0,G
3141,6466,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,60.0,25,59.5499992371,G,G,2.0,D
3142,6471,protestant,faraja,math-physique,FSEG,NORD-KIVU,H,53.0,28,57.4666671753,G,G,3.0,G
3147,7058,protestant,faraja,pedagogie,FSEG,NORD-KIVU,F,67.0,23,60.4666659037,G,G,3.0,C
3148,7096,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,24,49.9500007629,G,D,2.0,G
3149,7124,protestant,faraja,pedagogie,FSEG,NORD-KIVU,F,52.0,24,58.566666921,G,G,3.0,A
3150,7301,protestant,faraja,pedagogie,FSEG,NORD-KIVU,H,61.0,24,56.9666671753,G,E,3.0,G
3152,8105,protestant,faraja,pedagogie,FSEG,NORD-KIVU,F,58.0,24,57.9666671753,G,G,3.0,G
3153,8106,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,24,53.4000002543,G,E,3.0,G
3154,8109,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,23,57.2000007629,G,G,3.0,G
3156,8219,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,22,51.6000003815,G,D,2.0,G
3158,8429,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,25,56.3999989828,G,E,3.0,G
3161,8712,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,22,59.9750013351,G,G,4.0,G
3162,8731,protestant,faraja,bio-chimie,FSEG,NORD-KIVU,F,57.0,26,60.366666158,G,G,3.0,G
3164,8867,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,25,58.066666921,G,G,3.0,E
3167,9128,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,25,51.5999984741,G,A,1.0,G
3170,9466,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,56.0,23,59.5333340963,G,G,3.0,E
3171,9498,protestant,faraja,bio-chimie,FSEG,NORD-KIVU,H,50.0,23,40.0,G,A,1.0,G
3172,9503,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,22,56.933333079,G,G,3.0,E
3173,9504,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,57.0,23,55.1499996185,G,G,2.0,G
3174,9627,protestant,faraja,math-physique,FSEG,NORD-KIVU,H,50.0,24,58.7333335876,G,G,3.0,G
3178,9900,protestant,faraja,math-physique,FSEG,NORD-KIVU,F,57.0,21,56.5,G,G,2.0,G
3181,10036,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,50.0,23,53.8999996185,G,D,2.0,G
3183,10102,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,43,52.0,G,G,1.0,G
3186,10232,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,21,46.7999992371,G,A,1.0,G
3188,10259,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,50.0,22,48.7999992371,G,A,1.0,G
3189,10316,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,22,59.4500007629,G,G,2.0,D
3190,10385,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,61.0,21,64.7000007629,G,G,2.0,G
3191,10504,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,22,40.0,G,A,1.0,G
3195,10743,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,22,47.2000007629,G,A,2.0,G
3197,10796,protestant,faraja,bio-chimie,FSEG,NORD-KIVU,H,50.0,24,35.7000007629,G,A,1.0,G
3200,10838,protestant,faraja,commerciale informatique,FSEG,NORD-KIVU,F,63.0,21,54.7999992371,G,G,2.0,G
3205,11596,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,F,55.0,20,54.2999992371,G,G,1.0,G
3210,11815,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,20,44.7000007629,G,A,1.0,G
3211,11849,protestant,faraja,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,22,54.4000015259,G,G,1.0,G
3219,11837,privé,savana school,bio-chimie,FSEG,NORD-KIVU,H,56.0,20,56.2999992371,G,G,1.0,G
3224,9840,publique,zawadi ya raisi,commmerciale et adm,FSEG,SUD-KIVU,H,55.0,23,60.6499996185,G,G,2.0,G
3231,12124,publique,zawadi ya raisi,commmerciale et adm,FSEG,SUD-KIVU,H,53.0,24,57.4000015259,G,G,1.0,G
3237,7280,protestant,mapendo,commerciale informatique,FSEG,MANIEMA,F,50.0,25,53.8666661581,G,E,3.0,G
3238,9328,protestant,mapendo,sociale,FSEG,NORD-KIVU,H,60.0,21,57.6999994914,G,G,3.0,G
3240,11681,protestant,mapendo,sociale,FSEG,KASAI ORIENTAL,H,60.0,22,57.5999984741,G,G,1.0,G
3251,4240,catholique,anuarite,pedagogie,FSEG,NORD-KIVU,F,60.0,26,61.2999992371,G,G,1.0,G
3252,4419,catholique,anuarite,pedagogie,FSEG,NORD-KIVU,F,63.0,28,59.7000007629,G,G,1.0,G
3254,6178,catholique,anuarite,pedagogie,FSEG,NORD-KIVU,H,53.0,29,45.0,G,A,1.0,G
3255,6221,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,60.0,29,58.6500015259,G,G,2.0,G
3259,7098,catholique,anuarite,bio-chimie,FSEG,ORIENTALE,F,56.0,24,58.2333335876,G,G,3.0,G
3260,7111,catholique,anuarite,pedagogie,FSEG,NORD-KIVU,F,72.0,24,60.3666674296,G,G,3.0,G
3261,7308,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,25,60.2666664124,G,G,3.0,E
3266,8114,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,23,57.2333335877,G,G,3.0,G
3267,8298,catholique,anuarite,pedagogie,FSEG,NORD-KIVU,F,51.0,23,60.4499998093,G,G,4.0,B
3268,8309,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,24,56.5,G,G,3.0,G
3270,8371,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,F,50.0,24,58.4333343506,G,G,3.0,C
3271,9028,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,21,56.2333335876,G,G,3.0,G
3273,9119,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,22,59.9000002543,G,G,3.0,G
3276,10006,catholique,anuarite,pedagogie,FSEG,NORD-KIVU,H,65.0,22,60.8500003815,G,G,2.0,A
3277,10219,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,20,54.3999996185,G,G,2.0,G
3280,10710,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,F,59.0,21,61.2999992371,G,G,2.0,D
3281,10860,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,23,45.5,G,A,1.0,G
3283,11336,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,21,42.0,G,A,1.0,G
3284,11706,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,68.0,19,70.5999984741,A,G,1.0,A
3292,11856,catholique,anuarite,pedagogie,FSEG,NORD-KIVU,F,59.0,20,55.2999992371,G,G,1.0,G
3295,12204,catholique,anuarite,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,22,40.0,G,A,1.0,G
3297,9018,catholique,kilimani,pedagogie,FSEG,NORD-KIVU,H,52.0,22,57.4666659038,G,G,3.0,G
3301,12042,protestant,mandai,sociale,FSEG,NORD-KIVU,H,52.0,23,41.0,G,A,1.0,G
3302,6296,privé,la fontaine,bio-chimie,FSEG,NORD-KIVU,H,54.0,24,60.75,G,G,2.0,D
3303,6469,privé,la fontaine,bio-chimie,FSEG,NORD-KIVU,H,54.0,24,41.0,G,A,1.0,G
3306,7140,privé,la fontaine,bio-chimie,FSEG,NORD-KIVU,H,52.0,25,58.433333079,G,G,3.0,G
3312,9138,privé,la fontaine,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,25,40.0,G,A,1.0,G
3319,11031,privé,la fontaine,sociale,FSEG,NORD-KIVU,H,52.0,25,53.0500011444,G,D,2.0,G
3322,8617,privé,tabiti,commmerciale et adm,FSEG,KATANGA,F,62.0,25,55.8000005086,G,G,3.0,G
3323,11682,privé,tabiti,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,21,62.0999984741,G,G,1.0,G
3327,10648,privé,tupendane fec,pedagogie,FSEG,NORD-KIVU,F,50.0,26,49.9000015259,G,A,1.0,G
3333,3874,autodidacte,autodidacte,pedagogie,FSEG,NORD-KIVU,H,50.0,28,44.0,G,A,1.0,G
3338,7882,autodidacte,autodidacte,pedagogie,FSEG,NORD-KIVU,F,50.0,26,43.0,G,A,1.0,G
3350,8666,autodidacte,autodidacte,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,24,57.566666921,G,G,3.0,G
3351,8687,autodidacte,autodidacte,pedagogie,FSEG,NORD-KIVU,F,57.0,24,48.0,G,A,1.0,G
3363,9546,autodidacte,autodidacte,pedagogie,FSEG,NORD-KIVU,F,57.0,25,51.9000002543,G,E,3.0,G
3364,9685,autodidacte,autodidacte,sociale,FSEG,NORD-KIVU,H,56.0,24,50.7999992371,G,A,1.0,G
3365,9824,autodidacte,autodidacte,elec indust,FSEG,SUD-KIVU,H,51.0,25,55.5500011444,G,G,2.0,G
3366,10005,autodidacte,autodidacte,pedagogie,FSEG,NORD-KIVU,H,61.0,24,57.0999984741,G,G,1.0,G
3376,11475,publique,autodidacte,pedagogie,FSEG,NORD-KIVU,H,55.0,25,46.0,G,A,1.0,G
3382,7094,privé,icl,bio-chimie,FSEG,NORD-KIVU,F,56.0,25,53.933333079,G,E,3.0,G
3385,8138,privé,icl,commmerciale et adm,FSEG,NORD-KIVU,F,53.0,24,56.1666666666,G,E,3.0,G
3386,8417,privé,icl,commmerciale et adm,FSEG,NORD-KIVU,H,59.0,24,56.1999994914,G,E,3.0,G
3389,8528,privé,icl,commmerciale et adm,FSEG,NORD-KIVU,F,56.8765221107,23,57.8000005086,G,G,3.0,G
3392,9338,privé,icl,sociale,FSEG,NORD-KIVU,F,51.0,24,57.5,G,G,3.0,G
3393,9565,privé,icl,sociale,FSEG,NORD-KIVU,H,61.0,24,47.9500007629,G,D,2.0,G
3395,9629,privé,icl,pedagogie,FSEG,NORD-KIVU,H,54.0,25,43.0,G,A,1.0,G
3397,9982,privé,icl,commmerciale et adm,FSEG,NORD-KIVU,H,55.0,22,56.4000015259,G,G,2.0,D
3400,10067,privé,icl,commmerciale et adm,FSEG,NORD-KIVU,H,51.0,20,57.5,G,G,2.0,G
3402,10203,privé,icl,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,23,55.5999984741,G,G,1.0,A
3403,10505,privé,icl,sociale,FSEG,NORD-KIVU,F,51.0,22,55.0,G,G,2.0,G
3406,10876,privé,icl,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,19,54.3000011444,G,D,2.0,G
3410,8349,catholique,pain de vie,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,25,61.6666679382,G,G,3.0,C
3412,8446,catholique,pain de vie,commmerciale et adm,FSEG,NORD-KIVU,F,66.0,25,60.8000005086,G,G,3.0,E
3432,6573,protestant,kirikiri,commerciale informatique,FSEG,NORD-KIVU,H,54.0,25,62.0499992371,G,G,2.0,G
3442,11552,privé,communautaire du lac,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,19,57.9000015259,G,G,1.0,G
3447,12015,privé,communautaire du lac,sociale,FSEG,NORD-KIVU,H,50.0,19,48.0999984741,G,A,1.0,G
3464,10830,privé,lukuga,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,23,59.25,G,G,2.0,D
3467,6140,catholique,bsangani,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,30,59.0999984741,G,G,2.0,G
3468,8163,catholique,bsangani,bio-chimie,FSEG,BANDUNDU,F,54.0,23,60.6000003815,G,G,2.0,G
3470,10819,catholique,bsangani,commmerciale et adm,FSEG,SUD-KIVU,H,50.0,35,60.0500011444,G,G,2.0,G
3473,12171,catholique,bsangani,pedagogie,FSEG,NORD-KIVU,H,51.0,26,53.2000007629,G,G,1.0,G
3479,4338,catholique,milima,bio-chimie,FSEG,NORD-KIVU,H,50.0,35,55.7999992371,G,G,1.0,G
3485,8585,catholique,milima,commmerciale et adm,FSEG,KASAI ORIENTAL,H,56.0,30,62.125,G,G,4.0,B
3488,9282,catholique,milima,pedagogie,FSEG,NORD-KIVU,F,64.0,24,58.1666666667,G,G,3.0,G
3490,10224,catholique,milima,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,23,53.8999996185,G,G,2.0,D
3491,10420,catholique,milima,pedagogie,FSEG,SUD-KIVU,H,63.0,26,42.1000003815,G,A,2.0,G
3496,11629,privé,milima,pedagogie,FSEG,NORD-KIVU,F,65.0,23,57.9000015259,G,G,1.0,G
3499,4845,publique,gs kigali,pedagogie,FSEG,NORD-KIVU,F,55.0,26,49.0,G,A,1.0,G
3500,6419,publique,gs kigali,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,25,62.1666653951,G,G,3.0,G
3512,11789,protestant,buhimba,bio-chimie,FSEG,NORD-KIVU,H,51.0,22,47.0,G,A,1.0,G
3517,6700,privé,mont sinai,pedagogie,FSEG,NORD-KIVU,F,56.0,26,57.25,G,G,2.0,G
3524,8531,privé,mont sinai,sociale,FSEG,NORD-KIVU,H,56.0,24,49.7000007629,G,A,1.0,G
3525,8711,privé,mont sinai,sociale,FSEG,NORD-KIVU,H,50.0,26,46.0,G,A,1.0,G
3527,8861,privé,mont sinai,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,24,48.0,G,A,1.0,G
3530,9183,privé,mont sinai,sociale,FSEG,NORD-KIVU,H,60.0,24,44.0,G,A,1.0,G
3533,9758,privé,mont sinai,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,26,56.0,G,G,3.0,G
3536,10245,privé,mont sinai,pedagogie,FSEG,NORD-KIVU,F,52.0,19,49.0,G,A,1.0,G
3538,10230,privé,complexe scolaire kyabo,pedagogie,FSEG,NORD-KIVU,H,58.0,24,58.2000007629,G,G,2.0,G
3540,10247,privé,complexe scolaire kyabo,commerciale informatique,FSEG,ORIENTALE,F,56.0,22,48.0999984741,G,A,1.0,G
3542,10267,privé,complexe scolaire kyabo,sociale,FSEG,NORD-KIVU,F,50.0,22,49.8500003815,G,A,2.0,G
3545,11980,privé,complexe scolaire kyabo,pedagogie,FSEG,ORIENTALE,H,63.0,20,52.4000015259,G,G,1.0,G
3552,8402,catholique,avenir,commmerciale et adm,FSEG,SUD-KIVU,H,53.0,22,66.4999990463,F,G,4.0,A
3558,10346,catholique,avenir,commmerciale et adm,FSEG,SUD-KIVU,H,63.0,23,61.7000007629,G,G,2.0,D
3563,9100,publique,kiraku,pedagogie,FSEG,NORD-KIVU,H,54.0,24,47.0,G,A,1.0,G
3565,9818,publique,kiraku,pedagogie,FSEG,NORD-KIVU,F,57.0,22,44.2000007629,G,A,1.0,G
3567,7218,catholique,lwanzururu,commmerciale et adm,FSEG,NORD-KIVU,H,52.0,28,58.7666664124,G,G,3.0,G
3569,8499,catholique,lwanzururu,commmerciale et adm,FSEG,NORD-KIVU,H,57.0,26,57.4500007629,G,G,2.0,G
3570,8899,catholique,lwanzururu,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,29,60.75,G,G,2.0,G
3571,9388,catholique,lwanzururu,latin philo,FSEG,NORD-KIVU,F,55.0,22,57.933333079,G,G,3.0,E
3572,9606,catholique,lwanzururu,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,25,58.2000007629,G,G,3.0,G
3573,10191,catholique,lwanzururu,commmerciale et adm,FSEG,NORD-KIVU,H,50.0,23,50.4500007629,G,D,2.0,G
3575,11628,catholique,lwanzururu,commmerciale et adm,FSEG,NORD-KIVU,H,53.0,28,62.4000015259,G,G,1.0,A
3579,3269,protestant,majengo,math-physique,FSEG,NORD-KIVU,H,51.0,34,58.9000015259,G,G,1.0,G
3582,3859,protestant,majengo,math-physique,FSEG,NORD-KIVU,H,65.0,27,66.1999969482,G,G,1.0,A
3587,4355,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,54.0,27,60.7000007629,G,G,1.0,G
3591,4632,protestant,majengo,bio-chimie,FSEG,NORD-KIVU,H,51.0,28,62.7000007629,G,G,1.0,G
3595,5740,protestant,majengo,bio-chimie,FSEG,NORD-KIVU,F,58.0,25,64.8333333333,G,G,3.0,C
3596,6228,protestant,majengo,math-physique,FSEG,NORD-KIVU,F,54.0,26,60.3000011444,G,G,2.0,G
3597,6263,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,64.0,26,44.0,G,A,2.0,G
3598,6283,protestant,majengo,math-physique,FSEG,NORD-KIVU,H,57.0,29,56.0999984741,G,G,1.0,G
3600,6369,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,59.0,26,60.3999996185,G,G,2.0,G
3601,6371,protestant,majengo,bio-chimie,FSEG,NORD-KIVU,F,62.0,25,65.0499992371,G,G,2.0,G
3602,6372,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,28,61.3999996185,G,G,2.0,G
3603,6417,protestant,majengo,bio-chimie,FSEG,NORD-KIVU,H,57.0,24,63.6999994914,G,G,3.0,E
3607,7150,protestant,majengo,bio-chimie,FSEG,NORD-KIVU,H,52.0,27,57.3999996185,G,G,4.0,G
3608,7160,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,65.0,23,60.9000005722,G,G,4.0,F
3609,7318,protestant,majengo,bio-chimie,FSEG,NORD-KIVU,H,52.0,24,57.5333328247,G,G,3.0,G
3613,8124,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,64.0,24,61.1999998092,G,G,4.0,A
3614,8129,protestant,majengo,math-physique,FSEG,NORD-KIVU,H,60.0,22,62.0333340962,G,G,3.0,A
3615,8131,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,24,62.4333318074,G,G,3.0,G
3616,8143,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,69.0,24,61.8999996185,G,G,2.0,A
3617,8229,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,24,58.9333343506,G,G,3.0,E
3618,8240,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,56.0,24,58.1333338419,G,G,3.0,G
3619,8245,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,51.0,24,59.6666666667,G,G,3.0,G
3620,8315,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,55.0,22,63.0333328247,G,G,3.0,E
3622,8433,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,65.0,25,61.5749998093,G,G,4.0,F
3623,8535,protestant,majengo,math-physique,FSEG,NORD-KIVU,F,54.0,24,57.9333343506,G,G,3.0,G
3629,8988,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,68.0,23,65.9333318074,G,G,3.0,C
3630,9009,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,58.0,22,64.0999997457,G,G,3.0,C
3634,9049,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,64.0,22,61.133333842,G,G,3.0,C
3635,9096,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,64.0,23,55.3000005086,G,E,3.0,E
3637,9177,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,59.0,24,61.8000005086,G,G,3.0,G
3640,9401,protestant,majengo,math-physique,FSEG,NORD-KIVU,F,54.0,21,57.566666921,G,G,3.0,C
3652,10575,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,57.0,25,40.0,G,A,1.0,G
3653,10581,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,58.0,22,57.6499996185,G,G,2.0,D
3659,10750,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,61.0,24,67.3999977112,G,G,2.0,D
3661,10837,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,68.0,20,66.8000030518,G,G,1.0,G
3664,11441,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,54.0,21,59.5999984741,G,G,1.0,A
3665,11453,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,55.0,21,56.9000015259,G,G,1.0,G
3666,11567,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,61.0,22,65.3000030518,G,G,1.0,A
3668,11623,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,54.0,20,58.0999984741,G,G,1.0,A
3671,11878,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,F,52.0,23,58.4000015259,G,G,1.0,G
3675,12072,protestant,majengo,commmerciale et adm,FSEG,NORD-KIVU,H,71.0,20,74.9000015259,A,G,1.0,A
3679,5016,catholique,wima,commmerciale et adm,FSEG,SUD-KIVU,F,60.0,27,58.5499992371,G,G,2.0,G
3681,6312,catholique,wima,coupe couture,FSEG,SUD-KIVU,F,52.0,25,52.5999984741,G,A,1.0,G
3682,6664,catholique,wima,latin philo,FSEG,SUD-KIVU,F,52.0,28,59.1499996185,G,G,2.0,G
3684,7148,catholique,wima,latin philo,FSEG,SUD-KIVU,F,73.0,24,47.0,G,A,1.0,G
3698,12085,catholique,wima,pedagogie,FSEG,SUD-KIVU,F,63.0,18,58.2000007629,G,G,1.0,G
3705,9314,privé,gs mont sinai,sociale,FSEG,NORD-KIVU,F,51.0,29,58.1333338419,G,G,3.0,G
3707,9971,privé,gs mont sinai,pedagogie,FSEG,NORD-KIVU,F,58.0,21,56.1999988556,G,G,2.0,G
3708,10107,privé,gs mont sinai,pedagogie,FSEG,NORD-KIVU,F,51.0,20,44.5999984741,G,A,1.0,G
3709,11519,privé,gs mont sinai,commmerciale et adm,FSEG,NORD-KIVU,H,54.0,24,56.4000015259,G,G,1.0,G
3712,10829,privé,home feyen,pedagogie,FSEG,ORIENTALE,F,55.0,22,48.5,G,A,1.0,G
3714,3637,protestant,ndahura,pedagogie,FSEG,NORD-KIVU,H,57.0,27,66.4000015259,G,G,1.0,A
3716,4447,protestant,ndahura,math-physique,FSEG,NORD-KIVU,H,51.0,30,59.0500011444,G,G,2.0,G
3717,4542,protestant,ndahura,math-physique,FSEG,NORD-KIVU,F,50.0,27,49.0,G,A,1.0,G
3731,9213,protestant,ndahura,sociale,FSEG,NORD-KIVU,H,52.0,23,54.9000015259,G,G,1.0,G
3732,9431,protestant,ndahura,commmerciale et adm,FSEG,NORD-KIVU,H,57.0,20,56.9000002543,G,G,3.0,G
3734,9738,protestant,ndahura,sociale,FSEG,NORD-KIVU,H,56.0,22,43.0,G,A,1.0,G
3738,12122,protestant,ndahura,sociale,FSEG,NORD-KIVU,F,50.0,22,53.2000007629,G,G,1.0,G
3747,4171,catholique,itig,mec gene,FSEG,NORD-KIVU,H,52.0,28,49.3999996185,G,D,2.0,G
