,IDENTIFICATION,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
1240,6255,2013-2014,,AA,,A,FSDC,Santé Environnementale,L1
1241,6256,2013-2014,,AA,56.2000007629,A,FSDC,Santé Environnementale,L1
1242,6258,2013-2014,,AA,62.0,S,FSDC,Gestion et Administration des Projets de Santé,L1
1243,6258,2014-2015,,A,64.4000015259,S,FSDC,Gestion et Administration des Projets de Santé,L2
1244,6260,2012-2013,62.5999984741,S,,,FSEG,Tronc commun,G3
1245,6260,2013-2014,54.7999992371,S,,,FSEG,Économie Monétaire,L1
1246,6260,2014-2015,,ADM,62.4000015259,S,FSEG,Économie Monétaire,L2
1247,6263,2013-2014,,AA,,AA,FSEG,Microfinance et Banque,L1
1248,6263,2014-2015,,AA,,A,FSEG,Microfinance et Banque,L1
1249,6264,2013-2014,,AA,59.5999984741,S,FSEG,Gestion des Entreprises,L1
1250,6264,2014-2015,,AA,57.7000007629,S,FSEG,Gestion des Entreprises,L2
1251,6265,2012-2013,63.4000015259,S,,,FSEG,Tronc commun,G3
1252,6265,2013-2014,58.0,S,,,FSEG,Gestion Financière,L1
1253,6265,2014-2015,64.5999984741,S,,,FSEG,Gestion Financière,L2
1254,6268,2013-2014,,AA,62.0,S,FD,Droit Public,L1
1255,6268,2014-2015,,ADSTM,63.2000007629,S,FD,Droit Public,L2
1256,6269,2013-2014,42.2000007629,A,50.7000007629,A,FSEG,Gestion des Entreprises,L1
1257,6269,2014-2015,,AA,55.0999984741,S,FSEG,Gestion des Entreprises,L1
1258,6269,2015-2016,,AA,,AA,FSEG,Gestion des Entreprises,L2
1259,6272,2013-2014,56.0999984741,A,60.7999992371,S,FSEG,Gestion des Entreprises,L1
1260,6272,2014-2015,,ADM,61.7000007629,S,FSEG,Économie Monétaire,L2
1261,6273,2013-2014,54.7000007629,A,62.4000015259,S,FSEG,Économie Industrielle,L1
1262,6273,2014-2015,,ADM,62.0,S,FSEG,Économie Industrielle,L2
1263,6279,2013-2014,49.2999992371,A,54.7999992371,A,FPSE,Sciences de l'Éducation,G3
1264,6279,2014-2015,,AA,56.0999984741,S,FPSE,Sciences de l'Éducation,G3
1265,6279,2015-2016,,AA,,AA,FPSE,Sciences de l'Éducation,L1
1266,6283,2013-2014,,AA,56.0999984741,S,FSEG,Tronc commun,G3
1267,6285,2013-2014,,AA,57.0999984741,S,FSTA,Génie Civil,G2
1268,6285,2014-2015,,AA,57.7000007629,S,FSTA,Génie Civil,G3
1269,6285,2015-2016,,AA,65.5999984741,S,FSTA,Génie Civil,Tech1
1270,6286,2013-2014,66.5,S,,,FSEG,Gestion Financière,L1
1271,6286,2014-2015,66.0999984741,S,,,FSEG,Gestion Financière,L2
1272,6287,2012-2013,65.8000030518,S,,,FSDC,Tronc commun,G3
1273,6287,2013-2014,58.5999984741,A,63.2000007629,S,FSDC,Santé Communautaire,L1
1274,6287,2014-2015,65.6999969482,S,,,FSDC,Santé Environnementale,L2
1275,6288,2013-2014,,AA,60.4000015259,S,FSDC,Gestion et Administration des Projets de Santé,L1
1276,6288,2014-2015,62.2000007629,S,,,FSDC,Gestion et Administration des Projets de Santé,L2
1277,6293,2013-2014,,AA,59.7000007629,S,FSDC,Santé Environnementale,L1
1278,6293,2014-2015,,AA,59.2999992371,S,FSDC,Santé Environnementale,L2
1279,6296,2013-2014,,AA,59.0,S,FSEG,Économie Industrielle,L1
1280,6296,2014-2015,62.5,S,,,FSEG,Économie Industrielle,L2
1281,6297,2014-2015,,AA,,A,FSEG,Tronc commun,G3
1282,6300,2013-2014,57.5999984741,A,59.2999992371,S,FSEG,Gestion Financière,L1
1283,6300,2014-2015,64.4000015259,S,,,FSEG,Gestion Financière,L2
1284,6301,2012-2013,60.0,S,,,FSEG,Tronc commun,G3
1285,6301,2013-2014,50.5,A,56.5999984741,S,FSEG,Gestion Financière,L1
1286,6301,2014-2015,,A,60.2999992371,S,FSEG,Gestion Financière,L2
1287,6302,2013-2014,,AA,61.7999992371,S,FSTA,Génie Civil,G3
1288,6302,2014-2015,,AA,64.3000030518,S,FSTA,Génie Civil,Tech1
1289,6302,2015-2016,,AA,,ADM,FSTA,Génie Civil,Tech2
1290,6305,2012-2013,60.2000007629,S,,,FSEG,Tronc commun,G3
1291,6305,2013-2014,,AA,58.0,S,FSEG,Gestion des Entreprises,L1
1292,6305,2014-2015,,A,67.0,S,FSEG,Gestion des Entreprises,L2
1293,6306,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L1
1294,6308,2013-2014,58.7000007629,S,,,FSEG,Économie Monétaire,L1
1295,6308,2014-2015,65.5999984741,S,,,FSEG,Économie Monétaire,L2
1296,6311,2012-2013,53.2999992371,A,57.0,S,FSEG,Tronc commun,G3
1297,6311,2013-2014,48.5999984741,A,56.5999984741,S,FSEG,Gestion des Entreprises,L1
1298,6311,2014-2015,,AA,59.7999992371,S,FSEG,Gestion des Entreprises,L2
1299,6312,2013-2014,,AA,52.5999984741,A,FSEG,Gestion des Entreprises,L1
1300,6314,2013-2014,,AA,53.9000015259,A,FSEG,Gestion Financière,L1
1301,6314,2014-2015,,AA,58.0,S,FSEG,Gestion Financière,L1
1302,6316,2013-2014,50.7000007629,A,55.9000015259,S,FSEG,Gestion Financière,L1
1303,6316,2014-2015,,A,63.0999984741,S,FSEG,Gestion Financière,L2
1304,6317,2013-2014,52.0999984741,A,57.5999984741,S,FSEG,Gestion des Entreprises,L1
1305,6317,2014-2015,,AA,59.4000015259,S,FSEG,Gestion des Entreprises,L2
1306,6318,2012-2013,59.4000015259,S,,,FSEG,Tronc commun,G3
1307,6318,2013-2014,,AA,52.7999992371,S,FSEG,Économie Monétaire,L1
1308,6318,2014-2015,60.2000007629,S,,,FSEG,Économie Monétaire,L2
1309,6320,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L1
1310,6320,2014-2015,57.0999984741,A,60.7000007629,S,FSEG,Microfinance et Banque,L1
1311,6320,2015-2016,,A,66.9000015259,S,FSEG,Microfinance et Banque,L2
1312,6321,2013-2014,,AA,55.0999984741,S,FSEG,Gestion des Entreprises,L1
1313,6321,2014-2015,,AA,56.4000015259,S,FSEG,Gestion des Entreprises,L2
1314,6322,2013-2014,,AA,58.2999992371,S,FSEG,Gestion Financière,L1
1315,6322,2014-2015,,AA,61.4000015259,S,FSEG,Gestion Financière,L2
1316,6323,2013-2014,,AA,66.0999984741,S,FSEG,Marketing,L1
1317,6323,2014-2015,65.5999984741,S,,,FSEG,Marketing,L2
1318,6327,2013-2014,,AA,,AA,FSEG,Économie Industrielle,L1
1319,6328,2012-2013,60.7999992371,S,,,FD,Droit Public,G3
1320,6328,2013-2014,,AA,60.0999984741,S,FD,Droit Public,L1
1321,6328,2014-2015,,AA,65.8000030518,S,FD,Droit Public,L2
1322,6329,2013-2014,,AA,56.7999992371,S,FSEG,Gestion Financière,L1
1323,6329,2014-2015,,AA,61.2000007629,S,FSEG,Gestion Financière,L2
1324,6330,2013-2014,,AA,61.5,S,FD,Droit Public,G3
1325,6330,2014-2015,,AA,61.0,S,FD,Droit Public,L1
1326,6330,2015-2016,,AA,58.0999984741,S,FD,Droit Public,L2
1327,6331,2012-2013,61.0,S,,,FD,Droit Public,G3
1328,6331,2013-2014,,AA,58.5999984741,S,FD,Droit Public,L1
1329,6331,2014-2015,,AA,63.2999992371,S,FD,Droit Public,L2
1330,6332,2013-2014,,AA,57.0,A,FSDC,Gestion et Administration des Projets de Santé,L1
1331,6332,2014-2015,,AA,60.7999992371,S,FSDC,Gestion et Administration des Projets de Santé,L1
1332,6332,2015-2016,,AA,64.6999969482,S,FSDC,Gestion et Administration des Projets de Santé,L2
1333,6335,2013-2014,,AA,58.7999992371,S,FD,Droit Économique et Social,L1
1334,6335,2014-2015,63.4000015259,S,,,FD,Droit Économique et Social,L2
1335,6336,2012-2013,,ADTFC,63.5999984741,S,FSDC,Tronc commun,G3
1336,6336,2013-2014,,AA,55.9000015259,A,FSDC,Gestion et Administration des Projets de Santé,L1
1337,6336,2014-2015,58.2000007629,A,62.0999984741,S,FSDC,Gestion et Administration des Projets de Santé,L1
1338,6336,2015-2016,66.9000015259,S,,,FSDC,Gestion et Administration des Projets de Santé,L2
1339,6337,2013-2014,,AA,62.2000007629,S,FSTA,Génie Civil,G3
1340,6337,2014-2015,,AA,66.0,S,FSTA,Génie Civil,Tech1
1341,6337,2015-2016,,AA,,ADSTM,FSTA,Génie Civil,Tech2
1342,6338,2013-2014,,AA,48.7999992371,A,FSTA,Génie Civil,G2
1343,6338,2014-2015,,AA,,AA,FSTA,Génie Civil,G2
1344,6343,2013-2014,,AA,64.6999969482,S,FSTA,Génie Civil,G3
1345,6343,2014-2015,,AA,70.9000015259,D,FSTA,Génie Civil,Tech1
1346,6343,2015-2016,,ADM,,ADM,FSTA,Génie Civil,Tech2
1347,6344,2013-2014,,AA,57.9000015259,S,FSTA,Génie Électrique,G2
1348,6344,2014-2015,,AA,,A,FSTA,Génie Électrique,G3
1349,6344,2015-2016,,AA,,AA,FSTA,Génie Électrique,G3
1350,6347,2013-2014,,AA,63.2000007629,S,FSEG,Tronc commun,G3
1351,6347,2014-2015,48.9000015259,A,60.2000007629,S,FSEG,Économie Monétaire,L1
1352,6347,2015-2016,58.0,S,,,FSEG,Économie Monétaire,L2
1353,6349,2013-2014,,AA,,A,FD,Droit Public,L1
1354,6349,2014-2015,57.0999984741,A,57.0999984741,S,FD,Droit Privé et Judiciaire,G3
1355,6349,2015-2016,,AA,,NAF,FD,Droit Privé et Judiciaire,L1
1356,6351,2012-2013,65.8000030518,S,,,FD,Droit Public,G3
1357,6351,2013-2014,58.9000015259,S,,,FD,Droit Privé et Judiciaire,L1
1358,6351,2014-2015,,AA,68.8000030518,S,FD,Droit Privé et Judiciaire,L2
1359,6352,2012-2013,61.7999992371,S,,,FD,Droit Privé et Judiciaire,G3
1360,6352,2013-2014,49.4000015259,A,56.4000015259,S,FD,Droit Privé et Judiciaire,L1
1361,6352,2014-2015,,ADM,64.3000030518,S,FD,Droit Privé et Judiciaire,L2
1362,6353,2012-2013,65.3000030518,S,,,FD,Droit Privé et Judiciaire,G3
1363,6353,2013-2014,63.2999992371,S,,,FD,Droit Privé et Judiciaire,L1
1364,6353,2014-2015,64.3000030518,S,,,FD,Droit Privé et Judiciaire,L2
1365,6354,2012-2013,60.5999984741,S,,,FD,Droit Privé et Judiciaire,G3
1366,6356,2013-2014,,AA,,A,FD,Droit Public,L1
1367,6356,2014-2015,,AA,63.7999992371,S,FD,Droit Public,L1
1368,6356,2015-2016,61.9000015259,S,,,FD,Droit Public,L2
1369,6357,2012-2013,63.0,S,,,FD,Droit Économique et Social,G3
1370,6357,2013-2014,61.9000015259,S,,,FD,Droit Économique et Social,L1
1371,6357,2014-2015,,ADM,64.4000015259,S,FD,Droit Économique et Social,L2
1372,6358,2012-2013,60.2000007629,S,,,FD,Droit Économique et Social,G3
1373,6358,2013-2014,,AA,57.7999992371,S,FD,Droit Économique et Social,L1
1374,6358,2014-2015,58.9000015259,S,,,FD,Droit Économique et Social,L2
1375,6360,2012-2013,61.5,S,,,FD,Droit Public,G3
1376,6360,2013-2014,61.2999992371,S,,,FD,Droit Public,L1
1377,6360,2014-2015,61.5,S,,,FD,Droit Public,L2
1378,6362,2013-2014,,AA,,A,FD,Droit Public,G3
1379,6363,2013-2014,48.5,A,58.5,S,FD,Droit Privé et Judiciaire,L1
1380,6363,2014-2015,,AA,63.0,S,FD,Droit Privé et Judiciaire,L2
1381,6367,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L1
1382,6368,2013-2014,,AA,59.5,S,FSEG,Microfinance et Banque,L1
1383,6368,2014-2015,,AA,58.9000015259,S,FSEG,Microfinance et Banque,L2
1384,6369,2013-2014,,AA,56.7000007629,S,FSEG,Gestion des Entreprises,L1
1385,6369,2014-2015,,A,64.0999984741,S,FSEG,Gestion des Entreprises,L2
1386,6370,2013-2014,48.5999984741,A,56.0,S,FSEG,Gestion des Entreprises,L1
1387,6370,2014-2015,52.2999992371,A,60.9000015259,S,FSEG,Gestion des Entreprises,L2
1388,6371,2013-2014,60.0,A,66.6999969482,S,FSEG,Gestion Financière,L1
1389,6371,2014-2015,,ADM,63.4000015259,S,FSEG,Gestion Financière,L2
1390,6372,2013-2014,56.0,A,60.5999984741,S,FSEG,Gestion Financière,L1
1391,6372,2014-2015,,A,62.2000007629,S,FSEG,Gestion Financière,L2
1392,6373,2013-2014,45.5,A,57.2000007629,S,FSEG,Gestion Financière,L1
1393,6374,2013-2014,,AA,58.2000007629,S,FSEG,Gestion des Entreprises,L1
1394,6374,2014-2015,51.0999984741,A,61.0999984741,S,FSEG,Gestion des Entreprises,L2
1395,6375,2013-2014,48.2000007629,A,55.2000007629,S,FSEG,Économie Monétaire,L1
1396,6375,2014-2015,,A,58.7999992371,S,FSEG,Économie Monétaire,L2
1397,6377,2012-2013,64.9000015259,S,,,FSEG,Tronc commun,G3
1398,6377,2013-2014,,AA,60.7999992371,S,FSEG,Économie Monétaire,L1
1399,6377,2014-2015,66.9000015259,S,,,FSEG,Économie Monétaire,L2
1400,6378,2013-2014,,AA,59.0,S,FSEG,Gestion Financière,L1
1401,6378,2014-2015,,ADM,63.0,S,FSEG,Gestion Financière,L2
1402,6380,2013-2014,,AA,56.5,S,FSEG,Gestion Financière,L1
1403,6380,2014-2015,,AA,68.1999969482,S,FSEG,Gestion Financière,L2
1404,6381,2013-2014,,AA,57.7999992371,S,FSDC,Gestion et Administration des Projets de Santé,L1
1405,6381,2014-2015,,AA,65.0,S,FSDC,Gestion et Administration des Projets de Santé,L2
1406,6383,2013-2014,,AA,57.5999984741,S,FSDC,Tronc commun,G3
1407,6385,2013-2014,,AA,54.9000015259,A,FSEG,Gestion Financière,L1
1408,6385,2014-2015,,AA,,A,FSEG,Gestion Financière,L1
1409,6386,2012-2013,72.4000015259,D,,,FD,Droit Économique et Social,G3
1410,6386,2013-2014,,AA,,A,FD,Droit Économique et Social,L1
1411,6386,2014-2015,68.3000030518,S,,,FD,Droit Économique et Social,L1
1412,6386,2015-2016,,ADSTM,72.8000030518,D,FD,Droit Économique et Social,L2
1413,6389,2013-2014,,AA,58.4000015259,S,FSEG,Gestion des Entreprises,L1
1414,6389,2014-2015,,A,56.2999992371,S,FSEG,Gestion des Entreprises,L2
1415,6390,2012-2013,66.9000015259,S,,,FD,Droit Économique et Social,G3
1416,6390,2013-2014,,AA,64.3000030518,S,FD,Droit Économique et Social,L1
1417,6390,2014-2015,69.8000030518,S,,,FD,Droit Économique et Social,L2
1418,6392,2012-2013,61.7999992371,S,,,FD,Droit Privé et Judiciaire,G3
1419,6392,2013-2014,60.7999992371,S,,,FD,Droit Privé et Judiciaire,L1
1420,6392,2014-2015,61.2000007629,S,,,FD,Droit Privé et Judiciaire,L2
1421,6393,2013-2014,,AA,59.7999992371,S,FD,Droit Public,L1
1422,6393,2014-2015,62.4000015259,S,,,FD,Droit Public,L2
1423,6394,2012-2013,61.7999992371,S,,,FD,Droit Privé et Judiciaire,G3
1424,6394,2013-2014,67.1999969482,S,,,FD,Droit Privé et Judiciaire,L1
1425,6394,2014-2015,,A,65.1999969482,S,FD,Droit Privé et Judiciaire,L2
1426,6395,2012-2013,64.5999984741,S,,,FD,Droit Public,G3
1427,6395,2013-2014,52.2000007629,A,57.2000007629,S,FD,Droit Public,L1
1428,6395,2014-2015,,ADSTM,61.2000007629,S,FD,Droit Public,L2
1429,6397,2012-2013,68.4000015259,S,,,FD,Droit Public,G3
1430,6397,2013-2014,67.0,S,,,FD,Droit Privé et Judiciaire,L1
1431,6397,2014-2015,74.9000015259,D,,,FD,Droit Privé et Judiciaire,L2
1432,6400,2013-2014,,ADSTFC,67.5,S,FSTA,Génie Civil,G3
1433,6400,2014-2015,69.8000030518,S,,,FSTA,Génie Civil,Tech1
1434,6400,2015-2016,,ADM,,ADM,FSTA,Génie Civil,Tech2
1435,6405,2013-2014,,AA,,AA,FSEG,Gestion des Entreprises,L1
1436,6408,2013-2014,63.2000007629,ADST,63.0999984741,S,FSDC,Santé Communautaire,L1
1437,6408,2014-2015,,ADM,63.5,S,FSDC,Santé Communautaire,L2
1438,6412,2013-2014,,ADTFC,64.1999969482,S,FSEG,Tronc commun,G3
1439,6412,2014-2015,56.2999992371,A,62.4000015259,S,FSEG,Économie Monétaire,L1
1440,6412,2015-2016,,ADSTM,65.5999984741,S,FSEG,Économie Monétaire,L2
1441,6414,2013-2014,65.1999969482,S,,,FSEG,Tronc commun,G3
1442,6414,2014-2015,56.0,A,63.5999984741,S,FSEG,Gestion Financière,L1
1443,6414,2015-2016,62.0,S,,,FSEG,Gestion Financière,L2
1444,6416,2012-2013,,A,55.9000015259,S,FSEG,Tronc commun,G1
1445,6416,2013-2014,46.2999992371,A,55.5999984741,S,FSEG,Tronc commun,G2
1446,6416,2014-2015,,AA,58.0999984741,S,FSEG,Tronc commun,G3
1447,6416,2015-2016,47.9000015259,A,53.0,A,FSEG,Économie Industrielle,L1
1448,6417,2013-2014,,AA,62.4000015259,S,FSEG,Tronc commun,G3
1449,6417,2014-2015,56.0999984741,A,63.0,S,FSEG,Gestion Financière,L1
1450,6417,2015-2016,65.6999969482,S,,,FSEG,Gestion Financière,L2
1451,6418,2013-2014,,AA,48.7999992371,A,FSEG,Tronc commun,G2
1452,6419,2013-2014,,AA,63.2000007629,S,FSEG,Tronc commun,G3
1453,6419,2014-2015,,AA,58.5999984741,S,FSEG,Gestion Financière,L1
1454,6419,2015-2016,,AA,64.6999969482,S,FSEG,Gestion Financière,L2
1455,6420,2013-2014,,AA,,AA,FSEG,Tronc commun,G3
1456,6421,2013-2014,,AA,59.7999992371,S,FSEG,Tronc commun,G3
1457,6421,2014-2015,51.2999992371,A,59.2999992371,S,FSEG,Gestion des Entreprises,L1
1458,6421,2015-2016,58.7000007629,S,,,FSEG,Gestion des Entreprises,L2
1459,6422,2013-2014,,AA,,AA,FSEG,Tronc commun,G2
1460,6424,2013-2014,62.0,S,,,FSEG,Tronc commun,G3
1461,6426,2013-2014,,AA,58.2999992371,S,FSEG,Tronc commun,G3
1462,6426,2014-2015,,AA,50.5999984741,A,FSEG,Gestion des Entreprises,L1
1463,6426,2015-2016,47.9000015259,A,55.0,S,FSEG,Gestion des Entreprises,L1
1464,6427,2012-2013,70.5999984741,D,,,FSEG,Gestion des Entreprises,L2
1465,6428,2013-2014,,AA,59.7999992371,S,FD,Droit Économique et Social,G3
1466,6429,2013-2014,62.5999984741,S,,,FSDC,Tronc commun,G2
1467,6429,2014-2015,63.0999984741,A,66.5999984741,S,FSDC,Tronc commun,G3
1468,6429,2015-2016,,A,65.3000030518,S,FSDC,Santé Environnementale,L1
1469,6430,2013-2014,,AA,62.5,S,FSDC,Tronc commun,G3
1470,6430,2014-2015,,AA,62.9000015259,S,FSDC,Santé Environnementale,L1
1471,6430,2015-2016,,ADM,66.8000030518,S,FSDC,Santé Environnementale,L2
1472,6432,2013-2014,,AA,58.0999984741,S,FSDC,Tronc commun,G3
1473,6432,2014-2015,52.5999984741,A,56.7999992371,S,FSDC,Santé Communautaire,L1
1474,6432,2015-2016,,ADSTM,63.7000007629,S,FSDC,Santé Communautaire,L2
1475,6433,2013-2014,,AA,,A,FSDC,Tronc commun,G3
1476,6434,2013-2014,,AA,59.2999992371,S,FSDC,Tronc commun,G3
1477,6435,2013-2014,62.7000007629,A,64.4000015259,S,FSDC,Tronc commun,G3
1478,6435,2014-2015,,AA,60.2000007629,S,FSDC,Santé Environnementale,L1
1479,6435,2015-2016,62.0,S,,,FSDC,Santé Environnementale,L2
1480,6436,2013-2014,,AA,58.4000015259,S,FSDC,Tronc commun,G3
1481,6436,2014-2015,,AA,59.5,S,FSDC,Santé Environnementale,L1
1482,6436,2015-2016,,ADM,62.9000015259,S,FSDC,Santé Environnementale,L2
1483,6437,2013-2014,53.0999984741,A,58.7999992371,S,FSDC,Tronc commun,G2
1484,6437,2014-2015,,A,62.0,S,FSDC,Tronc commun,G3
1485,6437,2015-2016,,A,59.0,S,FSDC,Santé Environnementale,L1
1486,6438,2013-2014,,AA,61.0,S,FSDC,Tronc commun,G3
1487,6438,2014-2015,,AA,61.2999992371,S,FSDC,Santé Environnementale,L1
1488,6438,2015-2016,,AA,64.4000015259,S,FSDC,Santé Environnementale,L2
1489,6439,2013-2014,,AA,58.2000007629,S,FSDC,Tronc commun,G3
1490,6439,2014-2015,,AA,54.2000007629,A,FSDC,Gestion et Administration des Projets de Santé,L1
1491,6440,2013-2014,,AA,,A,FSDC,Tronc commun,G3
1492,6443,2013-2014,,AA,59.7999992371,S,FSDC,Tronc commun,G3
1493,6443,2014-2015,,AA,63.2000007629,S,FSDC,Gestion et Administration des Projets de Santé,L1
1494,6443,2015-2016,,ADM,64.4000015259,S,FSDC,Gestion et Administration des Projets de Santé,L2
1495,6444,2013-2014,,AA,,A,FSDC,Tronc commun,G3
1496,6447,2013-2014,,AA,59.4000015259,S,FSDC,Tronc commun,G3
1497,6447,2014-2015,,AA,56.5,S,FSDC,Santé Communautaire,L1
1498,6447,2015-2016,,AA,62.4000015259,S,FSDC,Santé Communautaire,L2
1499,6448,2013-2014,64.6999969482,S,,,FSDC,Tronc commun,G3
1500,6448,2014-2015,62.7000007629,S,,,FSDC,Gestion et Administration des Projets de Santé,L1
1501,6448,2015-2016,65.3000030518,S,,,FSDC,Gestion et Administration des Projets de Santé,L2
1502,6450,2013-2014,,AA,62.7999992371,S,FSDC,Tronc commun,G3
1503,6450,2014-2015,,AA,59.4000015259,S,FSDC,Santé Environnementale,L1
1504,6450,2015-2016,,A,66.3000030518,S,FSDC,Santé Environnementale,L2
1505,6452,2012-2013,62.0,S,,,FSDC,Tronc commun,G2
1506,6452,2013-2014,65.4000015259,S,,,FSDC,Tronc commun,G3
1507,6452,2014-2015,64.0999984741,S,,,FSDC,Gestion et Administration des Projets de Santé,L1
1508,6452,2015-2016,,AA,66.8000030518,S,FSDC,Gestion et Administration des Projets de Santé,L2
1509,6454,2013-2014,,AA,57.0999984741,S,FSDC,Tronc commun,G3
1510,6456,2013-2014,,AA,59.4000015259,S,FSDC,Tronc commun,G3
1511,6456,2014-2015,,AA,62.0999984741,S,FSDC,Gestion et Administration des Projets de Santé,L1
1512,6456,2015-2016,,AA,66.6999969482,S,FSDC,Gestion et Administration des Projets de Santé,L2
1513,6463,2012-2013,70.5999984741,D,,,FSEG,Tronc commun,G3
1514,6463,2013-2014,54.5999984741,A,60.5999984741,S,FSEG,Économie Industrielle,L1
1515,6463,2014-2015,67.1999969482,S,,,FSEG,Économie Industrielle,L2
1516,6464,2013-2014,,AA,,A,FSDC,Tronc commun,G2
1517,6464,2014-2015,,AA,51.2999992371,A,FSDC,Tronc commun,G2
1518,6464,2015-2016,,AA,60.2999992371,S,FSDC,Tronc commun,G2
1519,6465,2013-2014,51.2000007629,A,58.0,S,FSEG,Gestion des Entreprises,L1
1520,6465,2014-2015,,A,61.9000015259,S,FSEG,Gestion des Entreprises,L2
1521,6466,2013-2014,58.2999992371,S,,,FSEG,Gestion Financière,L1
1522,6466,2014-2015,,ADM,60.7999992371,S,FSEG,Gestion Financière,L2
1523,6468,2013-2014,,AA,58.2000007629,S,FSEG,Gestion des Entreprises,L1
1524,6468,2014-2015,,A,60.2999992371,S,FSEG,Gestion des Entreprises,L2
1525,6469,2013-2014,,AA,,AA,FSEG,Tronc commun,G3
1526,6471,2013-2014,,AA,57.7999992371,S,FSEG,Tronc commun,G2
1527,6471,2014-2015,,AA,58.2000007629,S,FSEG,Tronc commun,G3
1528,6471,2015-2016,52.7999992371,A,56.4000015259,S,FSEG,Gestion Financière,L1
1529,6472,2013-2014,,AA,66.3000030518,S,FD,Droit Économique et Social,L1
1530,6472,2014-2015,,ADSTM,68.4000015259,S,FD,Droit Économique et Social,L2
1531,6473,2013-2014,,AA,57.2999992371,S,FSEG,Économie Industrielle,L1
1532,6473,2014-2015,61.4000015259,S,,,FSEG,Économie Industrielle,L2
1533,6475,2012-2013,60.5,S,,,FSEG,Tronc commun,G3
1534,6475,2013-2014,55.7999992371,A,61.5,S,FSEG,Gestion des Entreprises,L1
1535,6475,2014-2015,57.2999992371,A,63.5,S,FSEG,Gestion des Entreprises,L2
1536,6477,2013-2014,63.9000015259,S,,,FSEG,Gestion des Entreprises,L1
1537,6477,2014-2015,61.7999992371,S,,,FSEG,Gestion des Entreprises,L2
1538,6479,2013-2014,,AA,59.2000007629,S,FSEG,Microfinance et Banque,L1
1539,6479,2014-2015,,ADM,62.2999992371,S,FSEG,Microfinance et Banque,L2
1540,6480,2012-2013,63.5,S,,,FSEG,Tronc commun,G3
1541,6480,2013-2014,,AA,62.5999984741,S,FSEG,Gestion Financière,L1
1542,6480,2014-2015,66.1999969482,S,,,FSEG,Gestion Financière,L2
1543,6481,2012-2013,64.4000015259,S,,,FSEG,Tronc commun,G3
1544,6481,2013-2014,59.0,S,,,FSEG,Gestion Financière,L1
1545,6481,2014-2015,60.5,A,63.7000007629,S,FSEG,Gestion Financière,L2
1546,6483,2013-2014,,AA,57.2999992371,S,FSEG,Gestion des Entreprises,L1
1547,6483,2014-2015,,A,58.9000015259,S,FSEG,Gestion des Entreprises,L2
1548,6486,2013-2014,,AA,57.0999984741,S,FSEG,Gestion Financière,L1
1549,6486,2014-2015,,A,59.7000007629,S,FSEG,Gestion Financière,L2
1550,6487,2013-2014,,AA,51.2999992371,A,FSEG,Gestion Financière,L1
1551,6487,2014-2015,,AA,55.2999992371,S,FSEG,Économie Monétaire,L1
1552,6488,2013-2014,,AA,57.2000007629,S,FSTA,Génie Civil,G3
1553,6488,2014-2015,,AA,59.4000015259,S,FSTA,Génie Civil,Tech1
1554,6488,2015-2016,,AA,,ADM,FSTA,Génie Civil,Tech2
1555,6492,2013-2014,,AA,61.0,S,FSTA,Génie Informatique,G3
1556,6492,2014-2015,,AA,64.0999984741,S,FSTA,Génie Informatique,Tech1
1557,6492,2015-2016,,A,,AA,FSTA,Génie Informatique,Tech2
1558,6493,2013-2014,,A,65.1999969482,S,FSTA,Génie Civil,G3
1559,6493,2014-2015,65.5,S,,,FSTA,Génie Civil,Tech1
1560,6493,2015-2016,,ADSTM,,ADM,FSTA,Génie Civil,Tech2
1561,6494,2013-2014,58.0,S,,,FSEG,Gestion des Entreprises,L1
1562,6494,2014-2015,,AA,61.0999984741,S,FSEG,Gestion des Entreprises,L2
1563,6495,2013-2014,,AA,57.4000015259,S,FSTA,Génie Civil,G2
1564,6495,2014-2015,,AA,62.7000007629,S,FSTA,Génie Civil,G3
1565,6495,2015-2016,,AA,,AR,FSTA,Génie Civil,Tech1
1566,6499,2012-2013,70.5999984741,D,,,FD,Droit Privé et Judiciaire,G3
1567,6499,2013-2014,60.0999984741,S,,,FD,Droit Privé et Judiciaire,L1
1568,6499,2014-2015,70.9000015259,D,,,FD,Droit Privé et Judiciaire,L2
1569,6500,2013-2014,44.0,A,54.0,S,FSEG,Gestion Financière,L1
1570,6500,2014-2015,,A,60.2999992371,S,FSEG,Gestion Financière,L2
