,ID,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,GENDER,DIPPERC,AGE,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
2876,11468,catholique,amani,bio-chimie,FSTA,NORD-KIVU,F,64.0,20,57.0999984741,G,G,1.0,G
2878,11654,catholique,amani,bio-chimie,FSTA,NORD-KIVU,F,68.0,20,61.7999992371,G,G,1.0,A
2879,11675,catholique,amani,bio-chimie,FSTA,NORD-KIVU,F,71.0,20,66.1999969482,G,G,1.0,A
2886,5678,publique,kasali,commmerciale et adm,FSTA,SUD-KIVU,H,58.0,27,60.3666674296,G,G,3.0,G
2895,11979,publique,kasali,pedagogie,FSTA,SUD-KIVU,H,65.0,21,47.0999984741,G,A,1.0,G
2907,10147,publique,de bukavu,pedagogie,FSTA,NORD-KIVU,H,58.0,23,59.4000015259,G,G,2.0,G
2912,8135,catholique,weza,bio-chimie,FSTA,SUD-KIVU,H,66.0,23,48.6333325704,G,E,3.0,G
2913,8294,catholique,weza,bio-chimie,FSTA,SUD-KIVU,H,59.0,24,53.433333079,G,E,3.0,G
2917,11649,catholique,weza,bio-chimie,FSTA,NORD-KIVU,H,62.0,25,58.9000015259,G,G,1.0,G
2919,4379,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,56.0,28,59.6000010172,G,E,3.0,G
2922,4511,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,54.0,26,47.0,G,A,1.0,G
2938,7005,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,56.0,26,70.2999992371,D,G,2.0,G
2944,7598,protestant,kyeshero,batiment,FSTA,NORD-KIVU,H,52.0,26,61.1333351135,G,G,3.0,G
2945,7631,protestant,kyeshero,elec,FSTA,NORD-KIVU,H,59.0,25,62.9333343506,G,G,3.0,G
2946,7683,protestant,kyeshero,mec gene,FSTA,K OR,H,55.0,33,49.1000003815,G,A,2.0,G
2948,8341,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,52.0,23,58.799999237,G,G,3.0,G
2949,8357,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,55.0,22,40.0,G,A,1.0,G
2950,8360,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,52.0,24,44.2999992371,G,A,1.0,G
2951,8580,protestant,kyeshero,elec,FSTA,NORD-KIVU,H,63.0,23,63.6333325704,E,G,3.0,G
2953,8626,protestant,kyeshero,elec indust,FSTA,NORD-KIVU,H,64.0,21,58.3333333333,G,G,3.0,E
2954,8638,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,56.0,24,47.4000015259,G,A,1.0,G
2955,8662,protestant,kyeshero,elec,FSTA,NORD-KIVU,H,55.0,25,48.1666666667,G,C,3.0,G
2958,8718,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,52.0,23,54.8999989827,G,E,3.0,G
2960,8884,protestant,kyeshero,electronique générale,FSTA,NORD-KIVU,H,58.0,22,65.5999984741,E,G,3.0,G
2961,8885,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,58.0,26,51.7666664123,G,E,3.0,G
2962,8888,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,53.0,22,52.9000015259,G,A,1.0,G
2963,8901,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,58.0,24,47.0,G,A,1.0,G
2964,9021,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,54.0,23,50.5999984741,G,A,1.0,G
2965,9043,protestant,kyeshero,electronique générale,FSTA,NORD-KIVU,H,53.0,24,55.633333842,G,E,3.0,G
2966,9080,protestant,kyeshero,electronique générale,FSTA,NORD-KIVU,H,58.0,22,44.0,G,A,1.0,G
2967,9095,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,56.0,23,44.0999984741,G,A,1.0,G
2968,9249,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,55.0,25,43.0,G,A,1.0,G
2970,9379,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,53.0,26,56.7999992371,G,E,3.0,G
2972,9590,protestant,kyeshero,bio-chimie,FSTA,NORD-KIVU,F,52.0,25,43.0,G,A,1.0,G
2975,9834,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,54.0,20,53.9500007629,G,D,2.0,G
2976,9889,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,55.0,24,46.0,G,A,1.0,G
2977,9903,protestant,kyeshero,elec,FSTA,NORD-KIVU,H,50.0,22,51.2999992371,G,A,1.0,G
2978,9974,protestant,kyeshero,elec,FSTA,NORD-KIVU,H,52.0,22,40.0,G,A,1.0,G
2979,9986,protestant,kyeshero,electronique générale,FSTA,NORD-KIVU,H,50.0,24,41.0,G,A,1.0,G
2980,10145,protestant,kyeshero,elec indust,FSTA,NORD-KIVU,H,51.0,22,50.0999984741,G,A,1.0,G
2981,10233,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,55.0,20,58.3999996185,G,G,2.0,D
2982,10428,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,52.0,23,52.3500003815,G,D,2.0,G
2983,10445,protestant,kyeshero,electronique générale,FSTA,NORD-KIVU,H,58.0,23,57.4500007629,G,G,2.0,G
2986,11308,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,55.0,22,42.0,G,A,1.0,G
2987,11390,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,61.0,22,43.0,G,A,1.0,G
2988,11421,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,58.0,23,43.0,G,A,1.0,G
2989,11621,protestant,kyeshero,elec,FSTA,NORD-KIVU,H,51.0,21,47.5,G,A,1.0,G
2990,11660,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,58.0,20,48.7000007629,G,A,1.0,G
2991,11770,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,54.0,21,47.5999984741,G,A,1.0,G
2992,11854,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,52.0,20,56.7000007629,G,G,1.0,G
2993,11874,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,50.0,22,46.5,G,A,1.0,G
2994,12022,protestant,kyeshero,construction,FSTA,NORD-KIVU,H,59.0,22,47.0,G,A,1.0,G
2995,12151,protestant,kyeshero,mec gene,FSTA,NORD-KIVU,H,54.0,21,51.5,G,G,1.0,G
2996,12158,protestant,kyeshero,elec,FSTA,NORD-KIVU,H,52.0,21,44.0,G,A,1.0,G
3001,6400,catholique,mgr kataliko,math-physique,FSTA,NORD-KIVU,F,58.0,24,64.1000010173,G,G,3.0,E
3006,9131,catholique,mgr kataliko,commmerciale et adm,FSTA,NORD-KIVU,F,50.0,25,49.0999984741,G,A,1.0,G
3007,9132,catholique,mgr kataliko,bio-chimie,FSTA,NORD-KIVU,F,59.0,23,60.0,G,G,3.0,G
3015,4311,protestant,vungi,math-physique,FSTA,NORD-KIVU,H,53.0,27,61.3333320618,G,G,3.0,G
3018,9094,protestant,vungi,pedagogie,FSTA,NORD-KIVU,F,59.0,22,63.2333348592,G,G,3.0,E
3020,10828,protestant,vungi,commerciale informatique,FSTA,NORD-KIVU,H,53.0,22,69.75,D,G,2.0,D
3028,9515,catholique,saint andre,sociale,FSTA,NORD-KIVU,H,66.0,24,58.2666676839,G,G,3.0,E
3032,11463,catholique,saint andre,pedagogie,FSTA,SUD-KIVU,H,71.0,22,48.2000007629,G,A,1.0,G
3043,10477,privé,aigle de dieu,pedagogie,FSTA,NORD-KIVU,H,58.0,22,46.0,G,A,1.0,G
3047,12101,privé,aigle de dieu,pedagogie,FSTA,NORD-KIVU,H,50.0,23,46.0,G,A,1.0,G
3050,9489,privé,isoko,math-physique,FSTA,SUD-KIVU,H,68.0,22,57.7000007629,G,G,3.0,G
3052,4014,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,62.0,28,65.7999992371,G,G,2.0,D
3053,4072,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,66.0,27,63.1999988555,G,G,2.0,D
3055,4280,catholique,alfajiri,bio-chimie,FSTA,SUD-KIVU,H,69.0,25,66.5,G,G,2.0,G
3056,4396,catholique,alfajiri,math-physique,FSTA,NORD-KIVU,H,50.0,25,59.4666659037,G,E,3.0,G
3057,4478,catholique,alfajiri,latin philo,FSTA,SUD-KIVU,H,74.0,25,67.8999977112,G,G,2.0,G
3059,5395,catholique,alfajiri,bio-chimie,FSTA,SUD-KIVU,H,59.0,24,44.0,G,A,1.0,G
3060,6182,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,61.0,25,63.0333328247,E,G,3.0,G
3061,6214,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,67.0,26,62.633333842,G,G,3.0,E
3062,6215,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,68.0,24,43.0,G,A,1.0,G
3063,6247,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,53.0,27,58.7000007629,G,G,3.0,E
3064,6630,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,62.0,25,43.0,G,A,1.0,G
3065,7530,catholique,alfajiri,math-physique,FSTA,NORD-KIVU,H,68.0,23,51.6999998093,G,D,4.0,F
3066,7542,catholique,alfajiri,bio-chimie,FSTA,NORD-KIVU,H,56.0,25,57.0749988556,G,D,4.0,F
3068,7628,catholique,alfajiri,latin philo,FSTA,SUD-KIVU,H,62.0,25,51.5,G,D,2.0,G
3069,8172,catholique,alfajiri,bio-chimie,FSTA,SUD-KIVU,H,58.0,23,58.866666158,G,G,3.0,E
3070,8195,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,57.0,22,47.2000007629,G,A,1.0,G
3071,8448,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,61.0,22,65.5499992371,G,G,4.0,D
3073,8649,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,56.0,23,49.1999994914,G,C,3.0,G
3074,8910,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,F,63.0,22,52.4666671753,G,E,3.0,G
3079,9898,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,62.0,21,65.7999992371,G,G,2.0,D
3081,10616,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,H,64.0,21,72.1999969482,A,G,1.0,A
3082,11733,catholique,alfajiri,math-physique,FSTA,SUD-KIVU,F,60.0,20,60.5999984741,G,G,1.0,A
3083,11836,catholique,alfajiri,latin philo,FSTA,NORD-KIVU,H,61.0,20,48.0,G,A,1.0,G
3115,11671,protestant,kashenda,pedagogie,FSTA,NORD-KIVU,H,51.0,22,48.7999992371,G,A,1.0,G
3129,4500,protestant,faraja,commmerciale et adm,FSTA,NORD-KIVU,H,61.0,26,62.133333842,G,G,3.0,G
3144,6506,protestant,faraja,bio-chimie,FSTA,NORD-KIVU,F,63.0,26,60.6666666667,G,G,3.0,E
3155,8136,protestant,faraja,commmerciale et adm,FSTA,NORD-KIVU,H,54.0,24,48.5499992371,G,A,2.0,G
3157,8338,protestant,faraja,math-physique,FSTA,NORD-KIVU,H,51.0,25,55.9000015259,G,G,1.0,G
3166,9118,protestant,faraja,pedagogie,FSTA,NORD-KIVU,H,63.0,22,56.866666158,G,E,3.0,E
3179,9961,protestant,faraja,math-physique,FSTA,NORD-KIVU,F,62.0,21,55.8999996185,G,G,2.0,G
3180,10017,protestant,faraja,math-physique,FSTA,NORD-KIVU,H,50.0,22,57.1499996185,G,G,2.0,G
3182,10071,protestant,faraja,math-physique,FSTA,NORD-KIVU,H,57.0,24,52.9000015259,G,G,1.0,G
3184,10180,protestant,faraja,math-physique,FSTA,NORD-KIVU,H,65.0,22,62.2999992371,G,G,2.0,G
3196,10772,protestant,faraja,math-physique,FSTA,NORD-KIVU,H,60.0,23,55.2999992371,G,D,2.0,G
3198,10799,protestant,faraja,math-physique,FSTA,NORD-KIVU,H,55.0,23,47.0,G,A,1.0,G
3201,11264,protestant,faraja,math-physique,FSTA,NORD-KIVU,H,53.0,23,54.4000015259,G,G,1.0,G
3202,11437,protestant,faraja,bio-chimie,FSTA,NORD-KIVU,H,52.0,22,43.4000015259,G,A,1.0,G
3204,11553,protestant,faraja,bio-chimie,FSTA,NORD-KIVU,F,64.0,21,49.0999984741,G,A,1.0,G
3207,11721,protestant,faraja,bio-chimie,FSTA,NORD-KIVU,H,65.0,24,48.0,G,A,1.0,G
3209,11801,protestant,faraja,commerciale informatique,FSTA,NORD-KIVU,F,50.0,21,41.0,G,A,1.0,G
3212,11893,protestant,faraja,pedagogie,FSTA,NORD-KIVU,H,50.0,23,45.7000007629,G,A,1.0,G
3215,12043,protestant,faraja,bio-chimie,FSTA,NORD-KIVU,H,61.0,20,54.5999984741,G,G,1.0,G
3220,6217,publique,zawadi ya raisi,bio-chimie,FSTA,SUD-KIVU,H,61.0,24,62.8000005086,G,G,3.0,G
3226,10413,publique,zawadi ya raisi,sociale,FSTA,SUD-KIVU,H,55.0,21,43.0,G,A,1.0,G
3230,12057,catholique,zawadi ya raisi,pedagogie,FSTA,ORIENTALE,H,61.0,24,45.0,G,A,1.0,G
3242,11398,protestant,shalom,bio-chimie,FSTA,ORIENTALE,F,56.0,19,54.0999984741,G,G,1.0,G
3244,11696,privé,shalom,bio-chimie,FSTA,ORIENTALE,F,64.0,18,53.2999992371,G,G,1.0,G
3248,9179,catholique,epsk/fomulac,bio-chimie,FSTA,SUD-KIVU,H,70.0,23,60.2333323161,G,G,3.0,G
3249,11323,catholique,epsk/fomulac,bio-chimie,FSTA,SUD-KIVU,H,51.0,22,63.5999984741,G,G,1.0,G
3272,9102,catholique,anuarite,pedagogie,FSTA,NORD-KIVU,H,55.0,23,57.3333333333,G,G,3.0,G
3274,9526,catholique,anuarite,bio-chimie,FSTA,ORIENTALE,F,51.0,20,50.2999992371,G,A,1.0,G
3282,11135,privé,anuarite,pedagogie,FSTA,NORD-KIVU,H,57.0,26,43.0,G,A,1.0,G
3293,11861,catholique,anuarite,pedagogie,FSTA,NORD-KIVU,H,55.0,20,41.0,G,A,1.0,G
3307,7658,privé,la fontaine,bio-chimie,FSTA,NORD-KIVU,H,67.0,23,42.0,G,A,1.0,G
3308,8282,privé,la fontaine,bio-chimie,FSTA,NORD-KIVU,H,51.0,24,51.6500015259,G,A,2.0,G
3318,10769,privé,la fontaine,bio-chimie,FSTA,NORD-KIVU,H,67.0,22,59.5499992371,G,G,2.0,D
3341,8342,autodidacte,autodidacte,elec indust,FSTA,NORD-KIVU,F,53.0,26,59.5249996185,G,G,4.0,D
3342,8405,autodidacte,autodidacte,pedagogie,FSTA,NORD-KIVU,H,66.0,27,56.3999996185,G,G,2.0,G
3349,8658,autodidacte,autodidacte,pedagogie,FSTA,SUD-KIVU,H,68.0,23,59.2666664124,G,G,3.0,G
3358,9334,autodidacte,autodidacte,pedagogie,FSTA,SUD-KIVU,H,65.0,26,43.0,G,A,1.0,G
3359,9364,autodidacte,autodidacte,pedagogie,FSTA,SUD-KIVU,H,65.0,24,49.0,G,A,1.0,G
3368,10596,autodidacte,autodidacte,elec indust,FSTA,NORD-KIVU,H,50.0,23,54.6000003815,G,D,2.0,G
3369,10664,autodidacte,autodidacte,math-physique,FSTA,NORD-KIVU,H,56.0,25,64.7000007629,G,G,2.0,G
3370,10666,autodidacte,autodidacte,pedagogie,FSTA,SUD-KIVU,H,53.0,25,58.0999984741,G,G,1.0,G
3372,10877,autodidacte,autodidacte,math-physique,FSTA,ORIENTALE,H,63.0,25,48.5,G,A,2.0,G
3377,11515,publique,autodidacte,pedagogie,FSTA,NORD-KIVU,H,64.0,30,40.0,G,A,1.0,G
3378,11539,publique,autodidacte,pedagogie,FSTA,SUD-KIVU,H,61.0,22,44.0,G,A,1.0,G
3379,11804,publique,autodidacte,bio-chimie,FSTA,NORD-KIVU,H,59.0,19,55.5,G,G,1.0,G
3380,12023,publique,autodidacte,commmerciale et adm,FSTA,SUD-KIVU,H,57.0,21,41.0,G,A,1.0,G
3387,8494,privé,icl,bio-chimie,FSTA,NORD-KIVU,H,55.0,25,43.0,G,A,1.0,G
3388,8497,privé,icl,bio-chimie,FSTA,NORD-KIVU,H,50.0,24,48.0,G,A,1.0,G
3391,8958,privé,icl,bio-chimie,FSTA,NORD-KIVU,H,56.0,24,46.0,G,A,2.0,G
3398,10035,privé,icl,bio-chimie,FSTA,NORD-KIVU,F,52.0,21,56.25,G,G,2.0,G
3422,10016,catholique,saint michel,agrecole,FSTA,NORD-KIVU,H,60.0,23,64.0499992371,G,G,2.0,D
3455,9882,protestant,kitsombiro,sociale,FSTA,NORD-KIVU,H,52.0,24,43.0,G,A,1.0,G
3480,4482,catholique,milima,math-physique,FSTA,SUD-KIVU,H,52.0,29,43.0,G,A,1.0,G
3487,9053,catholique,milima,math-physique,FSTA,SUD-KIVU,H,57.0,23,52.4666671753,G,E,3.0,G
3495,11537,protestant,milima,elec,FSTA,NORD-KIVU,H,66.0,19,67.0,G,G,1.0,G
3497,11737,catholique,milima,elec,FSTA,NORD-KIVU,H,57.0,20,49.7999992371,G,A,1.0,G
3502,9348,publique,gs kigali,hotesse d'acceuil,FSTA,NORD-KIVU,H,51.0,22,45.0,G,A,1.0,G
3508,10463,publique,gs kigali,construction,FSTA,NORD-KIVU,H,52.0,23,55.5999984741,G,G,1.0,G
3510,11911,publique,gs kigali,bio-chimie,FSTA,NORD-KIVU,H,52.0,19,43.0,G,A,1.0,G
3511,9529,protestant,buhimba,pedagogie,FSTA,NORD-KIVU,H,60.0,22,40.0,G,A,1.0,G
3521,7671,privé,mont sinai,sociale,FSTA,NORD-KIVU,H,54.0,28,50.3999996185,G,A,2.0,G
3546,3646,catholique,avenir,elec indust,FSTA,SUD-KIVU,H,53.0,27,68.9000015259,D,G,2.0,G
3547,4497,catholique,avenir,elec indust,FSTA,SUD-KIVU,H,53.0,29,55.3999996185,G,D,2.0,G
3549,6343,catholique,avenir,elec indust,FSTA,SUD-KIVU,H,51.0,27,63.5333328247,E,G,3.0,G
3550,6344,catholique,avenir,elec indust,FSTA,SUD-KIVU,F,51.0,27,49.9666671753,G,C,3.0,G
3551,8188,catholique,avenir,commmerciale et adm,FSTA,SUD-KIVU,H,56.0,24,55.8666674296,G,E,3.0,G
3553,8994,catholique,avenir,elec indust,FSTA,SUD-KIVU,H,55.0,22,59.0333328247,G,E,3.0,E
3554,9462,catholique,avenir,elec indust,FSTA,SUD-KIVU,H,57.0,25,63.1333325704,G,G,3.0,E
3555,10075,catholique,avenir,elec,FSTA,SUD-KIVU,H,52.0,19,67.1500015259,G,G,2.0,A
3556,10125,catholique,avenir,elec indust,FSTA,NORD-KIVU,H,50.0,25,68.1500015259,D,G,2.0,G
3557,10304,catholique,avenir,elec indust,FSTA,SUD-KIVU,H,52.0,20,70.0500030518,D,G,2.0,A
3559,10613,catholique,avenir,elec indust,FSTA,SUD-KIVU,H,50.0,27,55.6999988556,G,G,2.0,G
3560,11627,catholique,avenir,elec,FSTA,SUD-KIVU,H,54.0,20,53.7999992371,G,G,1.0,G
3561,11643,catholique,avenir,pedagogie,FSTA,NORD-KIVU,H,60.0,21,55.7999992371,G,G,1.0,G
3562,11741,catholique,avenir,elec,FSTA,SUD-KIVU,H,56.0,24,49.0,G,A,1.0,G
3577,2519,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,71.0,30,67.5,G,G,1.0,A
3578,3219,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,63.0,29,67.8000030518,G,G,1.0,G
3581,3760,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,58.0,26,68.25,D,G,2.0,D
3583,4073,protestant,majengo,math-physique,FSTA,NORD-KIVU,F,63.0,27,70.0999984741,A,G,2.0,D
3584,4093,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,67.0,29,61.3000011444,G,G,2.0,G
3585,4200,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,53.0,30,55.2999992371,G,D,2.0,G
3586,4310,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,H,59.0,26,57.25,G,D,2.0,G
3588,4389,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,59.0,27,62.6000003815,G,G,2.0,D
3589,4619,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,55.0,25,69.1999969482,D,G,2.0,G
3590,4620,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,60.0,29,65.5,G,G,2.0,G
3605,6893,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,H,73.0,24,57.2000007629,G,D,2.0,G
3606,6946,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,52.0,26,68.5,D,G,2.0,G
3611,8096,protestant,majengo,math-physique,FSTA,NORD-KIVU,F,50.0,23,49.5333340963,G,C,3.0,G
3612,8104,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,55.0,23,63.9000002543,G,G,3.0,E
3621,8401,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,H,51.0,22,44.0,G,A,1.0,G
3625,8582,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,58.0,23,57.6999998093,G,G,4.0,D
3628,8770,protestant,majengo,math-physique,FSTA,NORD-KIVU,F,53.0,22,63.2333323161,G,G,3.0,E
3631,9012,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,F,60.0,21,64.8333333333,E,G,3.0,C
3632,9029,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,61.0,23,59.9666671753,G,E,3.0,G
3633,9030,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,F,80.0,23,66.5333340963,G,G,3.0,C
3636,9163,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,63.0,21,62.9000002543,G,G,3.0,C
3639,9278,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,H,61.0,21,62.1666653951,G,G,3.0,G
3641,9566,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,53.0,28,47.0,G,A,1.0,G
3643,10045,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,60.0,22,62.75,G,G,2.0,G
3646,10131,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,H,71.0,21,59.5,G,G,2.0,A
3647,10132,protestant,majengo,math-physique,FSTA,NORD-KIVU,F,71.0,20,71.9500007629,A,G,2.0,A
3649,10317,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,63.0,23,57.1000003815,G,G,2.0,G
3650,10374,protestant,majengo,math-physique,FSTA,NORD-KIVU,F,74.0,21,72.5,A,G,2.0,A
3651,10551,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,H,58.0,27,49.0,G,A,1.0,G
3656,10647,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,67.0,24,44.0,G,A,1.0,G
3660,10812,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,56.0,23,47.0,G,A,1.0,G
3663,11360,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,F,64.0,20,62.5,G,G,1.0,G
3667,11616,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,56.0,21,54.0999984741,G,G,1.0,G
3670,11807,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,72.0,19,57.5,G,G,1.0,G
3672,11899,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,63.0,21,56.4000015259,G,G,1.0,G
3673,11970,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,H,63.0,20,46.0,G,A,1.0,G
3674,12016,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,62.0,21,54.5,G,G,1.0,G
3676,12114,protestant,majengo,bio-chimie,FSTA,NORD-KIVU,F,52.0,19,55.4000015259,G,G,1.0,G
3677,12240,protestant,majengo,math-physique,FSTA,NORD-KIVU,H,63.0,23,55.7999992371,G,G,1.0,G
3680,5691,catholique,wima,pedagogie,FSTA,SUD-KIVU,F,68.0,25,59.433333079,G,G,3.0,G
3686,7624,catholique,wima,bio-chimie,FSTA,SUD-KIVU,F,77.0,23,66.1500015259,G,G,4.0,D
3687,7676,catholique,wima,bio-chimie,FSTA,SUD-KIVU,F,60.0,24,64.0,F,G,4.0,D
3693,9890,catholique,wima,bio-chimie,FSTA,SUD-KIVU,F,64.0,20,56.8999996185,G,G,2.0,G
3696,10186,catholique,wima,commmerciale et adm,FSTA,SUD-KIVU,F,78.0,21,64.2999992371,G,G,2.0,A
3718,4622,protestant,ndahura,math-physique,FSTA,NORD-KIVU,H,53.0,27,68.1000022888,G,G,2.0,G
3729,8457,protestant,ndahura,math-physique,FSTA,NORD-KIVU,F,52.0,24,49.8000005086,G,C,3.0,G
3736,11626,protestant,ndahura,math-physique,FSTA,NORD-KIVU,F,52.0,25,42.5,G,A,1.0,G
3739,1497,catholique,itig,mec gene,FSTA,NORD-KIVU,H,62.0,32,53.5499992371,G,D,2.0,G
3740,1517,catholique,itig,elec,FSTA,NORD-KIVU,H,52.0,36,44.0,G,A,1.0,G
3741,2520,catholique,itig,mec gene,FSTA,NORD-KIVU,H,58.0,32,64.0999984741,G,G,1.0,A
3742,3431,catholique,itig,mec gene,FSTA,NORD-KIVU,H,57.0,30,62.0,G,G,1.0,G
3743,3626,catholique,itig,elec,FSTA,NORD-KIVU,H,65.0,28,63.4500007629,D,G,2.0,D
3744,3627,catholique,itig,mec gene,FSTA,NORD-KIVU,H,53.0,30,67.0,G,G,1.0,G
3745,4074,catholique,itig,elec,FSTA,NORD-KIVU,H,60.0,28,65.4000015259,G,G,1.0,G
3746,4106,catholique,itig,mec gene,FSTA,NORD-KIVU,H,53.0,28,67.1999969482,G,G,1.0,G
3748,4301,catholique,itig,elec,FSTA,NORD-KIVU,H,52.0,28,57.3999996185,G,G,2.0,G
3749,4306,catholique,itig,elec,FSTA,NORD-KIVU,H,52.0,28,72.2999992371,D,G,2.0,D
3750,4380,catholique,itig,elec indust,FSTA,NORD-KIVU,H,51.0,27,63.1500015259,G,G,2.0,G
3751,4385,catholique,itig,mec gene,FSTA,NORD-KIVU,H,59.0,27,62.1000003815,G,G,2.0,G
3752,4488,catholique,itig,elec,FSTA,NORD-KIVU,H,58.0,30,43.5,G,A,2.0,G
3753,4494,catholique,itig,elec,FSTA,NORD-KIVU,H,52.0,26,60.7999992371,G,G,2.0,G
3755,6488,catholique,itig,mec gene,FSTA,NORD-KIVU,H,58.0,25,57.2000007629,G,G,3.0,G
3756,6540,catholique,itig,elec,FSTA,NORD-KIVU,H,53.0,28,52.8666674296,G,C,3.0,G
3757,6541,catholique,itig,elec indust,FSTA,NORD-KIVU,H,63.0,26,61.6666666667,G,G,3.0,E
3758,6713,catholique,itig,mec gene,FSTA,NORD-KIVU,H,61.0,27,63.7999992371,G,G,1.0,G
3760,7531,catholique,itig,mec gene,FSTA,NORD-KIVU,H,57.0,27,63.633333842,E,G,3.0,G
3761,7539,catholique,itig,elec indust,FSTA,SUD-KIVU,H,59.0,23,54.75,G,F,4.0,F
3762,7578,catholique,itig,mec gene,FSTA,NORD-KIVU,H,60.0,25,57.9499988556,G,F,4.0,F
3763,7602,catholique,itig,elec,FSTA,NORD-KIVU,H,54.0,26,50.1999994914,G,A,3.0,G
3764,7609,catholique,itig,mec gene,FSTA,NORD-KIVU,H,59.0,26,52.2666664124,G,C,3.0,G
3765,7623,catholique,itig,mec gene,FSTA,NORD-KIVU,H,61.0,25,49.8500003815,G,D,2.0,G
3766,7644,catholique,itig,mec gene,FSTA,NORD-KIVU,H,68.0,25,73.9499988556,A,G,4.0,D
3767,7653,catholique,itig,elec,FSTA,NORD-KIVU,H,60.0,23,63.2750005722,G,G,4.0,D
3768,7657,catholique,itig,elec,FSTA,NORD-KIVU,H,59.0,23,62.625,G,G,4.0,F
3769,8460,catholique,itig,elec indust,FSTA,NORD-KIVU,H,67.0,23,69.0999984741,B,G,4.0,F
3770,8661,catholique,itig,mec gene,FSTA,NORD-KIVU,H,59.0,23,58.4000015259,G,G,1.0,A
