,ID,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
1248,7212,61.066666921,0.0,0.0,3.0,1.0
1249,7213,56.7000007629,0.0,0.0,3.0,0.0
1250,7214,58.0,0.0,0.0,3.0,0.333333333333
1251,7216,57.25,0.0,0.333333333333,3.0,0.666666666667
1252,7218,58.7666664124,0.0,0.0,3.0,0.0
1253,7219,59.066666921,0.0,0.0,3.0,0.333333333333
1254,7221,66.6249990463,0.25,0.0,4.0,0.75
1255,7222,62.1500015259,0.0,0.333333333333,3.0,0.666666666667
1256,7223,63.8249998093,0.0,0.0,4.0,1.0
1257,7225,51.5750007629,0.0,0.5,2.0,0.0
1258,7226,60.75,0.0,0.0,2.0,0.5
1259,7229,61.5999984741,0.0,0.0,2.0,0.5
1260,7233,64.4666671753,0.0,0.0,3.0,0.666666666667
1261,7235,54.2666664124,0.0,0.333333333333,3.0,0.0
1262,7237,57.933333079,0.0,0.0,3.0,0.0
1263,7239,55.6333338419,0.0,0.333333333333,3.0,0.0
1264,7240,56.866666158,0.0,0.0,3.0,0.333333333333
1265,7241,50.0750007629,0.0,1.0,2.0,0.0
1266,7249,60.5,0.0,0.0,3.0,0.333333333333
1267,7250,56.25,0.0,0.333333333333,3.0,0.0
1268,7251,60.9000015259,0.0,0.0,3.0,0.333333333333
1269,7254,56.7333335877,0.0,0.0,3.0,0.0
1270,7255,62.0333340963,0.0,0.0,3.0,0.0
1271,7256,59.1000003815,0.0,0.0,2.0,0.0
1272,7260,59.1999988556,0.0,0.0,2.0,0.0
1273,7263,62.0333328247,0.0,0.0,3.0,0.333333333333
1274,7264,53.5666656494,0.0,0.333333333333,3.0,0.0
1275,7267,64.4666684469,0.0,0.0,3.0,0.333333333333
1276,7268,60.5,0.0,0.0,3.0,0.666666666667
1277,7269,63.0,0.0,0.0,1.0,1.0
1278,7271,47.5,0.0,1.0,1.0,0.0
1279,7272,48.75,0.0,1.0,1.0,0.0
1280,7273,56.25,0.0,0.0,2.0,0.0
1281,7275,60.6000010173,0.0,0.0,3.0,0.666666666667
1282,7276,59.9000015259,0.0,0.0,1.0,0.0
1283,7277,59.866666158,0.0,0.0,3.0,0.0
1284,7280,53.8666661581,0.0,0.333333333333,3.0,0.0
1285,7284,65.1666666667,0.0,0.0,3.0,0.666666666667
1286,7285,59.4666671753,0.0,0.0,3.0,0.666666666667
1287,7286,58.1999994914,0.0,0.0,3.0,0.0
1288,7288,51.7000007629,0.0,1.0,1.0,0.0
1289,7289,57.0333328247,0.0,0.0,3.0,0.0
1290,7290,57.3000005086,0.0,0.0,3.0,0.0
1291,7294,60.0333328247,0.0,0.0,3.0,0.333333333333
1292,7295,68.0749988556,0.0,0.0,4.0,0.75
1293,7296,58.8666674296,0.0,0.0,3.0,0.0
1294,7297,66.8000005086,0.333333333333,0.0,3.0,0.333333333333
1295,7298,57.3000005086,0.0,0.333333333333,3.0,0.0
1296,7300,56.4833335876,0.0,0.333333333333,3.0,0.0
1297,7301,56.9666671753,0.0,0.333333333333,3.0,0.0
1298,7302,57.7666664124,0.0,0.0,3.0,0.0
1299,7303,58.4499988556,0.0,0.0,2.0,0.0
1300,7306,49.5,0.0,1.0,1.0,0.0
1301,7308,60.2666664124,0.0,0.0,3.0,0.333333333333
1302,7310,56.3333333333,0.0,0.333333333333,3.0,0.0
1303,7311,61.5333328247,0.0,0.0,3.0,0.666666666667
1304,7313,47.5,0.0,1.0,1.0,0.0
1305,7317,62.5999994278,0.0,0.0,4.0,1.0
1306,7318,57.5333328247,0.0,0.0,3.0,0.0
1307,7319,63.8666674296,0.0,0.0,3.0,0.0
1308,7320,62.3000005087,0.0,0.0,3.0,0.333333333333
1309,7321,62.2999992371,0.0,0.0,1.0,1.0
1310,7325,65.5333315531,0.0,0.0,3.0,0.333333333333
1311,7326,64.0750007629,0.0,0.0,4.0,0.75
1312,7327,65.1666653951,0.0,0.0,3.0,0.0
1313,7329,47.75,0.0,1.0,1.0,0.0
1314,7331,63.6666679383,0.0,0.0,3.0,0.0
1315,7333,58.950000763,0.0,0.333333333333,3.0,0.333333333333
1316,7334,53.1499996185,0.0,0.5,2.0,0.0
1317,7336,62.4000015259,0.0,0.0,1.0,0.0
1318,7337,56.9000002543,0.0,0.333333333333,3.0,0.0
1319,7338,63.6666666667,0.0,0.0,3.0,0.0
1320,7339,57.5999984741,0.0,0.0,1.0,0.0
1321,7340,53.8999996185,0.0,0.5,2.0,0.0
1322,7342,59.9666671753,0.0,0.0,3.0,0.0
1323,7346,62.125,0.0,0.0,4.0,0.5
1324,7349,60.0,0.0,0.0,3.0,0.0
1325,7350,64.6500015259,0.0,0.0,4.0,0.5
1326,7351,62.5999984741,0.0,0.0,1.0,0.0
1327,7352,59.9000015259,0.0,0.0,1.0,0.0
1328,7354,49.25,0.0,1.0,1.0,0.0
1329,7356,63.7333323161,0.0,0.0,3.0,0.0
1330,7357,49.0,0.0,1.0,1.0,0.0
1331,7358,62.1999994914,0.0,0.0,3.0,0.0
1332,7359,59.6666679382,0.0,0.0,3.0,0.0
1333,7361,65.0333353679,0.0,0.0,3.0,0.333333333333
1334,7362,62.2000007629,0.0,0.0,4.0,0.25
1335,7364,57.866666158,0.0,0.333333333333,3.0,0.0
1336,7365,63.4000002543,0.0,0.0,3.0,1.0
1337,7368,60.4000015259,0.0,0.0,1.0,0.0
1338,7369,59.8333333333,0.0,0.0,3.0,0.0
1339,7370,63.7999992371,0.0,0.0,3.0,0.0
1340,7371,67.7999979655,0.333333333333,0.0,3.0,0.0
1341,7373,65.0499992371,0.0,0.0,2.0,1.0
1342,7374,53.5,0.0,1.0,1.0,0.0
1343,7375,57.2000007629,0.0,0.0,1.0,0.0
1344,7376,58.5,0.0,0.0,1.0,0.0
1345,7380,59.9000015259,0.0,0.0,1.0,0.0
1346,7381,59.133333842,0.0,0.0,3.0,0.0
1347,7386,64.075000763,0.0,0.0,4.0,0.75
1348,7387,60.1999994914,0.0,0.0,3.0,0.0
1349,7388,60.8333333333,0.0,0.0,3.0,0.0
1350,7390,62.9749994278,0.0,0.0,4.0,1.0
1351,7391,58.8000005086,0.0,0.333333333333,3.0,0.0
1352,7393,59.5333328247,0.0,0.0,3.0,0.0
1353,7394,59.4000015259,0.0,0.0,1.0,0.0
1354,7395,47.5,0.0,1.0,1.0,0.0
1355,7396,58.3000011444,0.0,0.0,2.0,0.0
1356,7398,63.0,0.0,0.0,3.0,0.0
1357,7402,59.0999984741,0.0,0.0,1.0,0.0
1358,7403,65.3666661581,0.0,0.0,3.0,0.666666666667
1359,7404,62.633333842,0.0,0.0,3.0,0.666666666667
1360,7405,49.0,0.0,1.0,2.0,0.0
1361,7406,59.3000005086,0.0,0.333333333333,3.0,0.0
1362,7407,58.4000002543,0.0,0.0,3.0,0.0
1363,7411,47.0,0.0,1.0,1.0,0.0
1364,7412,63.4000002543,0.0,0.0,3.0,0.0
1365,7413,63.2749996185,0.0,0.0,4.0,0.5
1366,7414,58.6999994914,0.0,0.333333333333,3.0,0.0
1367,7416,48.5,0.0,1.0,1.0,0.0
1368,7417,58.5333340963,0.0,0.0,3.0,0.0
1369,7421,63.4000002543,0.0,0.0,3.0,0.333333333333
1370,7422,58.7666676839,0.0,0.0,3.0,0.0
1371,7423,56.0,0.0,0.333333333333,3.0,0.0
1372,7424,64.1333325704,0.0,0.0,3.0,1.0
1373,7427,56.5,0.0,0.333333333333,3.0,0.0
1374,7432,64.3000001907,0.0,0.0,4.0,0.75
1375,7436,65.0,0.0,0.0,3.0,0.333333333333
1376,7437,56.8333333333,0.0,0.333333333333,3.0,0.0
1377,7438,61.3000005086,0.0,0.0,3.0,0.0
1378,7439,47.625,0.0,1.0,2.0,0.0
1379,7441,59.4666671753,0.0,0.0,3.0,0.0
1380,7442,64.6666666667,0.0,0.0,3.0,0.666666666667
1381,7443,54.5999984741,0.0,1.0,1.0,0.0
1382,7445,64.7000020345,0.0,0.0,3.0,0.666666666667
1383,7447,60.6666666667,0.0,0.0,3.0,0.333333333333
1384,7450,63.5666681926,0.0,0.0,3.0,0.0
1385,7452,62.9666659037,0.0,0.0,3.0,0.0
1386,7454,58.5500011444,0.0,0.0,2.0,0.0
1387,7460,57.816666921,0.0,0.333333333333,3.0,0.333333333333
1388,7461,57.7999992371,0.0,0.0,2.0,0.0
1389,7462,53.4000015259,0.0,1.0,1.0,0.0
1390,7463,49.75,0.0,1.0,1.0,0.0
1391,7464,61.2999992371,0.0,0.0,1.0,0.0
1392,7468,65.0,0.0,0.0,1.0,0.0
1393,7479,62.6666679382,0.0,0.0,3.0,0.333333333333
1394,7483,53.75,0.0,0.5,2.0,0.0
1395,7484,68.6666666667,0.666666666667,0.0,3.0,0.0
1396,7487,56.0249996185,0.0,0.5,2.0,0.0
1397,7488,62.6666666667,0.0,0.0,3.0,0.666666666667
1398,7489,66.0333328247,0.0,0.0,3.0,0.0
1399,7491,55.0,0.0,1.0,1.0,0.0
1400,7493,73.1000010173,0.666666666667,0.0,3.0,1.0
1401,7496,52.5999997457,0.0,0.666666666667,3.0,0.0
1402,7497,48.0,0.0,1.0,1.0,0.0
1403,7498,64.3000005086,0.0,0.0,3.0,0.333333333333
1404,7499,67.8499984741,0.5,0.0,2.0,1.0
1405,7500,63.7499980927,0.0,0.0,2.0,0.5
1406,7501,58.5999984741,0.0,0.0,1.0,0.0
1407,7502,48.5,0.0,1.0,1.0,0.0
1408,7508,59.2000007629,0.0,0.0,3.0,0.0
1409,7510,70.7250003815,0.5,0.0,4.0,1.0
1410,7511,58.2000007629,0.0,0.0,2.0,0.0
1411,7512,66.875,0.25,0.0,4.0,0.75
1412,7513,60.566666921,0.0,0.0,3.0,0.333333333333
1413,7515,59.6999988556,0.0,0.0,2.0,0.5
1414,7516,58.7250003815,0.0,0.25,4.0,0.25
1415,7518,63.9666671753,0.0,0.0,3.0,0.0
1416,7519,58.0,0.0,0.0,3.0,0.0
1417,7521,63.6499996185,0.25,0.0,4.0,0.25
1418,7522,47.8500003815,0.0,1.0,2.0,0.0
1419,7530,51.8874998093,0.0,0.5,4.0,0.25
1420,7531,63.633333842,0.333333333333,0.0,3.0,0.0
1421,7536,47.75,0.0,1.0,1.0,0.0
1422,7537,55.433333079,0.0,0.666666666667,3.0,0.0
1423,7539,55.375,0.0,0.25,4.0,0.25
1424,7540,55.3166656494,0.0,0.666666666667,3.0,0.0
1425,7542,57.4499988556,0.0,0.5,4.0,0.25
1426,7543,61.75,0.0,0.0,4.0,0.5
1427,7546,64.9499988556,0.25,0.0,4.0,0.5
1428,7547,39.5,0.0,1.0,1.0,0.0
1429,7550,44.75,0.0,1.0,2.0,0.0
1430,7552,60.9000002543,0.0,0.0,3.0,0.0
1431,7565,58.6666666667,0.0,0.0,3.0,0.0
1432,7569,59.6500005722,0.0,0.0,4.0,0.5
1433,7570,60.5999997457,0.0,0.0,3.0,0.0
1434,7575,55.0333340963,0.0,0.666666666667,3.0,0.0
1435,7576,71.1499996185,0.5,0.0,4.0,0.5
1436,7578,57.9499988556,0.0,0.25,4.0,0.25
1437,7580,45.3000011444,0.0,1.0,2.0,0.0
1438,7584,63.9499988556,0.0,0.0,4.0,0.5
1439,7588,56.5375003815,0.0,0.5,4.0,0.25
1440,7589,61.6000003815,0.0,0.0,4.0,0.5
1441,7591,50.1999988556,0.0,1.0,2.0,0.0
1442,7592,64.1249980926,0.0,0.0,4.0,1.0
1443,7593,64.0333353679,0.0,0.0,3.0,0.666666666667
1444,7597,60.0874996185,0.0,0.0,4.0,0.25
1445,7598,61.1333351135,0.0,0.0,3.0,0.0
1446,7599,63.5249996185,0.25,0.0,4.0,0.75
1447,7601,39.7000007629,0.0,1.0,1.0,0.0
1448,7602,52.1999994914,0.0,1.0,3.0,0.0
1449,7604,57.816666921,0.0,0.333333333333,3.0,0.333333333333
1450,7605,53.1000003815,0.0,0.5,2.0,0.0
1451,7606,55.9000002543,0.0,0.333333333333,3.0,0.0
1452,7609,52.2666664124,0.0,0.666666666667,3.0,0.0
1453,7611,56.3333320618,0.0,0.333333333333,3.0,0.666666666667
1454,7614,79.375,1.0,0.0,4.0,0.5
1455,7615,51.116666158,0.0,0.666666666667,3.0,0.0
1456,7616,50.1999994914,0.0,0.666666666667,3.0,0.0
1457,7617,55.0666656494,0.0,0.333333333333,3.0,0.0
1458,7619,46.9249992371,0.0,1.0,2.0,0.0
1459,7620,63.3999996185,0.0,0.0,4.0,0.5
1460,7623,51.6000003815,0.0,0.5,2.0,0.0
1461,7624,66.1500015259,0.0,0.0,4.0,0.5
1462,7626,67.0999984741,0.0,0.0,1.0,1.0
1463,7628,52.75,0.0,0.5,2.0,0.0
1464,7630,61.7500009537,0.0,0.0,4.0,0.5
1465,7631,62.9333343506,0.0,0.0,3.0,0.0
1466,7632,60.7666664124,0.0,0.0,3.0,0.333333333333
1467,7633,63.3750009537,0.0,0.0,4.0,0.5
1468,7634,56.6499996185,0.0,0.5,4.0,0.5
1469,7637,63.633333842,0.333333333333,0.0,3.0,0.666666666667
1470,7640,65.9249982834,0.25,0.0,4.0,0.5
1471,7641,51.5999997457,0.0,0.666666666667,3.0,0.0
1472,7644,73.9499988556,1.0,0.0,4.0,0.5
1473,7646,63.3499994278,0.25,0.0,4.0,0.25
1474,7647,62.5749998093,0.0,0.0,4.0,0.25
1475,7650,61.3666674296,0.0,0.0,3.0,0.0
1476,7651,47.1999988556,0.0,1.0,2.0,0.0
1477,7653,63.2750005722,0.0,0.0,4.0,0.5
1478,7654,63.0333340963,0.0,0.0,3.0,0.0
1479,7657,62.625,0.0,0.0,4.0,0.25
1480,7658,49.5,0.0,1.0,1.0,0.0
1481,7661,49.816666921,0.0,0.666666666667,3.0,0.0
1482,7662,56.316666921,0.0,0.333333333333,3.0,0.333333333333
1483,7666,43.9750003815,0.0,1.0,2.0,0.0
1484,7667,65.5333340963,0.333333333333,0.0,3.0,0.0
1485,7668,63.066666921,0.0,0.0,3.0,0.0
1486,7669,49.375,0.0,1.0,2.0,0.0
1487,7670,53.0166664124,0.0,0.666666666667,3.0,0.0
1488,7671,50.3999996185,0.0,1.0,2.0,0.0
1489,7672,53.6499996185,0.0,0.5,2.0,0.0
1490,7676,64.0,0.25,0.0,4.0,0.5
1491,7683,49.1000003815,0.0,1.0,2.0,0.0
1492,7685,52.6666666667,0.0,0.666666666667,3.0,0.0
1493,7697,54.6999994914,0.0,0.666666666667,3.0,0.0
1494,7698,55.6666666667,0.0,0.666666666667,3.0,0.0
1495,7700,52.75,0.0,0.666666666667,3.0,0.0
1496,7701,61.6499996185,0.0,0.0,4.0,1.0
1497,7704,67.9500007629,0.0,0.0,2.0,1.0
1498,7705,48.25,0.0,1.0,1.0,0.0
1499,7707,60.7999992371,0.0,0.0,2.0,0.0
1500,7708,69.6749992371,0.5,0.0,4.0,1.0
1501,7709,60.7999992371,0.0,0.0,1.0,0.0
1502,7710,57.5,0.0,0.0,2.0,0.5
1503,7711,56.4500007629,0.0,0.5,2.0,0.0
1504,7713,61.7749996185,0.0,0.0,4.0,0.75
1505,7715,63.0749998093,0.0,0.0,4.0,0.75
1506,7718,62.2000007629,0.0,0.0,3.0,0.0
1507,7719,65.3750009537,0.0,0.0,4.0,0.5
1508,7720,61.0666656494,0.0,0.0,3.0,0.333333333333
1509,7721,52.3999996185,0.0,0.5,2.0,0.0
1510,7722,64.0,0.0,0.0,1.0,1.0
1511,7726,61.875,0.0,0.0,4.0,0.5
1512,7727,63.7000007629,0.0,0.0,1.0,1.0
1513,7729,69.25,0.25,0.0,4.0,1.0
1514,7730,62.5500011444,0.0,0.0,2.0,0.0
1515,7731,59.066666921,0.0,0.0,3.0,0.0
1516,7732,56.6999994914,0.0,0.0,3.0,0.0
1517,7733,57.8999996185,0.0,0.5,2.0,0.0
1518,7735,60.2666664124,0.0,0.0,3.0,0.333333333333
1519,7736,58.299999237,0.0,0.0,3.0,0.0
1520,7737,71.7749996185,0.75,0.0,4.0,0.75
1521,7738,59.5333340963,0.0,0.0,3.0,0.0
1522,7740,61.5333340963,0.0,0.0,3.0,0.333333333333
1523,7746,62.933333079,0.0,0.0,3.0,0.333333333333
1524,7747,60.0999997457,0.0,0.0,3.0,0.333333333333
1525,7748,64.0333328247,0.0,0.0,3.0,0.333333333333
1526,7749,62.9749994278,0.0,0.0,4.0,0.5
1527,7750,59.3999989827,0.0,0.0,3.0,0.333333333333
1528,7752,72.5249996185,0.75,0.0,4.0,1.0
1529,7755,47.0,0.0,1.0,1.0,0.0
1530,7758,56.1666653951,0.0,0.333333333333,3.0,0.0
1531,7759,61.2499990463,0.0,0.0,4.0,0.25
1532,7764,57.8333333333,0.0,0.333333333333,3.0,0.0
1533,7765,57.366666158,0.0,0.0,3.0,0.0
1534,7766,55.1666666667,0.0,0.333333333333,3.0,0.0
1535,7767,59.8333333333,0.0,0.0,3.0,0.0
1536,7770,61.0999984741,0.0,0.0,1.0,0.0
1537,7771,61.7000007629,0.0,0.0,1.0,1.0
1538,7773,61.9000015259,0.0,0.0,1.0,0.0
1539,7777,51.3500003815,0.0,0.5,2.0,0.0
1540,7778,67.6999988556,0.5,0.0,4.0,0.5
1541,7779,57.0999984741,0.0,0.0,1.0,0.0
1542,7780,62.5666656494,0.0,0.0,3.0,0.333333333333
1543,7781,62.4666659037,0.0,0.0,3.0,0.0
1544,7782,62.4000015259,0.0,0.0,4.0,1.0
1545,7787,62.4000015259,0.0,0.0,1.0,0.0
1546,7788,61.2999992371,0.0,0.0,1.0,0.0
1547,7789,66.9500007629,0.0,0.0,2.0,0.5
1548,7790,60.7000007629,0.0,0.0,1.0,0.0
1549,7791,62.7750005722,0.0,0.0,4.0,0.5
1550,7792,50.4000015259,0.0,1.0,1.0,0.0
1551,7793,66.2666676839,0.0,0.0,3.0,0.333333333333
1552,7794,55.4499994914,0.0,0.333333333333,3.0,0.0
1553,7797,59.3333333334,0.0,0.0,3.0,0.0
1554,7798,76.2000007629,1.0,0.0,4.0,1.0
1555,7799,67.4250001907,0.5,0.0,4.0,0.75
1556,7802,64.8249998093,0.0,0.0,4.0,0.75
1557,7804,60.1999994914,0.0,0.0,3.0,0.333333333333
1558,7805,67.5,0.333333333333,0.0,3.0,0.0
1559,7806,66.5,0.0,0.0,2.0,1.0
1560,7809,48.5,0.0,1.0,2.0,0.0
1561,7813,51.5833333333,0.0,0.666666666667,3.0,0.0
1562,7815,64.366666158,0.333333333333,0.0,3.0,0.0
1563,7816,58.2333323161,0.0,0.0,3.0,0.333333333333
1564,7817,49.25,0.0,1.0,1.0,0.0
1565,7819,60.566666921,0.0,0.0,3.0,0.0
1566,7820,63.6999998093,0.0,0.0,4.0,1.0
1567,7821,66.5750007629,0.0,0.0,4.0,0.5
1568,7823,47.25,0.0,1.0,1.0,0.0
1569,7824,62.6666679382,0.0,0.0,3.0,0.333333333333
1570,7825,55.75,0.0,0.5,2.0,0.0
1571,7826,63.9666659037,0.0,0.0,3.0,0.333333333333
1572,7832,57.9000015259,0.0,0.0,3.0,0.0
1573,7833,48.25,0.0,1.0,1.0,0.0
1574,7834,56.0,0.0,0.333333333333,3.0,0.0
1575,7835,60.2666664124,0.0,0.0,3.0,0.0
1576,7836,64.5749988556,0.0,0.0,4.0,0.5
1577,7840,60.5999984741,0.0,0.0,1.0,1.0
1578,7843,64.0249986649,0.25,0.0,4.0,0.25
1579,7844,60.5999997457,0.0,0.0,3.0,0.333333333333
1580,7847,62.25,0.0,0.0,4.0,0.25
1581,7850,59.9666659037,0.0,0.0,3.0,0.333333333333
1582,7851,60.9750003815,0.0,0.0,4.0,0.75
1583,7853,47.5,0.0,1.0,1.0,0.0
1584,7857,57.866666158,0.0,0.0,3.0,0.0
1585,7859,58.2999992371,0.0,0.5,2.0,0.0
1586,7860,60.4500007629,0.0,0.0,4.0,0.25
1587,7863,64.549999237,0.0,0.0,4.0,0.25
1588,7865,56.0999997457,0.0,0.333333333333,3.0,0.0
1589,7866,60.5000009537,0.0,0.0,4.0,0.25
1590,7868,57.933333079,0.0,0.0,3.0,0.0
1591,7871,59.6000003815,0.0,0.5,2.0,0.0
1592,7872,61.933333079,0.0,0.0,3.0,0.333333333333
1593,7873,61.0,0.0,0.0,1.0,0.0
1594,7880,54.0666656494,0.0,0.666666666667,3.0,0.0
1595,7882,47.75,0.0,1.0,1.0,0.0
1596,7884,61.7000007629,0.0,0.0,1.0,1.0
1597,7889,58.7999992371,0.0,0.0,1.0,0.0
1598,7890,61.2000007629,0.0,0.0,1.0,0.0
1599,7893,64.0,0.0,0.0,1.0,0.0
1600,7895,56.2999992371,0.0,0.5,2.0,0.0
1601,7896,55.8999996185,0.0,0.5,2.0,0.0
1602,7897,55.3250007629,0.0,0.5,2.0,0.0
1603,7898,56.8499984741,0.0,0.5,2.0,0.0
1604,7901,61.5999984741,0.0,0.0,1.0,0.0
1605,7902,57.875,0.0,0.5,2.0,0.0
1606,7904,55.2999992371,0.0,0.5,2.0,0.0
1607,7910,58.2000007629,0.0,0.0,1.0,0.0
1608,7915,74.4499969482,1.0,0.0,2.0,1.0
1609,7936,71.5999984741,1.0,0.0,1.0,1.0
1610,7965,54.8499997457,0.0,0.333333333333,3.0,0.0
1611,8094,50.0499992371,0.0,1.0,2.0,0.0
1612,8095,63.0,0.0,0.0,3.0,0.0
1613,8096,51.2833340963,0.0,0.666666666667,3.0,0.0
1614,8097,47.0,0.0,1.0,1.0,0.0
1615,8099,61.6500015259,0.0,0.0,2.0,0.5
1616,8100,63.4499979019,0.0,0.0,4.0,0.75
1617,8101,59.6666666667,0.0,0.0,3.0,0.333333333333
1618,8102,49.25,0.0,1.0,2.0,0.0
1619,8104,63.9000002543,0.0,0.0,3.0,0.333333333333
1620,8105,57.9666671753,0.0,0.0,3.0,0.0
1621,8106,53.4000002543,0.0,0.333333333333,3.0,0.0
1622,8109,57.2000007629,0.0,0.0,3.0,0.0
1623,8113,63.8000011444,0.0,0.0,4.0,0.75
1624,8114,57.2333335877,0.0,0.0,3.0,0.0
1625,8115,62.8000011444,0.0,0.0,4.0,0.75
1626,8116,59.6666679382,0.0,0.0,3.0,0.0
1627,8118,59.9500007629,0.0,0.0,4.0,0.25
1628,8119,56.1999994914,0.0,0.333333333333,3.0,0.0
1629,8120,57.4000002543,0.0,0.0,3.0,0.0
1630,8122,47.25,0.0,1.0,2.0,0.0
1631,8123,60.6000003815,0.0,0.0,2.0,0.0
1632,8124,61.1999998092,0.0,0.0,4.0,1.0
1633,8125,63.8333333333,0.0,0.0,3.0,0.333333333333
1634,8126,61.6499996185,0.0,0.0,4.0,0.25
1635,8127,47.4000015259,0.0,1.0,1.0,0.0
1636,8128,58.2999992371,0.0,0.0,3.0,0.0
1637,8129,62.0333340962,0.0,0.0,3.0,1.0
1638,8130,49.375,0.0,1.0,2.0,0.0
1639,8131,62.4333318074,0.0,0.0,3.0,0.0
1640,8133,47.0,0.0,1.0,1.0,0.0
1641,8134,59.0749998093,0.0,0.0,4.0,0.25
1642,8135,51.1333325704,0.0,0.333333333333,3.0,0.0
1643,8136,48.9249992371,0.0,1.0,2.0,0.0
1644,8138,56.1666666666,0.0,0.333333333333,3.0,0.0
1645,8139,48.0,0.0,1.0,1.0,0.0
1646,8141,62.2999992371,0.0,0.0,3.0,0.0
1647,8142,54.4499994914,0.0,0.333333333333,3.0,0.0
1648,8143,61.8999996185,0.0,0.0,2.0,1.0
1649,8145,58.4666671753,0.0,0.0,3.0,0.0
1650,8146,63.4333343506,0.0,0.0,3.0,0.0
1651,8147,57.0500005086,0.0,0.333333333333,3.0,0.0
1652,8148,58.0500001907,0.0,0.0,4.0,0.5
1653,8149,59.5333340962,0.0,0.0,3.0,0.0
1654,8150,62.5499992371,0.0,0.0,4.0,1.0
1655,8151,67.2749996185,0.5,0.0,4.0,0.75
1656,8152,59.2999992371,0.0,0.0,3.0,0.333333333333
1657,8153,64.1750001907,0.0,0.0,4.0,1.0
1658,8154,55.933333079,0.0,0.0,3.0,0.0
1659,8155,60.1999994914,0.0,0.0,3.0,0.666666666667
1660,8156,63.6750001907,0.0,0.0,4.0,1.0
1661,8157,59.4666671753,0.0,0.0,3.0,0.333333333333
1662,8158,62.3333320618,0.0,0.0,3.0,0.666666666667
1663,8159,60.375,0.5,0.5,2.0,0.5
1664,8160,62.25,0.0,0.0,4.0,0.75
1665,8161,65.0499992371,0.0,0.0,2.0,0.5
1666,8162,46.5499992371,0.0,1.0,2.0,0.0
1667,8163,60.6000003815,0.0,0.0,2.0,0.0
1668,8164,49.75,0.0,1.0,1.0,0.0
1669,8165,60.3000005086,0.0,0.0,3.0,0.333333333333
1670,8166,61.8000005086,0.0,0.0,3.0,0.666666666667
1671,8167,55.5375003815,0.0,0.25,4.0,0.0
1672,8168,59.6999988556,0.0,0.0,2.0,1.0
1673,8170,59.8666674296,0.0,0.0,3.0,0.666666666667
1674,8172,58.866666158,0.0,0.0,3.0,0.333333333333
1675,8173,59.3999996185,0.0,0.0,4.0,0.0
1676,8174,56.0,0.0,0.333333333333,3.0,0.333333333333
1677,8176,54.3333333333,0.0,0.0,3.0,0.0
1678,8177,62.9749984741,0.0,0.0,4.0,0.5
1679,8178,60.8749990463,0.0,0.0,4.0,0.5
1680,8179,72.0750007629,0.5,0.0,4.0,1.0
1681,8180,62.1333312988,0.0,0.0,3.0,0.0
1682,8182,63.7666651408,0.0,0.0,3.0,0.0
1683,8186,59.1999988556,0.0,0.0,2.0,0.0
1684,8187,48.5,0.0,1.0,1.0,0.0
1685,8188,55.8666674296,0.0,0.333333333333,3.0,0.0
1686,8189,48.5,0.0,1.0,1.0,0.0
1687,8190,67.8999996185,0.25,0.0,4.0,1.0
1688,8192,60.1999994914,0.0,0.0,3.0,0.0
1689,8193,49.7000007629,0.0,1.0,1.0,0.0
1690,8194,56.4000002543,0.0,0.0,3.0,0.0
1691,8195,47.2000007629,0.0,1.0,1.0,0.0
1692,8196,62.125,0.0,0.0,4.0,0.75
1693,8197,59.6000003815,0.0,0.0,4.0,0.25
1694,8198,58.2499990463,0.0,0.0,4.0,0.5
1695,8199,61.3999996185,0.0,0.0,2.0,0.0
1696,8201,57.9999987284,0.0,0.0,3.0,0.0
1697,8202,56.0333340963,0.0,0.333333333333,3.0,0.0
1698,8203,61.3666674296,0.0,0.0,3.0,1.0
1699,8204,49.0,0.0,1.0,2.0,0.0
1700,8205,51.5999997457,0.0,0.333333333333,3.0,0.0
1701,8206,60.8000011444,0.0,0.0,2.0,0.0
1702,8207,68.6499996185,0.25,0.0,4.0,1.0
1703,8209,56.816666921,0.0,0.333333333333,3.0,0.666666666667
1704,8210,63.2250003815,0.0,0.0,4.0,0.25
1705,8211,55.2333335876,0.0,0.0,3.0,0.0
1706,8212,58.7666676839,0.0,0.0,3.0,0.333333333333
1707,8213,58.5666656494,0.0,0.0,3.0,0.0
1708,8215,57.0999997457,0.0,0.0,3.0,0.0
1709,8216,58.3333333334,0.0,0.0,3.0,0.0
1710,8217,59.2333335876,0.0,0.0,3.0,0.0
1711,8218,58.9333343506,0.0,0.0,3.0,0.0
1712,8219,53.1000003815,0.0,0.5,2.0,0.0
1713,8221,62.5,0.0,0.0,4.0,0.75
1714,8222,59.5,0.0,0.0,3.0,0.0
1715,8225,61.5499992371,0.0,0.0,2.0,0.0
1716,8227,58.0,0.0,0.0,3.0,0.0
1717,8228,66.0333328247,0.0,0.0,3.0,0.666666666667
1718,8229,58.9333343506,0.0,0.0,3.0,0.333333333333
1719,8230,58.2499990463,0.0,0.0,4.0,0.0
1720,8231,58.6499996185,0.0,0.0,2.0,0.0
1721,8232,58.5499992371,0.0,0.0,2.0,1.0
1722,8233,56.799999237,0.0,0.0,3.0,0.0
1723,8235,57.066666921,0.0,0.0,3.0,0.0
